total_signals,signal_hits,signal_hit_rate,matched_random_hit_rate,delta_hit_rate,lift,signals_per_week,signals_per_month,candidates,false_pushes,false_push_rate,mean_realized_regret_bps,false_push_regret_bps_mean,weighted_cell_p90_realized_regret_bps,moment_advantage_bps_mean,suppressed_by_cooldown,cooldown_violations,active_months,inactive_months,active_cells,inactive_cells,active_cell_share,p90_realized_regret_bps,p95_realized_regret_bps,run_id,evaluation_protocol_version,artifact_schema_version,matched_random_mcse
408,343,0.8406862745098039,0.7034436274509804,0.1372426470588235,1.1951011306423232,0.33560517038777904,1.4592532314923619,787,65,0.15931372549019607,22.565656262652944,104.24380321788615,63.324026602752255,18.350019124444362,379,0,163,117,22,3,0.88,70.26386580866,100.46803566509496,20260906_h018_rf_tuning_smoke_03,temporal_v3,3,0.001375389593584776
