run_id,hypothesis_id,model_id,feature_set_id,target_id,strategy,outer_fold,test_year,is_partial_fold,universe_id,eligible_rows,scored_rows,score_coverage,target_rate,roc_auc,pr_auc,pr_auc_gain,pr_auc_ratio,brier,log_loss,artifact_schema_version,evaluation_protocol_version
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2022,2022,False,10d14213e118585ccaa286e9,1199,1199,1.0,0.6497080900750626,0.6582706766917293,0.7469261572751527,0.09721806720009007,1.149633456447892,0.24974163217243328,0.6926753414124557,3,temporal_v3
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,10d14213e118585ccaa286e9,1223,1223,1.0,0.6950122649223222,0.6472606844346317,0.7984734637579026,0.10346119883558047,1.1488624072657823,0.23148410358396446,0.655670319286826,3,temporal_v3
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2024,2024,False,10d14213e118585ccaa286e9,1219,1219,1.0,0.5529122231337161,0.5864726540168241,0.6622637382863351,0.10935151515261898,1.1977737343784014,0.2573251720462147,0.7094474091526981,3,temporal_v3
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,1225,1225,1.0,0.7191836734693877,0.6261878679090885,0.8186337047845738,0.09945003131518604,1.1382818256085163,0.257522473899647,0.7089178347973383,3,temporal_v3
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,1235,1235,1.0,0.7206477732793523,0.6629571730988438,0.8147415455365618,0.0940937722572095,1.13056832442433,0.2270659833864196,0.6465625392909207,3,temporal_v3
