run_id,hypothesis_id,model_id,feature_set_id,target_id,strategy,outer_fold,test_year,is_partial_fold,universe_id,artifact_schema_version,evaluation_protocol_version,hyperparameters,inner_fold_count,mean_inner_pr_auc_gain,worst_inner_year_pr_auc_gain,refit_rows
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2022,2022,False,10d14213e118585ccaa286e9,3,temporal_v3,"{""max_depth"": 2, ""min_samples_leaf"": 5}",1,0.12444387148670626,0.12444387148670626,4114
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,10d14213e118585ccaa286e9,3,temporal_v3,"{""max_depth"": 2, ""min_samples_leaf"": 5}",2,0.1096633111567162,0.09488275082672615,5318
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2024,2024,False,10d14213e118585ccaa286e9,3,temporal_v3,"{""max_depth"": 2, ""min_samples_leaf"": 5}",3,0.10773516056353973,0.09488275082672615,6556
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,3,temporal_v3,"{""max_depth"": 3, ""min_samples_leaf"": 5}",4,0.11206590987644498,0.09506610613687791,7790
20260906_h018_rf_tuning_smoke_03,H018_random_forest_tuning,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,3,temporal_v3,"{""max_depth"": 3, ""min_samples_leaf"": 5}",5,0.1086398561608385,0.09493564129841259,9030
