outer_fold,corridor,frontier_point_id,common_signal_count,comparison_status,left_hit_rate,right_hit_rate,delta_hit_rate,left_mean_regret_bps,right_mean_regret_bps,delta_mean_regret_bps
outer_2022,RUB_UZS,budget_09,41,active,0.4634146341463415,0.4634146341463415,0.0,170.1350214446683,168.69371544086096,-1.441306003807341
outer_2022,RUB_UZS,budget_10,45,active,0.35555555555555557,0.35555555555555557,0.0,201.66608881561112,200.88626113290667,-0.7798276827044504
outer_2022,RUB_UZS,budget_11,45,active,0.35555555555555557,0.35555555555555557,0.0,201.66608881561112,200.88626113290667,-0.7798276827044504
outer_2022,RUB_UZS,budget_12,45,active,0.35555555555555557,0.35555555555555557,0.0,201.66608881561112,200.88626113290667,-0.7798276827044504
outer_2022,RUB_UZS,budget_13,45,active,0.35555555555555557,0.35555555555555557,0.0,201.66608881561112,200.88626113290667,-0.7798276827044504
outer_2023,RUB_AMD,budget_00,9,active,0.8888888888888888,0.8888888888888888,0.0,11.02814804852222,11.02814804852222,0.0
outer_2023,RUB_AMD,budget_01,18,active,0.8888888888888888,0.9444444444444444,0.05555555555555558,20.60832946777778,14.095258400277778,-6.5130710675
outer_2023,RUB_AMD,budget_02,21,active,0.8571428571428571,0.9047619047619048,0.04761904761904767,27.369958990071424,18.47116691785238,-8.898792072219045
outer_2023,RUB_AMD,budget_03,26,active,0.8461538461538461,0.8461538461538461,0.0,27.961240811350002,27.323432309615384,-0.637808501734618
outer_2023,RUB_AMD,budget_04,31,active,0.8387096774193549,0.8064516129032258,-0.032258064516129115,24.76694960986129,25.81533214303226,1.0483825331709724
outer_2023,RUB_AMD,budget_05,34,active,0.7647058823529411,0.7352941176470589,-0.02941176470588225,31.805111809405883,29.94839105599706,-1.8567207534088226
outer_2023,RUB_AMD,budget_06,37,active,0.7567567567567568,0.7567567567567568,0.0,36.01945508051351,35.626729544008114,-0.3927255365053952
outer_2023,RUB_AMD,budget_07,43,active,0.6976744186046512,0.627906976744186,-0.06976744186046513,68.06880546129301,79.3358789213558,11.26707346006279
outer_2023,RUB_AMD,budget_08,46,active,0.5869565217391305,0.5869565217391305,0.0,80.6734689102087,82.49804492387392,1.8245760136652223
outer_2023,RUB_AMD,budget_09,51,active,0.6470588235294118,0.6470588235294118,0.0,78.83448485765686,78.83448485765686,0.0
outer_2023,RUB_AMD,budget_10,51,active,0.6470588235294118,0.6470588235294118,0.0,78.83448485765686,78.83448485765686,0.0
outer_2023,RUB_AMD,budget_11,51,active,0.6470588235294118,0.6470588235294118,0.0,78.83448485765686,78.83448485765686,0.0
outer_2023,RUB_AMD,budget_12,51,active,0.6470588235294118,0.6470588235294118,0.0,78.83448485765686,78.83448485765686,0.0
outer_2023,RUB_AMD,budget_13,51,active,0.6470588235294118,0.6470588235294118,0.0,78.83448485765686,78.83448485765686,0.0
outer_2023,RUB_KGS,budget_00,6,active,1.0,1.0,0.0,0.0,0.0,0.0
outer_2023,RUB_KGS,budget_01,17,active,0.8823529411764706,0.8823529411764706,0.0,16.7656746695,18.515259993999997,1.7495853244999964
outer_2023,RUB_KGS,budget_02,22,active,0.8636363636363636,0.8636363636363636,0.0,25.51448730992273,19.04113080483182,-6.4733565050909085
outer_2023,RUB_KGS,budget_03,26,active,0.8076923076923077,0.8076923076923077,0.0,29.839904210649998,29.165815448557694,-0.6740887620923033
outer_2023,RUB_KGS,budget_04,32,active,0.8125,0.8125,0.0,25.44682892669375,25.514929981815623,0.06810105512187192
outer_2023,RUB_KGS,budget_05,36,active,0.8055555555555556,0.8333333333333334,0.02777777777777779,26.501442178775,22.882531769386112,-3.6189104093888886
outer_2023,RUB_KGS,budget_06,38,active,0.7894736842105263,0.7894736842105263,0.0,26.78833122187105,40.00117870728684,13.21284748541579
outer_2023,RUB_KGS,budget_07,42,active,0.8095238095238095,0.7619047619047619,-0.04761904761904767,52.67877735082857,61.225487020914294,8.546709670085725
outer_2023,RUB_KGS,budget_08,48,active,0.6666666666666666,0.625,-0.04166666666666663,64.64164609056458,68.8743011017729,4.2326550112083225
