outer_fold,corridor,requested_signals_per_week,frontier_status_left,signals_per_week_left,signal_hit_rate_left,matched_random_hit_rate_left,lift_left,mean_realized_regret_bps_left,frontier_status_right,signals_per_week_right,signal_hit_rate_right,matched_random_hit_rate_right,lift_right,mean_realized_regret_bps_right,delta_hit_rate,delta_mean_regret_bps,frequency_gap_per_week
outer_2022,RUB_AMD,0.1,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_AMD,0.2,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_AMD,0.3,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_AMD,0.4,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_AMD,0.5,active,0.0958904109589041,1.0,0.6055,1.6515276630883566,0.66114021258,active,0.0383561643835616,1.0,0.67175,1.48864905098623,0.0,0.0,-0.66114021258,-0.05753424657534251
outer_2022,RUB_AMD,0.6,active,0.1726027397260273,0.8888888888888888,0.588388888888889,1.510716646209045,20.9910346314,active,0.1150684931506849,1.0,0.67225,1.4875418371141689,0.5509501771499999,0.11111111111111116,-20.44008445425,-0.057534246575342396
outer_2022,RUB_AMD,0.7,active,0.2876712328767123,0.8666666666666667,0.5864333333333333,1.4778605127039166,28.5857349196,active,0.3068493150684931,0.875,0.5883125,1.487304791246149,31.28482637011875,0.008333333333333304,2.6990914505187504,0.0191780821917808
outer_2022,RUB_AMD,0.8,active,0.3835616438356164,0.6,0.5451500000000001,1.1006145097679534,63.67378123849001,active,0.3452054794520547,0.7777777777777778,0.5891111111111111,1.3202565069784986,45.26554147631112,0.1777777777777778,-18.408239762178887,-0.03835616438356171
outer_2022,RUB_AMD,0.9,active,0.6904109589041095,0.5277777777777778,0.5283194444444443,0.9989747364546916,102.8328250661222,active,0.6520547945205479,0.4705882352941176,0.53775,0.8751059698635383,107.06584962051473,-0.057189542483660205,4.233024554392529,-0.0383561643835616
outer_2022,RUB_AMD,1.0,active,0.8438356164383561,0.5,0.5552727272727273,0.9004584151931893,177.92223250167046,active,0.8630136986301369,0.5111111111111111,0.5546555555555556,0.9214928183657524,173.96840511274445,0.011111111111111072,-3.9538273889260154,0.019178082191780743
outer_2022,RUB_AMD,1.1,active,0.8438356164383561,0.5,0.553215909090909,0.9038062568042232,177.92223250167046,active,0.8630136986301369,0.5111111111111111,0.5531111111111111,0.9240658899156288,173.96840511274445,0.011111111111111072,-3.9538273889260154,0.019178082191780743
outer_2022,RUB_AMD,1.2,active,0.8438356164383561,0.5,0.5545795454545455,0.9015839190213716,177.92223250167046,active,0.8630136986301369,0.5111111111111111,0.5531999999999998,0.923917409817627,173.96840511274445,0.011111111111111072,-3.9538273889260154,0.019178082191780743
outer_2022,RUB_AMD,1.3,active,0.8438356164383561,0.5,0.5514886363636362,0.90663699491047,177.92223250167046,active,0.8630136986301369,0.5111111111111111,0.5529777777777778,0.924288699565986,173.96840511274445,0.011111111111111072,-3.9538273889260154,0.019178082191780743
outer_2022,RUB_AMD,1.4,active,0.8438356164383561,0.5,0.5559090909090909,0.8994276369582993,177.92223250167046,active,0.8630136986301369,0.5111111111111111,0.5564,0.91860372234204,173.96840511274445,0.011111111111111072,-3.9538273889260154,0.019178082191780743
outer_2022,RUB_KGS,0.1,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_KGS,0.2,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_KGS,0.3,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_KGS,0.4,active,0.0,,,,,active,0.0,,,,,,,0.0
outer_2022,RUB_KGS,0.5,active,0.0767123287671232,1.0,0.634875,1.5751132112620596,1.519822508575,active,0.0,,,,,,,-0.0767123287671232
outer_2022,RUB_KGS,0.6,active,0.1150684931506849,1.0,0.6038333333333332,1.6560861164780571,1.013215005716667,active,0.0767123287671232,1.0,0.67125,1.48975791433892,0.0,0.0,-1.013215005716667,-0.03835616438356171
outer_2022,RUB_KGS,0.7,active,0.1917808219178082,0.9,0.54935,1.6382998088650222,15.845586097079998,active,0.1342465753424657,1.0,0.6312857142857142,1.5840687938447615,0.8684700048999999,0.09999999999999998,-14.977116092179998,-0.05753424657534251
outer_2022,RUB_KGS,0.8,active,0.3643835616438356,0.7368421052631579,0.5734210526315789,1.2849931161083066,49.90090584427895,active,0.2493150684931506,1.0,0.5819615384615384,1.7183266142356752,1.1846453491615383,0.26315789473684215,-48.71626049511742,-0.11506849315068501
outer_2022,RUB_KGS,0.9,active,0.6712328767123287,0.5428571428571428,0.528557142857143,1.0270547852644665,87.78231097776286,active,0.6712328767123287,0.6,0.5525999999999999,1.0857763300760046,85.69327770104572,0.05714285714285716,-2.089033276717146,0.0
