hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters,corridor,path
H002_combined_factors,3,per_corridor,logistic,2022,0.6740804106073567,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_TJS_logistic_h3_2022.joblib
H002_combined_factors,3,per_corridor,logistic,2022,0.6504495825305073,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_UZS_logistic_h3_2022.joblib
H002_combined_factors,3,per_corridor,logistic,2022,0.6786363636363637,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KGS_logistic_h3_2022.joblib
H002_combined_factors,3,per_corridor,logistic,2022,0.681312656641604,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_AMD_logistic_h3_2022.joblib
H002_combined_factors,3,per_corridor,logistic,2022,0.6659189099368561,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KZT_logistic_h3_2022.joblib
H002_combined_factors,3,per_corridor,logistic,2023,0.6471283548880545,26,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_TJS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_TJS_logistic_h3_2023.joblib
H002_combined_factors,3,per_corridor,logistic,2023,0.6250676406926408,26,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_UZS_logistic_h3_2023.joblib
H002_combined_factors,3,per_corridor,logistic,2023,0.6811002178649238,26,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KGS,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KGS_logistic_h3_2023.joblib
H002_combined_factors,3,per_corridor,logistic,2023,0.6187499999999999,26,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_AMD_logistic_h3_2023.joblib
H002_combined_factors,3,per_corridor,logistic,2023,0.650890756302521,26,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KZT,results/experiments/20260904_h3_h002_per_logistic/models/H002_combined_factors_per_corridor_KZT_logistic_h3_2023.joblib
