run_id,hypothesis_id,model_id,feature_set_id,target_id,strategy,outer_fold,test_year,is_partial_fold,universe_id,corridor,eligible_rows,scored_rows,score_coverage,target_rate,roc_auc,pr_auc,pr_auc_gain,pr_auc_ratio,brier,log_loss,artifact_schema_version,evaluation_protocol_version
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2024,2024,False,10d14213e118585ccaa286e9,RUB_UZS,248,248,1.0,0.7056451612903226,0.6645792563600783,0.8079532541930934,0.10230809290277076,1.1449851830850695,0.23707336629198697,0.6668521925143641,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,RUB_AMD,247,247,1.0,0.611336032388664,0.726614238410596,0.8142547065664982,0.20291867417783427,1.3319265729928813,0.22601706226742782,0.6441812058030608,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,RUB_KGS,247,247,1.0,0.6396761133603239,0.7084340776560945,0.8125354080756456,0.1728592947153217,1.2702294037638258,0.22968567919755772,0.6517041434710422,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,RUB_KZT,247,247,1.0,0.6072874493927125,0.6542268041237114,0.7328219074495584,0.12553445805684593,1.206713407600273,0.23818421831632694,0.6691622816732923,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,RUB_TJS,247,247,1.0,0.6680161943319838,0.6925351071692535,0.8195708741686988,0.151554679836715,1.2268727631495067,0.2391023676428172,0.6709234474484417,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,RUB_UZS,247,247,1.0,0.5668016194331984,0.6585447263017357,0.7188333567959894,0.15203173736279096,1.2682274223472099,0.23677505077310945,0.6662300927576816,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,RUB_AMD,160,160,1.0,0.68125,0.6008274869580859,0.7637515997244062,0.08250159972440618,1.1211032656505044,0.24342940162567456,0.6797346804919057,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,RUB_KGS,160,160,1.0,0.65625,0.6256277056277055,0.7787340597389005,0.12248405973890053,1.1866423767449912,0.23972750095209774,0.6722094381017465,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,RUB_KZT,160,160,1.0,0.68125,0.549919050188883,0.7354195268863417,0.05416952688634169,1.0795149018515107,0.259489170050813,0.7126383142698167,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,RUB_TJS,159,159,1.0,0.660377358490566,0.5876543209876545,0.7628792039860905,0.10250184549552455,1.1552170803217943,0.2434889709732067,0.6798298290451007,3,temporal_v3
20260905_wave0_temporal_v3_baseline,H009_evaluation_v3,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,RUB_UZS,158,158,1.0,0.6392405063291139,0.6154247003647734,0.7342914293039842,0.09505092297487028,1.1486935230695992,0.2424010292325396,0.6776863442631552,3,temporal_v3
