total_signals,signal_hits,signal_hit_rate,matched_random_hit_rate,delta_hit_rate,lift,signals_per_week,signals_per_month,candidates,false_pushes,false_push_rate,mean_realized_regret_bps,false_push_regret_bps_mean,weighted_cell_p90_realized_regret_bps,moment_advantage_bps_mean,suppressed_by_cooldown,cooldown_violations,active_months,inactive_months,active_cells,inactive_cells,active_cell_share,p90_realized_regret_bps,p95_realized_regret_bps,run_id,evaluation_protocol_version,artifact_schema_version,matched_random_mcse
518,439,0.8474903474903475,0.6979208494208494,0.14956949806949804,1.2143072501611238,0.4260869565217391,1.8526793478260868,928,79,0.1525096525096525,23.428301009136486,117.48335216132658,67.50128134905582,20.222016403681273,410,0,204,76,24,1,0.96,70.47927104741001,114.90313048211968,20260905_wave0_temporal_v3_baseline,temporal_v3,3,0.00038721292860622485
