hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters,corridor,threshold,test_rows,signals,signals_per_week,signal_hit_rate,random_hit_rate,random_hit_rate_ci_low,random_hit_rate_ci_high,lift,moment_advantage_bps_mean
H001_price_core,3,per_corridor,logistic,2022,0.5539310988412784,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.712885655080089,246,0,0.0,,,,,,
H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS,0.688790796873969,247,6,0.11864406779661017,0.5,0.41133333333333333,0.16666666666666666,0.8333333333333334,1.2155591572123177,-9.521809327933333
H001_price_core,3,per_corridor,logistic,2022,0.5828787878787878,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.7571133279332605,247,0,0.0,,,,,,
H001_price_core,3,per_corridor,logistic,2022,0.6108239348370927,17,"{""C"": 1.0, ""class_weight"": ""none""}",RUB_AMD,0.7361671387730853,247,2,0.03954802259887006,0.5,0.64,0.0,1.0,0.78125,1.1776060847000007
H001_price_core,3,per_corridor,logistic,2022,0.5827517447657029,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.7443831679170956,247,10,0.1977401129943503,0.1,0.416,0.2,0.6524999999999976,0.24038461538461542,71.03668462238001
H001_price_core,3,per_corridor,logistic,2023,0.5875399805312196,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,0.400748864157167,247,35,0.692090395480226,0.6,0.7197714285714285,0.6135714285714285,0.8285714285714286,0.8335979676087647,-4.67169074332
H001_price_core,3,per_corridor,logistic,2023,0.5558035714285715,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_UZS,0.5651311773155573,247,11,0.21751412429378533,0.8181818181818182,0.8107272727272726,0.6363636363636364,1.0,1.0091948867459073,-8.407298463336362
H001_price_core,3,per_corridor,logistic,2023,0.6258169934640522,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS,0.47489651039255615,247,18,0.3559322033898305,0.4444444444444444,0.7166666666666667,0.5555555555555556,0.8624999999999987,0.6201550387596899,-3.108151440122223
H001_price_core,3,per_corridor,logistic,2023,0.6010989010989011,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD,0.41262346076998657,247,23,0.4548022598870057,0.5652173913043478,0.7535652173913042,0.6521739130434783,0.8695652173913043,0.7500576967459036,-20.234307220252177
H001_price_core,3,per_corridor,logistic,2023,0.568,17,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KZT,0.47733246585820066,247,20,0.3954802259887006,0.5,0.5719,0.45,0.7,0.8742787200559539,17.86969209376
H001_price_core,3,per_corridor,logistic,2024,0.5037017451084083,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_TJS,0.4602769129406689,248,46,0.9096045197740114,0.6521739130434783,0.7142173913043478,0.6304347826086957,0.8043478260869565,0.9131308212089853,-3.5927887844760873
H001_price_core,3,per_corridor,logistic,2024,0.5907285911602209,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,0.5102833232536321,248,43,0.8502824858757062,0.6046511627906976,0.6334418604651162,0.5348837209302325,0.7441860465116279,0.9545487921286439,-9.978366045700001
H001_price_core,3,per_corridor,logistic,2024,0.5327868852459017,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS,0.41158363079978433,248,50,0.9887005649717514,0.7,0.68688,0.6,0.78,1.0191008618681574,2.831785286978
H001_price_core,3,per_corridor,logistic,2024,0.49683760683760686,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD,0.5227123841998713,248,54,1.0677966101694916,0.7037037037037037,0.7234444444444446,0.6481481481481481,0.7962962962962963,0.9727128449290943,-3.1723075840203707
H001_price_core,3,per_corridor,logistic,2024,0.5385763000852515,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.71232836259932,248,12,0.23728813559322035,0.3333333333333333,0.6448333333333334,0.5,0.8333333333333334,0.5169294391315585,-19.321818828966666
H001_price_core,3,per_corridor,logistic,2025,0.611111111111111,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,0.4981043347215293,247,41,0.8084507042253521,0.6097560975609756,0.6063902439024389,0.5121951219512195,0.7317073170731707,1.005550639530207,-4.102382586163415
H001_price_core,3,per_corridor,logistic,2025,0.6189576444654384,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,0.5584883560701417,247,16,0.31549295774647884,0.5625,0.415875,0.25,0.5625,1.3525698827772767,-44.516244653825
H001_price_core,3,per_corridor,logistic,2025,0.6242256822367319,17,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_KGS,0.5658465373293553,247,22,0.43380281690140843,0.5,0.4139090909090909,0.2727272727272727,0.5909090909090909,1.2079947287502746,-3.2223928890363633
H001_price_core,3,per_corridor,logistic,2025,0.5906713164777682,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD,0.5276741676644809,247,33,0.6507042253521127,0.5151515151515151,0.5144848484848485,0.3939393939393939,0.6363636363636364,1.0012957945576628,-5.4961742781787875
H001_price_core,3,per_corridor,logistic,2025,0.5301204819277108,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.6618440756015236,247,49,0.9661971830985915,0.5102040816326531,0.522326530612245,0.40816326530612246,0.6326530612244898,0.9767914354926934,-14.580087851720409
H001_price_core,3,per_corridor,logistic,2026,0.6516534490498278,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.7175726991168135,159,9,0.27631578947368424,0.6666666666666666,0.5382222222222222,0.3333333333333333,0.7777777777777778,1.2386457473162675,-19.93221331141111
H001_price_core,3,per_corridor,logistic,2026,0.5812000541785182,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,0.5327855098539689,158,16,0.4912280701754386,0.6875,0.526875,0.375,0.6875,1.3048635824436536,-1.58843003843125
H001_price_core,3,per_corridor,logistic,2026,0.6183376548545088,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.7313424151350482,160,5,0.15350877192982457,0.2,0.3992,0.0,0.8,0.5010020040080161,-38.15033625682
H001_price_core,3,per_corridor,logistic,2026,0.6409395973154364,17,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_AMD,0.7447208705865203,160,11,0.33771929824561403,0.6363636363636364,0.6323636363636363,0.45454545454545453,0.8181818181818182,1.0063254744105807,-11.595550905936364
H001_price_core,3,per_corridor,logistic,2026,0.5292560601838953,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.6910507046235225,160,9,0.27631578947368424,0.5555555555555556,0.6688888888888889,0.4444444444444444,0.8888888888888888,0.8305647840531563,-21.16268282146667
