date,corridor,currency,source,source_file,nominal,value_rub,rub_per_unit,units_per_rub,days_since_previous,same_rate_as_previous,return_1,return_3,return_5,return_10,return_20,distance_to_min_5,distance_to_mean_5,range_position_5,distance_to_min_10,distance_to_mean_10,range_position_10,distance_to_min_20,distance_to_mean_20,range_position_20,distance_to_min_60,distance_to_mean_60,range_position_60,volatility_5,volatility_10,volatility_20,down_streak,month_sin,month_cos,weekday_sin,weekday_cos,eligible_for_signal,has_full_window,message_hit,future_regret_bps,moment_advantage_bps,score,threshold,hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters
2022-06-18,RUB_UZS,UZS,CBR,UZS_RC_F02_09_2016_T02_09_2026.dbf,10000,51.6981,0.00516981,193.4307063509,1.0,False,-0.003646364331926999,-0.004641965991004859,-0.022520665844822707,-0.07812179582054624,-0.07788337025502712,0.0013480926232605217,-0.004187957666609177,0.08743718592965202,0.0013480926232605217,-0.03204480093466344,0.014710233757450874,0.016974458642830204,-0.04551985262432601,0.09294685365906223,0.016974458642830204,-0.19549721240691587,0.021427968353455975,0.0057968653428195046,0.010222934196008381,0.035173029238740945,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,0,77.178851834,-1.058454314,0.6892171594223594,0.688790796873969,H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-09-20,RUB_UZS,UZS,CBR,UZS_RC_F02_09_2016_T02_09_2026.dbf,10000,54.8827,0.00548827,182.2067791854,3.0,False,0.0010889590135527705,0.004463860846138701,-0.005495959120066729,-0.012524559724211404,0.002907337967531287,0.004923663982363324,0.002192736578344956,1.0,0.004923663982363324,-0.003137383542368144,0.2335012156998958,0.004923663982363324,-0.004043966900245666,0.2335012156998958,0.1586915536639073,0.010528800510566816,0.7072782874617738,0.003924016492808955,0.0045913411123836316,0.0043419692163165135,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,True,True,0,71.2610713394,-2.280707738,0.692887326294816,0.688790796873969,H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-10-26,RUB_UZS,UZS,CBR,UZS_RC_F02_09_2016_T02_09_2026.dbf,10000,55.1901,0.00551901,181.1919166662,1.0,False,0.003859732728969334,0.0004803892421816336,-0.0032958539060833347,-0.04066101968909741,0.04812955078073089,0.004349321487649993,0.001693383281787808,0.9552358113509419,0.004349321487649993,-0.010666107855662355,0.09302506616845835,0.09923796397358187,0.006244575879345682,0.6805113566521444,0.09923796397358187,0.004570432245724287,0.6805113566521444,0.0030764435591914864,0.0072524594881265905,0.017307119216404147,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,True,1,33.5205045832,-25.3143074234,0.7220001037309581,0.688790796873969,H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-11-01,RUB_UZS,UZS,CBR,UZS_RC_F02_09_2016_T02_09_2026.dbf,10000,55.1165,0.00551165,181.4338718895,3.0,False,0.0006208891059378274,-0.0014692667797151504,0.002521012988855542,-0.006650386136918707,0.05365936654074965,0.0020252667479923048,-3.3019874335904476e-05,0.5787012987012812,0.0030099488454280454,-0.00016888640729284532,0.39240806642941845,0.030043600223514266,-0.006575815091688031,0.3998607103770773,0.09777205044654602,0.0033275259294354154,0.6704590463963287,0.0026528769160864855,0.0024557111540820034,0.010759225900060395,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,True,True,1,21.8083514011,20.8885604611,0.7021851345440933,0.688790796873969,H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-11-18,RUB_UZS,UZS,CBR,UZS_RC_F02_09_2016_T02_09_2026.dbf,10000,53.9926,0.00539926,185.2105658924,1.0,False,-0.0005830731099637498,0.0018332349917802304,-0.015299599682664144,-0.024733616440187123,-0.021896223458505393,0.0037534369324065953,0.0013512676433531379,0.8650385604113331,0.0037534369324065953,-0.008679466368789024,0.09565093803297611,0.0037534369324065953,-0.014459945402724439,0.09565093803297611,0.07538699320421616,-0.01448578935585787,0.5169564445415687,0.008992353979244397,0.009001289640089583,0.006729142991107944,1,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,True,True,1,23.4291365854,-14.3585308459,0.7119194559757828,0.688790796873969,H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-11-23,RUB_UZS,UZS,CBR,UZS_RC_F02_09_2016_T02_09_2026.dbf,10000,54.1448,0.00541448,184.6899425245,1.0,False,-0.000539003950234429,0.0028189048128817173,0.004588338976761586,-0.008068121029143338,-0.015153361623488681,0.005173940567444024,0.0019333712309623774,0.9051640142903543,0.006582922326721974,0.000192299202041335,0.3402190622598037,0.006582922326721974,-0.009052075974479878,0.16775630092855964,0.07841840677506995,-0.010833705207076716,0.5377439665651423,0.0031653653439022125,0.006770154870810119,0.006866456258189857,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,True,True,0,62.2035726422,-35.0074161074,0.7025658062411362,0.688790796873969,H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-02-01,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,16.0394,0.160394,6.2346471813,3.0,False,-0.004462706299305452,-0.018666829820428887,-0.003819662254905043,0.016696247464502934,0.07932384964267936,0.0,-0.012540709593612087,0.0,0.011305098959023097,-0.003869156672898,0.35392814844058657,0.07867057620917861,0.01925374998053897,0.7813773295037074,0.0865035495583375,0.04793490626000119,0.7959857881942282,0.01130891592444604,0.008922698907144871,0.010657264977347489,2,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,True,True,0,127.1868024988,-21.2786087503,0.74661613736383,0.7361671387730853,H001_price_core,3,per_corridor,logistic,2022,0.6108239348370927,17,"{""C"": 1.0, ""class_weight"": ""none""}"
2022-02-12,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,15.6125,0.156125,6.4051240993,1.0,False,0.004141985194332509,0.0008654400923138184,-0.0089629737775887,-0.030959637024945197,-0.0052437750082829915,0.004141985194332509,0.00041650647186974865,0.4934865900383183,0.004141985194332509,-0.008649591839844595,0.1310808060248332,0.004141985194332509,-0.018824739002667012,0.078670901539214,0.05380212481606983,0.011905212000488552,0.5138271127441505,0.003796260971135176,0.00382601926751067,0.007184906349513449,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,23.6338209197,0.7416872272290844,0.7361671387730853,H001_price_core,3,per_corridor,logistic,2022,0.6108239348370927,17,"{""C"": 1.0, ""class_weight"": ""none""}"
2022-03-31,RUB_KZT,KZT,CBR,KZT_RC_F02_09_2016_T02_09_2026.dbf,100,18.0649,0.180649,5.5355966543,1.0,False,-0.022266362854034716,-0.06870917686117428,-0.11016481621957108,-0.14790619133420746,-0.032000685882081936,0.0,-0.04784769695404467,0.0,0.0,-0.0849262998145528,0.0,0.0,-0.13401944236583463,0.0,0.06897327108223417,-0.035272601305393225,0.1865109208736699,0.023891388475634656,0.01948530781508453,0.049604899100001,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,True,True,0,287.8510260228,138.9929715908,0.7606556925732292,0.7443831679170956,H001_price_core,3,per_corridor,logistic,2022,0.5827517447657029,17,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-04-23,RUB_KZT,KZT,CBR,KZT_RC_F02_09_2016_T02_09_2026.dbf,100,16.5537,0.165537,6.0409455288,1.0,False,-0.019940203072733254,-0.05772492856248368,-0.0731047689439116,0.014829755146580803,-0.14661532037303404,0.0,-0.03622629821284684,0.0,0.0,-0.05395048837819372,0.0,0.014829755146580803,-0.06009931763132126,0.07651915351279469,0.014829755146580803,-0.11672749628116907,0.035381015065086695,0.012461240025183675,0.032505898571939855,0.030823822512664658,3,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,True,True,1,18.4852933181,181.6642786513,0.7600388891369474,0.7443831679170956,H001_price_core,3,per_corridor,logistic,2022,0.5827517447657029,17,"{""C"": 0.01, ""class_weight"": ""none""}"
