hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters,corridor,threshold
H001_price_core,3,per_corridor,logistic,2022,0.5539310988412784,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.712885655080089
H001_price_core,3,per_corridor,logistic,2022,0.49325626204238915,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS,0.688790796873969
H001_price_core,3,per_corridor,logistic,2022,0.5828787878787878,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.7571133279332605
H001_price_core,3,per_corridor,logistic,2022,0.6108239348370927,17,"{""C"": 1.0, ""class_weight"": ""none""}",RUB_AMD,0.7361671387730853
H001_price_core,3,per_corridor,logistic,2022,0.5827517447657029,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.7443831679170956
H001_price_core,3,per_corridor,logistic,2023,0.5875399805312196,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,0.400748864157167
H001_price_core,3,per_corridor,logistic,2023,0.5558035714285715,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_UZS,0.5651311773155573
H001_price_core,3,per_corridor,logistic,2023,0.6258169934640522,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS,0.47489651039255615
H001_price_core,3,per_corridor,logistic,2023,0.6010989010989011,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD,0.41262346076998657
H001_price_core,3,per_corridor,logistic,2023,0.568,17,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KZT,0.47733246585820066
H001_price_core,3,per_corridor,logistic,2024,0.5037017451084083,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_TJS,0.4602769129406689
H001_price_core,3,per_corridor,logistic,2024,0.5907285911602209,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,0.5102833232536321
H001_price_core,3,per_corridor,logistic,2024,0.5327868852459017,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS,0.41158363079978433
H001_price_core,3,per_corridor,logistic,2024,0.49683760683760686,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD,0.5227123841998713
H001_price_core,3,per_corridor,logistic,2024,0.5385763000852515,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.71232836259932
H001_price_core,3,per_corridor,logistic,2025,0.611111111111111,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,0.4981043347215293
H001_price_core,3,per_corridor,logistic,2025,0.6189576444654384,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,0.5584883560701417
H001_price_core,3,per_corridor,logistic,2025,0.6242256822367319,17,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_KGS,0.5658465373293553
H001_price_core,3,per_corridor,logistic,2025,0.5906713164777682,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD,0.5276741676644809
H001_price_core,3,per_corridor,logistic,2025,0.5301204819277108,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.6618440756015236
H001_price_core,3,per_corridor,logistic,2026,0.6516534490498278,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.7175726991168135
H001_price_core,3,per_corridor,logistic,2026,0.5812000541785182,17,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS,0.5327855098539689
H001_price_core,3,per_corridor,logistic,2026,0.6183376548545088,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.7313424151350482
H001_price_core,3,per_corridor,logistic,2026,0.6409395973154364,17,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_AMD,0.7447208705865203
H001_price_core,3,per_corridor,logistic,2026,0.5292560601838953,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.6910507046235225
