hypothesis_id,horizon_days,strategy,model,corridor,folds,signals,signals_per_week,signal_hit_rate,random_hit_rate,lift,median_fold_lift,min_fold_lift,folds_lift_ge_1_3,mean_advantage_bps,mean_validation_auc
H001_price_core,3,per_corridor,logistic,RUB_UZS,5,92,0.39148936170212767,0.6304347826086957,0.5837826086956521,1.0799136069114472,1.2155591572123177,0.9545487921286439,2,-14.308213848972825,0.5679892246550275
H001_price_core,3,per_corridor,logistic,RUB_KGS,4,95,0.5151045701006972,0.5789473684210527,0.6141684210526316,0.9426524526102904,0.8196279503139237,0.5010020040080161,0,-1.852650383328421,0.6002918039502987
H001_price_core,3,per_corridor,logistic,RUB_TJS,4,131,0.710302091402014,0.6259541984732825,0.6698625954198472,0.9344516364299392,0.9593407303695961,0.8335979676087647,0,-5.1630921063931305,0.5885015714501416
H001_price_core,3,per_corridor,logistic,RUB_AMD,5,123,0.5234042553191489,0.6178861788617886,0.6635121951219513,0.9312356026074596,0.9727128449290943,0.7500576967459036,0,-7.668807110395935,0.5880742713133611
H001_price_core,3,per_corridor,logistic,RUB_KZT,5,100,0.425531914893617,0.45,0.5495,0.8189262966333031,0.8305647840531563,0.24038461538461542,0,-0.6898958797609984,0.5497409173925121
