hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters,corridor,threshold
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2022,0.538025548020817,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD,0.7397164825758301
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2022,0.538025548020817,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.7036750730614415
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2022,0.538025548020817,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.757222061597451
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2022,0.538025548020817,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.710573434287067
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2022,0.538025548020817,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS,0.7241337236171385
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2023,0.5501728690822965,25,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD,0.2752136399192251
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2023,0.5501728690822965,25,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KGS,0.4796807640812844
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2023,0.5501728690822965,25,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KZT,0.003744476586025474
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2023,0.5501728690822965,25,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,0.28145079187003913
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2023,0.5501728690822965,25,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_UZS,0.4614450731940846
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2024,0.5045072987883747,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD,0.5396996371833422
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2024,0.5045072987883747,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.5691998771680901
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2024,0.5045072987883747,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT,0.521992016843575
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2024,0.5045072987883747,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.6066794758421845
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2024,0.5045072987883747,25,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS,0.6032352693152861
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2025,0.6102068067090051,25,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_AMD,0.5216422331020653
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2025,0.6102068067090051,25,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_KGS,0.5409120392441057
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2025,0.6102068067090051,25,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_KZT,0.5420614950941767
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2025,0.6102068067090051,25,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_TJS,0.5277816451274063
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2025,0.6102068067090051,25,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_UZS,0.5234128471497513
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2026,0.6297763661040621,25,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_AMD,0.7275451190521419
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2026,0.6297763661040621,25,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_KGS,0.7193991420688362
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2026,0.6297763661040621,25,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_KZT,0.6773859353233777
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2026,0.6297763661040621,25,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_TJS,0.7102981336353501
H003_add_volatility,3,pooled_with_corridor_thresholds,logistic,2026,0.6297763661040621,25,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_UZS,0.7032626980619469
