date,corridor,horizon_calendar_days,epsilon,has_full_window,window_min_rub_per_unit,window_mean_rub_per_unit,future_min_rub_per_unit,target_good_now,message_hit,future_regret_bps,moment_advantage_bps
2016-09-02,RUB_TJS,5,0.0100000000,False,,,,,,,
2016-09-03,RUB_TJS,5,0.0100000000,False,,,,,,,
2016-09-06,RUB_TJS,5,0.0100000000,False,,,,,,,
2016-09-07,RUB_TJS,5,0.0100000000,True,8.1235600000,8.2342927273,8.1235600000,0,0,163.6096809660,-29.6167181991
2016-09-08,RUB_TJS,5,0.0100000000,True,8.1235600000,8.2301209091,8.1235600000,1,1,12.7981785032,116.8280638316
2016-09-09,RUB_TJS,5,0.0100000000,True,8.1235600000,8.2165018182,8.1474100000,1,1,0.0000000000,113.1160440763
2016-09-10,RUB_TJS,5,0.0100000000,True,8.1235600000,8.2080918182,8.1474100000,1,1,0.0000000000,73.9292633732
2016-09-13,RUB_TJS,5,0.0100000000,True,8.1235600000,8.2060863636,8.2038200000,0,1,70.1303354249,-67.8443217590
2016-09-14,RUB_TJS,5,0.0100000000,True,8.1235600000,8.2188363636,8.2611200000,1,1,0.0000000000,18.2706687078
2016-09-15,RUB_TJS,5,0.0100000000,True,8.1474100000,8.2297372727,8.2434700000,0,1,21.3651417725,-38.1333282373
2016-09-16,RUB_TJS,5,0.0100000000,True,8.1474100000,8.2351327273,8.2067600000,0,0,102.8575563341,-69.1151856469
2016-09-17,RUB_TJS,5,0.0100000000,True,8.1474100000,8.2386190909,8.1857600000,0,0,106.9103794678,-43.2122285277
2016-09-20,RUB_TJS,5,0.0100000000,True,8.0803300000,8.2082772727,8.0803300000,0,0,197.9020970538,-42.8746813776
2016-09-21,RUB_TJS,5,0.0100000000,True,8.0803300000,8.1935800000,8.0803300000,0,0,154.0559246280,-16.0857647085
2016-09-22,RUB_TJS,5,0.0100000000,True,8.0803300000,8.1812545455,8.0803300000,0,0,128.7968374348,-5.5070460409
2016-09-23,RUB_TJS,5,0.0100000000,True,8.0622900000,8.1619881818,8.0622900000,1,1,22.3258208514,100.0469248413
2016-09-24,RUB_TJS,5,0.0100000000,True,8.0622900000,8.1471000000,8.0622900000,1,1,45.8796584953,58.4870690184
2016-09-27,RUB_TJS,5,0.0100000000,True,8.0251700000,8.0963981818,8.0251700000,0,0,160.9765008637,-74.1957310310
2016-09-28,RUB_TJS,5,0.0100000000,True,8.0251700000,8.0859454545,8.0251700000,1,1,46.0415092982,29.2550261171
2016-09-29,RUB_TJS,5,0.0100000000,True,7.9425700000,8.0734218182,7.9425700000,0,0,206.9922137489,-45.8642972609
2016-09-30,RUB_TJS,5,0.0100000000,True,7.9279100000,8.0578272727,7.9279100000,0,0,121.1936943392,40.5286333672
2016-10-01,RUB_TJS,5,0.0100000000,True,7.9161300000,8.0411618182,7.9161300000,0,0,191.6171671140,-36.8332120257
2016-10-04,RUB_TJS,5,0.0100000000,True,7.9115000000,7.9895581818,7.9115000000,1,1,39.1183206443,58.8119902864
2016-10-05,RUB_TJS,5,0.0100000000,True,7.9115000000,7.9714718182,7.9115000000,1,1,20.6990240807,54.6471456908
2016-10-06,RUB_TJS,5,0.0100000000,True,7.9115000000,7.9630390909,7.9115000000,1,1,5.8488175409,58.9085277286
2016-10-07,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9468518182,7.8927200000,1,1,43.9605074443,24.2634676259
2016-10-08,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9370536364,7.8927200000,1,1,23.7375971687,32.1953681232
2016-10-11,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9518036364,7.8927200000,1,1,50.0352351933,24.3889779609
2016-10-12,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9616681818,7.9630000000,1,1,0.0000000000,86.6001700192
2016-10-13,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9695336364,8.0140900000,1,1,0.0000000000,8.1982668770
2016-10-14,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9776945455,8.0012700000,0,1,65.7542682541,-95.9368074440
2016-10-15,RUB_TJS,5,0.0100000000,True,7.8927200000,7.9832400000,7.9725000000,0,1,64.9748773777,-51.8586438589
2016-10-18,RUB_TJS,5,0.0100000000,True,7.9251100000,7.9886981818,7.9251100000,0,0,111.0294493823,-31.7846758056
2016-10-19,RUB_TJS,5,0.0100000000,True,7.9251100000,7.9852536364,7.9251100000,1,1,95.1848893988,-20.0574263082
2016-10-20,RUB_TJS,5,0.0100000000,True,7.9179300000,7.9728627273,7.9179300000,1,1,68.4477892756,0.4549523617
2016-10-21,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9600881818,7.8841200000,1,1,78.4375412920,17.1332044403
2016-10-22,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9497590909,7.8841200000,1,1,51.7216795729,31.0060853759
2016-10-25,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9452909091,7.8841200000,1,1,42.7005543115,34.4366359948
2016-10-26,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9462181818,7.9110200000,1,1,0.0000000000,78.1480956064
2016-10-27,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9540600000,7.9827000000,1,1,0.0000000000,54.1107308720
2016-10-28,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9645981818,7.9827000000,0,1,53.2680410444,-76.4028728037
2016-10-29,RUB_TJS,5,0.0100000000,True,7.8841200000,7.9766809091,7.9827000000,0,1,0.0000000000,-7.5458589577
2016-11-01,RUB_TJS,5,0.0100000000,True,7.9110200000,8.0168581818,8.0410300000,0,1,0.0000000000,-19.7731054015
2016-11-02,RUB_TJS,5,0.0100000000,True,7.9827000000,8.0300718182,8.0563700000,1,1,0.0000000000,-13.6464306501
2016-11-03,RUB_TJS,5,0.0100000000,True,7.9827000000,8.0379990909,8.0563700000,1,1,2.0476494226,-24.9078270157
2016-11-04,RUB_TJS,5,0.0100000000,True,7.9827000000,8.0471400000,8.0563700000,1,1,0.0000000000,-11.4699135345
2016-11-08,RUB_TJS,5,0.0100000000,True,8.0477300000,8.1132000000,8.0477300000,1,1,80.0231736855,0.6779076074
2016-11-09,RUB_TJS,5,0.0100000000,True,8.0477300000,8.1344727273,8.0477300000,1,1,43.9427210590,62.9699416177
2016-11-10,RUB_TJS,5,0.0100000000,True,8.0477300000,8.1604272727,8.0477300000,0,0,106.0974695200,32.3479051342
2016-11-11,RUB_TJS,5,0.0100000000,True,8.0477300000,8.1843627273,8.2920200000,1,1,0.0000000000,166.9436360847
2016-11-12,RUB_TJS,5,0.0100000000,True,8.0477300000,8.1980363636,8.2067800000,0,0,102.7976295281,-114.6416436752
2016-11-15,RUB_TJS,5,0.0100000000,True,8.0477300000,8.2452754545,8.2067800000,0,0,161.9421065061,-117.1513868603
