date,corridor,horizon_calendar_days,epsilon,has_full_window,window_min_rub_per_unit,window_mean_rub_per_unit,future_min_rub_per_unit,target_good_now,message_hit,future_regret_bps,moment_advantage_bps
2016-09-02,RUB_UZS,3,0.0100000000,False,,,,,,,
2016-09-03,RUB_UZS,3,0.0100000000,False,,,,,,,
2016-09-06,RUB_UZS,3,0.0100000000,True,0.0214531000,0.0217761143,0.0214531000,1,1,79.9041889586,68.9812166410
2016-09-07,RUB_UZS,3,0.0100000000,True,0.0214531000,0.0217048571,0.0214531000,0,0,112.4118541734,3.6199928917
2016-09-08,RUB_UZS,3,0.0100000000,True,0.0214531000,0.0216336000,0.0214531000,1,1,53.2733679525,30.3232009467
2016-09-09,RUB_UZS,3,0.0100000000,True,0.0214531000,0.0215623429,0.0215308000,1,1,0.0000000000,50.6637232636
2016-09-10,RUB_UZS,3,0.0100000000,True,0.0214531000,0.0215915286,0.0215308000,1,1,0.0000000000,28.1261103065
2016-09-13,RUB_UZS,3,0.0100000000,True,0.0215308000,0.0217161857,0.0217849000,0,1,20.7510696192,-52.5019850237
2016-09-14,RUB_UZS,3,0.0100000000,True,0.0215308000,0.0217665714,0.0218546000,0,1,0.0000000000,-8.4205137629
2016-09-15,RUB_UZS,3,0.0100000000,True,0.0215308000,0.0218169571,0.0218835000,0,1,0.0000000000,-17.2539446708
2016-09-16,RUB_UZS,3,0.0100000000,True,0.0217849000,0.0218673429,0.0218835000,1,1,30.8411385255,-38.3481172838
2016-09-17,RUB_UZS,3,0.0100000000,True,0.0217849000,0.0218712714,0.0218577000,1,1,11.7897045719,-5.5911570887
2016-09-20,RUB_UZS,3,0.0100000000,True,0.0213716000,0.0217114714,0.0213716000,0,0,222.3930239687,-67.3508342858
2016-09-21,RUB_UZS,3,0.0100000000,True,0.0213716000,0.0216437429,0.0213716000,1,1,81.8177177358,44.2820161815
2016-09-22,RUB_UZS,3,0.0100000000,True,0.0213716000,0.0215760143,0.0213716000,1,1,83.9805870289,10.8519976879
2016-09-23,RUB_UZS,3,0.0100000000,True,0.0213716000,0.0215082857,0.0214094000,1,1,0.0000000000,63.5502597006
2016-09-24,RUB_UZS,3,0.0100000000,True,0.0213716000,0.0214589857,0.0214094000,1,1,0.0000000000,23.1072031763
2016-09-27,RUB_UZS,3,0.0100000000,True,0.0209897000,0.0213356857,0.0209897000,0,0,243.0668538438,-82.9194280809
2016-09-28,RUB_UZS,3,0.0100000000,True,0.0209897000,0.0212860286,0.0209897000,0,0,179.4303145996,-40.9524154677
2016-09-29,RUB_UZS,3,0.0100000000,True,0.0209897000,0.0212363714,0.0209897000,0,0,120.6809720372,-4.5810893171
2016-09-30,RUB_UZS,3,0.0100000000,True,0.0209897000,0.0211867143,0.0210618000,1,1,0.0000000000,92.9895419636
2016-10-01,RUB_UZS,3,0.0100000000,True,0.0207869000,0.0210830429,0.0207869000,0,0,130.5206582533,10.0758022866
2016-10-04,RUB_UZS,3,0.0100000000,True,0.0204692000,0.0207868000,0.0204692000,0,0,152.8366423084,-0.0481074528
2016-10-05,RUB_UZS,3,0.0100000000,True,0.0204608000,0.0207009429,0.0204608000,1,1,58.5482938396,57.7958491884
2016-10-06,RUB_UZS,3,0.0100000000,True,0.0204608000,0.0206150857,0.0204608000,1,1,11.7160040615,63.1992105642
2016-10-07,RUB_UZS,3,0.0100000000,True,0.0204608000,0.0205292286,0.0204608000,1,1,4.1037265746,29.2405392729
2016-10-08,RUB_UZS,3,0.0100000000,True,0.0204608000,0.0204848714,0.0204608000,1,1,0.0000000000,11.7508321472
2016-10-11,RUB_UZS,3,0.0100000000,True,0.0203917000,0.0205058286,0.0203917000,1,1,41.3646930124,14.3513203215
2016-10-12,RUB_UZS,3,0.0100000000,True,0.0203917000,0.0205382143,0.0205210000,1,1,0.0000000000,71.3374024032
2016-10-13,RUB_UZS,3,0.0100000000,True,0.0203917000,0.0205706000,0.0206875000,1,1,0.0000000000,24.1120822922
2016-10-14,RUB_UZS,3,0.0100000000,True,0.0203917000,0.0206029857,0.0206875000,0,1,39.3850539017,-80.7233902992
2016-10-15,RUB_UZS,3,0.0100000000,True,0.0203917000,0.0206208714,0.0206016000,0,1,41.5226586103,-32.3112297457
2016-10-18,RUB_UZS,3,0.0100000000,True,0.0203321000,0.0205524571,0.0203321000,0,0,130.8150823237,-23.9109400892
2016-10-19,RUB_UZS,3,0.0100000000,True,0.0203321000,0.0205031000,0.0203321000,1,1,74.7853338736,8.6816139998
2016-10-20,RUB_UZS,3,0.0100000000,True,0.0203321000,0.0204537429,0.0203321000,1,1,26.2929406398,33.2667021474
2016-10-21,RUB_UZS,3,0.0100000000,True,0.0203321000,0.0204043857,0.0203420000,1,1,0.0000000000,35.4265574558
2016-10-22,RUB_UZS,3,0.0100000000,True,0.0202720000,0.0203573000,0.0202720000,1,1,34.4115622849,7.5157314575
2016-10-25,RUB_UZS,3,0.0100000000,True,0.0200933000,0.0202895571,0.0200933000,1,1,88.1511444357,8.6532903274
2016-10-26,RUB_UZS,3,0.0100000000,True,0.0200933000,0.0202992714,0.0201880000,1,1,0.0000000000,101.4673996041
2016-10-27,RUB_UZS,3,0.0100000000,True,0.0200933000,0.0203089857,0.0204100000,1,1,0.0000000000,59.5725045001
2016-10-28,RUB_UZS,3,0.0100000000,True,0.0200933000,0.0203187000,0.0204100000,0,1,18.3884661281,-63.4390979738
2016-10-29,RUB_UZS,3,0.0100000000,True,0.0200933000,0.0203339000,0.0203784000,0,1,15.4826065654,-37.4251865112
2016-11-01,RUB_UZS,3,0.0100000000,True,0.0203736000,0.0204149286,0.0203736000,1,1,2.3554351666,17.8930684478
2016-11-02,RUB_UZS,3,0.0100000000,True,0.0203736000,0.0204256857,0.0204372000,1,1,0.0000000000,25.5001056093
2016-11-03,RUB_UZS,3,0.0100000000,True,0.0203736000,0.0204364429,0.0204853000,1,1,0.0000000000,-0.3704866167
2016-11-04,RUB_UZS,3,0.0100000000,True,0.0203736000,0.0204472000,0.0204853000,1,1,0.0000000000,-18.6333581126
2016-11-08,RUB_UZS,3,0.0100000000,True,0.0203583000,0.0205077143,0.0203583000,1,1,92.8025694681,-20.1317970938
2016-11-09,RUB_UZS,3,0.0100000000,True,0.0203583000,0.0205673571,0.0203583000,1,1,91.7900023848,9.9464130054
2016-11-10,RUB_UZS,3,0.0100000000,True,0.0203583000,0.0206270000,0.0203583000,0,0,138.3459520730,-8.1931449072
2016-11-11,RUB_UZS,3,0.0100000000,True,0.0203583000,0.0206866429,0.0209028000,1,1,0.0000000000,158.7221568093
2016-11-12,RUB_UZS,3,0.0100000000,True,0.0203583000,0.0207484000,0.0209028000,0,1,0.0000000000,-74.4153766074
2016-11-15,RUB_UZS,3,0.0100000000,True,0.0207067000,0.0208736286,0.0207067000,0,0,130.8784489045,-51.5825162851
2016-11-16,RUB_UZS,3,0.0100000000,True,0.0207067000,0.0208588714,0.0207067000,0,0,144.9227078891,-73.0281942387
2016-11-17,RUB_UZS,3,0.0100000000,True,0.0207067000,0.0208441143,0.0207067000,1,1,0.5312008036,65.3970151218
2016-11-18,RUB_UZS,3,0.0100000000,True,0.0207067000,0.0208293571,0.0207995000,1,1,0.0000000000,58.8866675125
2016-11-19,RUB_UZS,3,0.0100000000,True,0.0203826000,0.0207438286,0.0203826000,0,0,200.4375105171,-26.8375861186
2016-11-22,RUB_UZS,3,0.0100000000,True,0.0201514000,0.0205228143,0.0201514000,0,0,113.4300825214,68.3211784516
2016-11-23,RUB_UZS,3,0.0100000000,True,0.0201514000,0.0204773143,0.0202559000,1,1,0.0000000000,159.1587066384
2016-11-24,RUB_UZS,3,0.0100000000,True,0.0201514000,0.0204318143,0.0204713000,1,1,0.0000000000,86.0982207719
2016-11-25,RUB_UZS,3,0.0100000000,True,0.0201514000,0.0203863143,0.0204810000,0,1,0.0000000000,-41.6876307775
2016-11-26,RUB_UZS,3,0.0100000000,True,0.0201514000,0.0204138571,0.0204810000,0,1,0.0000000000,-32.8908234603
2016-11-29,RUB_UZS,3,0.0100000000,True,0.0202033000,0.0205061571,0.0202033000,0,0,180.8470309204,-33.7668616604
2016-11-30,RUB_UZS,3,0.0100000000,True,0.0202033000,0.0204897286,0.0202033000,0,0,197.7594379673,-59.1376445759
2016-12-01,RUB_UZS,3,0.0100000000,True,0.0202033000,0.0204733000,0.0202033000,0,0,244.8999299872,-115.8582153341
2016-12-02,RUB_UZS,3,0.0100000000,True,0.0202033000,0.0204568714,0.0203660000,1,1,0.0000000000,123.9541586096
2016-12-03,RUB_UZS,3,0.0100000000,True,0.0202033000,0.0204165857,0.0202934000,1,1,35.6476480409,24.7767746251
2016-12-06,RUB_UZS,3,0.0100000000,True,0.0199654000,0.0202501714,0.0199654000,0,0,161.6289039786,-21.3472619632
2016-12-07,RUB_UZS,3,0.0100000000,True,0.0199379000,0.0201890143,0.0199379000,0,0,167.4762667982,-43.8286451401
2016-12-08,RUB_UZS,3,0.0100000000,True,0.0199379000,0.0201278571,0.0199379000,1,1,88.9799124120,5.4437701835
2016-12-09,RUB_UZS,3,0.0100000000,True,0.0199379000,0.0200667000,0.0199379000,1,1,13.7738287237,50.4816437182
2016-12-10,RUB_UZS,3,0.0100000000,True,0.0192216000,0.0199135857,0.0192216000,0,0,359.2655194379,-12.2098983393
2016-12-13,RUB_UZS,3,0.0100000000,True,0.0190025000,0.0194765143,0.0190025000,0,0,113.9863486911,130.8829095262
2016-12-14,RUB_UZS,3,0.0100000000,True,0.0190025000,0.0193893143,0.0190025000,1,1,27.1854646983,172.7829467188
2016-12-15,RUB_UZS,3,0.0100000000,True,0.0190025000,0.0193021143,0.0192435000,1,1,0.0000000000,155.2235580410
2016-12-16,RUB_UZS,3,0.0100000000,True,0.0190025000,0.0192149143,0.0193275000,0,1,0.0000000000,-14.8768367429
2016-12-17,RUB_UZS,3,0.0100000000,True,0.0190025000,0.0192125429,0.0192050000,0,1,63.3811926012,-59.8344236429
2016-12-20,RUB_UZS,3,0.0100000000,True,0.0189904000,0.0192111429,0.0189904000,0,0,111.7417339235,3.1975490415
2016-12-21,RUB_UZS,3,0.0100000000,True,0.0189868000,0.0191624714,0.0189868000,0,0,128.1631337316,-36.9621276110
2016-12-22,RUB_UZS,3,0.0100000000,True,0.0189868000,0.0191138000,0.0189868000,1,1,41.9577485472,24.5895635614
2016-12-23,RUB_UZS,3,0.0100000000,True,0.0189868000,0.0190651286,0.0189868000,1,1,1.8956946668,39.1964686462
2016-12-24,RUB_UZS,3,0.0100000000,True,0.0189868000,0.0190364429,0.0189868000,1,1,0.0000000000,26.0778011498
2016-12-27,RUB_UZS,3,0.0100000000,True,0.0188059000,0.0189554286,0.0188059000,0,0,104.3453552373,-25.7295309297
2016-12-28,RUB_UZS,3,0.0100000000,True,0.0188059000,0.0189467000,0.0188059000,1,1,96.2677803114,-22.1674486850
2016-12-29,RUB_UZS,3,0.0100000000,True,0.0188059000,0.0189379714,0.0188059000,1,1,64.9275178564,4.8428780274
2016-12-30,RUB_UZS,3,0.0100000000,True,0.0188059000,0.0189292429,0.0189257000,1,1,0.0000000000,65.1599528168
2016-12-31,RUB_UZS,3,0.0100000000,True,0.0188059000,0.0189180286,0.0189257000,1,1,0.0000000000,-4.0550887966
2017-01-10,RUB_UZS,3,0.0100000000,True,0.0183465000,0.0186946714,0.0183465000,0,0,198.2102310672,-12.2112718139
2017-01-11,RUB_UZS,3,0.0100000000,True,0.0183411000,0.0186111571,0.0183411000,1,1,76.1826435594,69.4514273696
2017-01-12,RUB_UZS,3,0.0100000000,True,0.0183411000,0.0185276429,0.0183411000,0,0,107.1214744575,-6.5076507304
2017-01-13,RUB_UZS,3,0.0100000000,True,0.0183411000,0.0184441286,0.0183411000,1,1,2.9433406917,52.9320596799
2017-01-14,RUB_UZS,3,0.0100000000,True,0.0183411000,0.0184024286,0.0183411000,1,1,0.0000000000,33.3263466778
2017-01-17,RUB_UZS,3,0.0100000000,True,0.0182102000,0.0183100857,0.0182102000,0,0,116.9025703369,-63.0877908038
2017-01-18,RUB_UZS,3,0.0100000000,True,0.0182102000,0.0183103571,0.0182102000,1,1,36.7667173668,17.9991807915
2017-01-19,RUB_UZS,3,0.0100000000,True,0.0182102000,0.0183106286,0.0182341000,1,1,0.0000000000,54.8471457639
2017-01-20,RUB_UZS,3,0.0100000000,True,0.0182102000,0.0183109000,0.0183430000,1,1,0.0000000000,41.9422311301
2017-01-21,RUB_UZS,3,0.0100000000,True,0.0182102000,0.0182942000,0.0183087000,1,1,18.6992313144,-26.6751210766
