date,corridor,horizon_calendar_days,epsilon,has_full_window,window_min_rub_per_unit,window_mean_rub_per_unit,future_min_rub_per_unit,target_good_now,message_hit,future_regret_bps,moment_advantage_bps
2016-09-02,RUB_AMD,5,0.0000000000,False,,,,,,,
2016-09-03,RUB_AMD,5,0.0000000000,False,,,,,,,
2016-09-06,RUB_AMD,5,0.0000000000,False,,,,,,,
2016-09-07,RUB_AMD,5,0.0000000000,True,0.1346800000,0.1365417273,0.1346800000,0,0,142.6490715734,-6.3916525018
2016-09-08,RUB_AMD,5,0.0000000000,True,0.1346800000,0.1365160909,0.1346800000,0,0,73.7759892689,61.1716101399
2016-09-09,RUB_AMD,5,0.0000000000,True,0.1346800000,0.1363188182,0.1350770000,1,1,0.0000000000,120.2195121463
2016-09-10,RUB_AMD,5,0.0000000000,True,0.1346800000,0.1361528182,0.1350770000,0,1,0.0000000000,79.0154912829
2016-09-13,RUB_AMD,5,0.0000000000,True,0.1346800000,0.1361298182,0.1365000000,0,0,43.7636761488,-71.2688690207
2016-09-14,RUB_AMD,5,0.0000000000,True,0.1346800000,0.1362473636,0.1368440000,0,1,0.0000000000,-18.5424772189
2016-09-15,RUB_AMD,5,0.0000000000,True,0.1350770000,0.1364438182,0.1368410000,0,0,0.2192277338,-29.3294209671
2016-09-16,RUB_AMD,5,0.0000000000,True,0.1350770000,0.1365801818,0.1365770000,0,0,63.0802363144,-63.2462316508
2016-09-17,RUB_AMD,5,0.0000000000,True,0.1350770000,0.1366469091,0.1358110000,0,0,84.9066246149,-23.9369416599
2016-09-20,RUB_AMD,5,0.0000000000,True,0.1346440000,0.1362773636,0.1346440000,0,0,160.5512967605,-41.3595001104
2016-09-21,RUB_AMD,5,0.0000000000,True,0.1346440000,0.1361082727,0.1346440000,0,0,141.5318831136,-34.4378238982
2016-09-22,RUB_AMD,5,0.0000000000,True,0.1346440000,0.1359299091,0.1346440000,0,0,85.9282385079,8.7478239119
2016-09-23,RUB_AMD,5,0.0000000000,True,0.1345130000,0.1357061818,0.1345130000,0,0,9.7293603874,78.2707024802
2016-09-24,RUB_AMD,5,0.0000000000,True,0.1345130000,0.1355166364,0.1345130000,0,0,34.8930243584,39.3041310594
2016-09-27,RUB_AMD,5,0.0000000000,True,0.1332450000,0.1346261818,0.1332450000,0,0,165.1141849102,-63.5699661284
2016-09-28,RUB_AMD,5,0.0000000000,True,0.1332450000,0.1344320909,0.1332450000,0,0,94.2659817267,-6.0185845777
2016-09-29,RUB_AMD,5,0.0000000000,True,0.1319570000,0.1341878182,0.1319570000,0,0,217.3639066195,-52.2537610107
