date,corridor,currency,source,source_file,nominal,value_rub,rub_per_unit,units_per_rub,days_since_previous,same_rate_as_previous,return_1,return_3,return_5,return_10,return_20,distance_to_min_5,distance_to_mean_5,range_position_5,distance_to_min_10,distance_to_mean_10,range_position_10,distance_to_min_20,distance_to_mean_20,range_position_20,distance_to_min_60,distance_to_mean_60,range_position_60,volatility_5,volatility_10,volatility_20,down_streak,month_sin,month_cos,weekday_sin,weekday_cos,eligible_for_signal,has_full_window,message_hit,future_regret_bps,moment_advantage_bps,score,threshold,hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters
2022-06-22,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,13.1191,0.131191,7.6224741026,1.0,False,-0.016684530457138136,-0.013734983235351605,-0.03575024806144578,-0.060505585792036576,0.027128384197422584,0.0,-0.012817695854753786,0.0,0.0,-0.03148194904005308,0.0,0.050258980250254215,-0.03797227014154603,0.27004473503097076,0.050258980250254215,-0.14268284833104117,0.07340200399864381,0.009859971652110746,0.009639351586184942,0.0338653220002538,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,True,True,0,157.6327644427,26.8459582823,0.7548864481174848,0.7509357988252716,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-10-26,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,15.2983,0.152983,6.5366740095,1.0,False,0.006321453473839389,0.003911094778425994,0.0015515954591283077,-0.029455800439013746,0.07769418262253969,0.0074812146436873395,0.004227413859878348,1.0,0.0074812146436873395,-0.005625017874738902,0.18714991762767705,0.12222621606355588,0.01852862849533965,0.7715317651416932,0.12222621606355588,0.030446684287242398,0.7715317651416932,0.003780106731044139,0.007317912555355201,0.016819215826596845,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,True,True,1,0.0,17.4597344778,0.7544181544712529,0.7509357988252716,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-05-13,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,79.5795,0.795795,1.2566050302,1.0,False,-0.04445394366349387,-0.014834521366018816,-0.08008341492567672,-0.12452158071163044,-0.014805250113276935,0.0,-0.030626452150919192,0.0,0.0,-0.05900461265640833,0.0,0.0,-0.11472158942625177,0.0,0.0,-0.17139983565334038,0.0,0.03042696760451385,0.023217416762557598,0.04069107582827289,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,True,0,348.0921594129,10.4888195173,0.7636414523343362,0.742028040185894,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-18,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,71.3325,0.713325,1.401885536,1.0,False,-0.002797325974450815,-0.006700671320374885,-0.028657216389558426,-0.07901973847297972,-0.08541276146174981,0.0008404351742465899,-0.005477558989579467,0.04269726994083778,0.0008404351742465899,-0.03513484779254761,0.008977952307438891,0.007277903218290582,-0.046174092733821004,0.045244261071851755,0.007277903218290582,-0.1590909966121974,0.01621677747397101,0.0063021700048939665,0.010421298462900705,0.03541653411994827,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,0,94.6272736831,-1.0735590224,0.7456361785951058,0.742028040185894,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-24,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,67.1131,0.671131,1.4900220672,1.0,False,0.0014279873585067993,-0.05016311078087954,-0.0617830192108213,-0.1140161426168782,-0.05230375149504851,0.0014279873585067993,-0.027152935337287354,0.02217793330397875,0.0014279873585067993,-0.04893527050030133,0.014907470870459013,0.0014279873585067993,-0.09299849752295697,0.006299699826215086,0.0014279873585067993,-0.1881304697500531,0.00291696257936298,0.01291497865604979,0.011925359688390843,0.03392088864191356,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,True,True,1,6.0792900343,105.8115589245,0.7763127563335348,0.742028040185894,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-10-29,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,73.9168,0.739168,1.3528724187,1.0,False,-0.0009596176666963885,-0.0038475896299710044,-0.0021343262022627263,-0.02027789154462678,0.07171306076348372,0.0,-0.0021674638513035083,0.0,0.0,-0.006222804221315825,0.0,0.029484761795993908,-0.01100736779227196,0.38255118451724845,0.07171306076348372,-0.0023411310974702504,0.5914265215831643,0.0022783654209698745,0.004778712042512559,0.012466597624491734,2,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,True,True,1,16.3426988181,11.1834646115,0.7548788199347376,0.742028040185894,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-11-18,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,71.5091,0.715091,1.3984234174,1.0,False,0.0003441305457827504,-0.000954211804284566,-0.016661005738393575,-0.0308121844610848,-0.04493700725354821,0.0010751438774896371,0.0001865844911643766,0.5292901447277749,0.0010751438774896371,-0.010143971810273045,0.028140114319214107,0.0010751438774896371,-0.022233963037079918,0.02368688893686554,0.036804034176831646,-0.03074396137710289,0.30352744230539336,0.008136475938797877,0.007900786096784441,0.005926923889420183,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,True,True,1,1.7480292718,-0.547412845,0.7533969053037323,0.742028040185894,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-02-12,RUB_TJS,TJS,CBR,TJS_RC_F02_09_2016_T02_09_2026.dbf,10,66.3893,6.63893,0.1506266823,1.0,False,0.0035143779626582994,-0.004216263889222138,-0.014429650259125015,-0.03637543290263212,-0.010295185293955345,0.0035143779626582994,-0.001500697558155406,0.2745630609352869,0.0035143779626582994,-0.012489264296000946,0.0956317867719647,0.0035143779626582994,-0.021981704869297847,0.06218739133923552,0.04328770309280938,0.00224648594219623,0.43997572195246587,0.004153000263523485,0.004105992637003072,0.007150358612241174,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,29.0059367873,0.7315003920712193,0.7144716310183268,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-04-29,RUB_TJS,TJS,CBR,TJS_RC_F02_09_2016_T02_09_2026.dbf,10,57.8594,5.78594,0.1728327636,1.0,False,-0.007972649525755937,-0.013542197678918844,-0.035084852042586046,-0.10973759605116984,-0.10099395114614362,0.0,-0.008368456123705403,0.0,0.0,-0.042168846226940504,0.0,0.0,-0.07050223681795531,0.0,0.0,-0.21493326569574212,0.0,0.008704566924399262,0.00986537997996386,0.02629245297999704,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,True,True,0,175.8919034764,-37.695653079,0.7489346205801346,0.7144716310183268,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-17,RUB_TJS,TJS,CBR,TJS_RC_F02_09_2016_T02_09_2026.dbf,10,51.6114,5.16114,0.1937556431,1.0,False,0.0044665533972079174,0.009395474369755963,-0.031668333355222344,-0.04288450946611799,0.014538506598940737,0.009395474369755963,0.004083929100873851,0.8878211051561582,0.009395474369755963,-0.018330530043387583,0.148956621500107,0.09119163097115734,-0.01198951983055152,0.3938995433789951,0.09119163097115734,-0.14448758541942064,0.10185277018187644,0.01479116317704882,0.011252885214345879,0.035283568155445096,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,True,True,1,0.0,2.9137891961,0.7367780508570253,0.7144716310183268,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-22,RUB_TJS,TJS,CBR,TJS_RC_F02_09_2016_T02_09_2026.dbf,10,51.5963,5.15963,0.193812347,1.0,False,-0.00899840199136459,-0.00029257102113089406,0.007523774189138965,-0.03746686391305243,0.0725454409392512,0.004172675591988639,-0.0026655481287041205,0.3139551910967941,0.009100154505094604,-0.006722430239385457,0.198880150453068,0.06871546103051429,-0.021949612197011414,0.3327682709089812,0.0908723799214346,-0.11739079500880634,0.11330229762645375,0.0063846378358842545,0.011026049627689846,0.03251148821369992,1,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,True,True,0,260.328744503,-64.8044885782,0.7435981139907214,0.7144716310183268,H004_add_momentum,3,pooled_with_corridor_thresholds,logistic,2022,0.5931114966093676,24,"{""C"": 0.01, ""class_weight"": ""none""}"
