hypothesis_id,horizon_days,epsilon_bps,strategy,model,test_year,validation_auc,validation_pr_auc,train_rows,validation_rows,feature_count,train_target_rate,validation_target_rate,hyperparameters,corridor
H008_pooling_ablation,3,50,per_corridor,random_forest,2022,0.6383077999844466,0.789107137534256,1064,244,52,0.6757518796992481,0.6844262295081968,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_TJS
H008_pooling_ablation,3,50,per_corridor,random_forest,2022,0.6069364161849712,0.8094374987028463,1064,245,52,0.6578947368421053,0.7061224489795919,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_UZS
H008_pooling_ablation,3,50,per_corridor,random_forest,2022,0.6357575757575757,0.7689399761007049,1064,245,52,0.6842105263157895,0.673469387755102,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KGS
H008_pooling_ablation,3,50,per_corridor,random_forest,2022,0.6300125313283208,0.7909045870413469,1063,244,52,0.6735653809971778,0.6885245901639344,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_AMD
H008_pooling_ablation,3,50,per_corridor,random_forest,2022,0.6385011631771352,0.7994907252908843,1063,245,52,0.7187206020696143,0.7224489795918367,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KZT
H008_pooling_ablation,3,50,per_corridor,random_forest,2023,0.5812126268947295,0.6719852279292422,1311,243,52,0.6781083142639207,0.5802469135802469,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_TJS
H008_pooling_ablation,3,50,per_corridor,random_forest,2023,0.6281114718614719,0.7042313644470151,1312,244,52,0.6676829268292683,0.5409836065573771,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_UZS
H008_pooling_ablation,3,50,per_corridor,random_forest,2023,0.6105664488017429,0.6759028935063531,1312,244,52,0.6829268292682927,0.5573770491803278,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KGS
H008_pooling_ablation,3,50,per_corridor,random_forest,2023,0.5392170329670329,0.6227584948357994,1310,244,52,0.6770992366412214,0.5737704918032787,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_AMD
H008_pooling_ablation,3,50,per_corridor,random_forest,2023,0.5532100840336134,0.5757512484284987,1311,244,52,0.7200610221205187,0.5122950819672131,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KZT
H008_pooling_ablation,3,50,per_corridor,random_forest,2024,0.626388154415653,0.8416011528454509,1557,245,52,0.6634553628773282,0.746938775510204,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_TJS
H008_pooling_ablation,3,50,per_corridor,random_forest,2024,0.6901761049723756,0.8621127735590011,1559,245,52,0.6484926234765875,0.7387755102040816,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_UZS
H008_pooling_ablation,3,50,per_corridor,random_forest,2024,0.6105666429080542,0.8369344471145171,1559,245,52,0.6638871071199487,0.7510204081632653,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KGS
H008_pooling_ablation,3,50,per_corridor,random_forest,2024,0.6094871794871795,0.8205841439302602,1557,245,52,0.6615285806037251,0.7346938775510204,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_AMD
H008_pooling_ablation,3,50,per_corridor,random_forest,2024,0.5666382495026997,0.7039549052775222,1558,245,52,0.6880616174582799,0.6244897959183674,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KZT
H008_pooling_ablation,3,50,per_corridor,random_forest,2025,0.7091097308488613,0.866754684821909,1805,247,52,0.6742382271468144,0.7449392712550608,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_TJS
H008_pooling_ablation,3,50,per_corridor,random_forest,2025,0.7164226106125019,0.8583392025886052,1807,247,52,0.6602102933038185,0.7044534412955465,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_UZS
H008_pooling_ablation,3,50,per_corridor,random_forest,2025,0.671856688431274,0.8504737921953067,1807,247,52,0.6751521859435529,0.7327935222672065,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KGS
H008_pooling_ablation,3,50,per_corridor,random_forest,2025,0.6418482999128161,0.8338007013123585,1805,247,52,0.6709141274238227,0.7489878542510121,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_AMD
H008_pooling_ablation,3,50,per_corridor,random_forest,2025,0.6041201844414695,0.7537724220864898,1806,247,52,0.6788482834994463,0.6720647773279352,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_KZT
H008_pooling_ablation,3,50,per_corridor,random_forest,2026,0.6935508005386801,0.8166881760864712,2054,245,52,0.682570593962999,0.6653061224489796,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_TJS
H008_pooling_ablation,3,50,per_corridor,random_forest,2026,0.666463497223351,0.7394637779392708,2056,245,52,0.6653696498054474,0.563265306122449,"{""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10}",RUB_UZS
