outer_fold,corridor,requested_signals_per_week,frontier_status_left,signals_per_week_left,signal_hit_rate_left,matched_random_hit_rate_left,lift_left,mean_realized_regret_bps_left,frontier_status_right,signals_per_week_right,signal_hit_rate_right,matched_random_hit_rate_right,lift_right,mean_realized_regret_bps_right,delta_hit_rate,delta_mean_regret_bps,frequency_gap_per_week
outer_2024,RUB_AMD,1.1,active,1.0327868852459017,0.6851851851851852,0.7328333333333332,0.934980921335254,68.38082937778148,active,1.0327868852459017,0.6481481481481481,0.7328333333333332,0.8844414120738889,72.13589562432963,-0.03703703703703709,3.7550662465481537,0.0
outer_2024,RUB_AMD,1.2,active,1.0327868852459017,0.6851851851851852,0.7326203703703703,0.9352527078093602,68.38082937778148,active,1.0327868852459017,0.6481481481481481,0.7326203703703703,0.8846985073872325,72.13589562432963,-0.03703703703703709,3.7550662465481537,0.0
outer_2024,RUB_AMD,1.3,active,1.0327868852459017,0.6851851851851852,0.732148148148148,0.935855928773776,68.38082937778148,active,1.0327868852459017,0.6481481481481481,0.732148148148148,0.8852691218130313,72.13589562432963,-0.03703703703703709,3.7550662465481537,0.0
outer_2024,RUB_AMD,1.4,active,1.0327868852459017,0.6851851851851852,0.7327592592592592,0.9350754378427558,68.38082937778148,active,1.0327868852459017,0.6481481481481481,0.7327592592592592,0.8845308195809851,72.13589562432963,-0.03703703703703709,3.7550662465481537,0.0
outer_2024,RUB_KGS,0.1,active,0.4016393442622951,0.8571428571428571,0.7856904761904763,1.090942149762114,18.23806927600952,active,0.2868852459016393,0.8666666666666667,0.7699666666666667,1.1255898523745618,16.355438294106666,0.009523809523809601,-1.882630981902853,-0.11475409836065581
outer_2024,RUB_KGS,0.2,active,0.5163934426229508,0.8888888888888888,0.7944444444444445,1.1188811188811187,14.318440254162963,active,0.5163934426229508,0.925925925925926,0.7790185185185186,1.1885801221860366,11.87405294822222,0.0370370370370372,-2.4443873059407437,0.0
outer_2024,RUB_KGS,0.3,active,0.5546448087431695,0.8620689655172413,0.7963103448275862,1.0825791365348807,18.34726597320345,active,0.5737704918032787,0.9,0.7747,1.1617400283980894,13.032599939756668,0.037931034482758696,-5.31466603344678,0.0191256830601092
outer_2024,RUB_KGS,0.4,active,0.6120218579234973,0.875,0.7959375,1.099332548095799,16.56270684053125,active,0.6885245901639344,0.8888888888888888,0.7793333333333332,1.1405759908753923,16.66231226791667,0.01388888888888884,0.09960542738541989,0.07650273224043713
outer_2024,RUB_KGS,0.5,active,0.7650273224043715,0.85,0.7673375000000001,1.1077263915812792,33.717466285194995,active,0.726775956284153,0.868421052631579,0.7819605263157895,1.1105689141664845,17.309353806810527,0.018421052631579005,-16.408112478384467,-0.03825136612021851
outer_2024,RUB_KGS,0.6,active,0.8415300546448088,0.7727272727272727,0.734465909090909,1.0520941314808223,47.75143191016136,active,0.7650273224043715,0.85,0.745375,1.14036558779138,32.141645081567496,0.07727272727272727,-15.609786828593862,-0.07650273224043724
outer_2024,RUB_KGS,0.7,active,0.8606557377049181,0.7111111111111111,0.725411111111111,0.9802870402989876,52.00867089871554,active,0.8224043715846995,0.813953488372093,0.7462790697674417,1.090682455593643,38.094085161455816,0.10284237726098189,-13.914585737259728,-0.03825136612021862
outer_2024,RUB_KGS,0.8,active,0.918032786885246,0.75,0.7215729166666667,1.0393959954382064,52.618637073727086,active,0.918032786885246,0.75,0.73465625,1.0208856182738526,50.0784324281,0.0,-2.5402046456270853,0.0
outer_2024,RUB_KGS,0.9,active,0.9562841530054644,0.66,0.72205,0.914064122983173,60.949651671602,active,0.9371584699453552,0.7346938775510204,0.7295612244897959,1.0070352602207089,55.68927500920204,0.07469387755102042,-5.260376662399956,-0.0191256830601092
outer_2024,RUB_KGS,1.0,active,1.0327868852459017,0.6296296296296297,0.7156111111111111,0.8798488730171053,64.69815942629815,active,1.0327868852459017,0.6296296296296297,0.7156111111111111,0.8798488730171053,68.05436158934259,0.0,3.3562021630444434,0.0
