metric,estimate,ci_low,ci_high,bootstrap_se,probability_delta_gt_zero,replicates
delta_hit_rate,-0.05443968922187016,-0.10608557603393672,-0.007234539873842501,0.02507667717402303,0.0118,5000
delta_mean_regret_bps,12.402647909481574,0.7421220072030487,27.45573545989113,6.886600656135577,0.9826,5000
delta_signals,9.337,-49.02499999999999,69.0,30.06230495879993,0.6148,5000
