hypothesis_id,horizon_days,epsilon_bps,strategy,model,test_year,validation_auc,validation_pr_auc,train_rows,validation_rows,feature_count,hyperparameters,corridor
H007_add_usd_eur,3,0,per_corridor,logistic,2025,0.6430574098798397,0.5935657080383446,1806,247,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,3,0,per_corridor,logistic,2026,0.6598107774578362,0.5934586291336518,2054,245,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,3,0,per_corridor,logistic,2026,0.5992288665793685,0.4963665914155194,2056,245,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,3,0,per_corridor,logistic,2026,0.651309053678514,0.5342562314958632,2056,245,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS
H007_add_usd_eur,3,0,per_corridor,logistic,2026,0.6949479092336236,0.6066722809755906,2054,245,52,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,3,0,per_corridor,logistic,2026,0.5947521865889213,0.48888033297483835,2055,245,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,3,0,pooled_with_corridor_thresholds,logistic,2022,0.6058648001064916,0.5044663410004697,5318,1223,57,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,3,0,pooled_with_corridor_thresholds,logistic,2023,0.5654539938217122,0.46992002258458526,6556,1219,57,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,3,0,pooled_with_corridor_thresholds,logistic,2024,0.5933497563212506,0.6059067547188082,7790,1225,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,3,0,pooled_with_corridor_thresholds,logistic,2025,0.6204462983151896,0.5942089874208724,9030,1235,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,3,0,pooled_with_corridor_thresholds,logistic,2026,0.6330571163170058,0.5293841778771764,10275,1225,57,"{""C"": 10.0, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,5,0,per_corridor,logistic,2022,0.49729773992793974,0.29494835412149534,1063,243,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,5,0,per_corridor,logistic,2022,0.5508481262327416,0.3765059595132254,1063,244,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,5,0,per_corridor,logistic,2022,0.5284304511278195,0.3350456311764325,1063,244,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,5,0,per_corridor,logistic,2022,0.48656992899042917,0.3241945732533518,1062,243,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,5,0,per_corridor,logistic,2022,0.5492031368580824,0.3125374554848807,1062,244,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,5,0,per_corridor,logistic,2023,0.5852644087938206,0.4360006186206975,1309,241,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,5,0,per_corridor,logistic,2023,0.531347717323327,0.37270429605399114,1310,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,5,0,per_corridor,logistic,2023,0.571505252664673,0.3962834860144242,1310,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,5,0,per_corridor,logistic,2023,0.4569770946353225,0.3245125613320923,1308,242,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,5,0,per_corridor,logistic,2023,0.4808558558558558,0.2871916424033749,1309,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,5,0,per_corridor,logistic,2024,0.644172622319956,0.5752858906675831,1554,243,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,5,0,per_corridor,logistic,2024,0.5783950617283949,0.5319225311581807,1556,243,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,5,0,per_corridor,logistic,2024,0.5895522388059702,0.5133436362066874,1556,243,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KGS
H007_add_usd_eur,5,0,per_corridor,logistic,2024,0.5304526748971193,0.4756736477167309,1554,243,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,5,0,per_corridor,logistic,2024,0.5522242365081579,0.4676585254005072,1555,243,52,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,5,0,per_corridor,logistic,2025,0.5837830358378303,0.5321983838297664,1802,245,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,5,0,per_corridor,logistic,2025,0.5750838926174497,0.5026880973391626,1804,245,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS
H007_add_usd_eur,5,0,per_corridor,logistic,2025,0.6094626008478052,0.5686498017500221,1804,245,52,"{""C"": 1.0, ""class_weight"": ""balanced""}",RUB_KGS
H007_add_usd_eur,5,0,per_corridor,logistic,2025,0.6122758620689656,0.5290996730832003,1802,245,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,5,0,per_corridor,logistic,2025,0.6018146660716942,0.44060315107834086,1803,245,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,5,0,per_corridor,logistic,2026,0.6332589285714286,0.5054356426654918,2051,244,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,5,0,per_corridor,logistic,2026,0.5462525879917184,0.374199266900036,2053,244,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,5,0,per_corridor,logistic,2026,0.6294800171895144,0.4420212672664753,2053,244,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KGS
H007_add_usd_eur,5,0,per_corridor,logistic,2026,0.6312807881773399,0.492663306622508,2051,244,52,"{""C"": 1.0, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,5,0,per_corridor,logistic,2026,0.5730337078651685,0.32977565831936473,2052,244,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,5,0,pooled_with_corridor_thresholds,logistic,2022,0.5090760869565217,0.3193840217823533,5313,1218,57,"{""C"": 10.0, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,5,0,pooled_with_corridor_thresholds,logistic,2023,0.4856028499477919,0.3151038153364951,6546,1209,57,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,5,0,pooled_with_corridor_thresholds,logistic,2024,0.5704004885751541,0.5035915763727113,7775,1215,57,"{""C"": 10.0, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,5,0,pooled_with_corridor_thresholds,logistic,2025,0.6072055305926274,0.5241798433363796,9015,1225,57,"{""C"": 0.1, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,5,0,pooled_with_corridor_thresholds,logistic,2026,0.5947273652483658,0.4142745059969113,10260,1220,57,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,10,0,per_corridor,logistic,2022,0.5072377788324632,0.18171136999556967,1054,239,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,10,0,per_corridor,logistic,2022,0.4941730165844913,0.23181670698957965,1054,240,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_UZS
H007_add_usd_eur,10,0,per_corridor,logistic,2022,0.47643979057591623,0.20323043279246364,1054,240,52,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,10,0,per_corridor,logistic,2022,0.5378445084327437,0.2872137617079904,1053,239,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,10,0,per_corridor,logistic,2022,0.5819943019943019,0.24944849927202167,1053,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,10,0,per_corridor,logistic,2023,0.5237889273356402,0.27738689348896883,1301,238,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,10,0,per_corridor,logistic,2023,0.5392655367231638,0.2889895659095073,1302,239,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,10,0,per_corridor,logistic,2023,0.576633892423366,0.29043438592625054,1302,239,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,10,0,per_corridor,logistic,2023,0.3314765694076039,0.20802317369034856,1300,239,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,10,0,per_corridor,logistic,2023,0.47347347347347346,0.20794433192488873,1301,239,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,10,0,per_corridor,logistic,2024,0.6180148193887002,0.4307297454152869,1547,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,10,0,per_corridor,logistic,2024,0.5669070208728652,0.42451929017879575,1549,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,10,0,per_corridor,logistic,2024,0.5809487666034155,0.4564302837996933,1549,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,10,0,per_corridor,logistic,2024,0.5236244019138756,0.42424121838577833,1547,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,10,0,per_corridor,logistic,2024,0.5391722959857133,0.37897742227284364,1548,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,10,0,per_corridor,logistic,2025,0.5899691358024691,0.4666247130925142,1795,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,10,0,per_corridor,logistic,2025,0.586187624750499,0.40184816499999154,1797,242,52,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,10,0,per_corridor,logistic,2025,0.5485985533453888,0.4174379259408644,1797,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,10,0,per_corridor,logistic,2025,0.5517530487804878,0.36919358569127286,1795,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,10,0,per_corridor,logistic,2025,0.5207875457875457,0.2725219768885161,1796,242,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,10,0,per_corridor,logistic,2026,0.6424590734935562,0.45772621282726683,2044,240,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,10,0,per_corridor,logistic,2026,0.517,0.1959825643714399,2046,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,10,0,per_corridor,logistic,2026,0.6318915284625729,0.4131882491491659,2046,240,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,10,0,per_corridor,logistic,2026,0.6040581597222222,0.3723009052188215,2044,240,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,10,0,per_corridor,logistic,2026,0.543383307755873,0.2262633962385625,2045,240,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,10,0,pooled_with_corridor_thresholds,logistic,2022,0.49559223172267514,0.21548860170840337,5268,1198,57,"{""C"": 10.0, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,10,0,pooled_with_corridor_thresholds,logistic,2023,0.40411818959673745,0.2043356607508271,6506,1194,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,10,0,pooled_with_corridor_thresholds,logistic,2024,0.5658268259142148,0.3969942925329577,7740,1200,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,10,0,pooled_with_corridor_thresholds,logistic,2025,0.5594983678909858,0.3736623851798299,8980,1210,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,10,0,pooled_with_corridor_thresholds,logistic,2026,0.615981010617026,0.3220283864858947,10225,1200,57,"{""C"": 10.0, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,20,0,per_corridor,logistic,2022,0.467741935483871,0.13088797514637668,1041,233,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,20,0,per_corridor,logistic,2022,0.4508169934640523,0.11366741838512773,1041,234,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_UZS
H007_add_usd_eur,20,0,per_corridor,logistic,2022,0.42663398692810456,0.1208268978757536,1041,234,52,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,20,0,per_corridor,logistic,2022,0.6192424242424243,0.31023304373155325,1040,233,52,"{""C"": 1.0, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,20,0,per_corridor,logistic,2022,0.5866851595006934,0.18643889134748992,1040,234,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,20,0,per_corridor,logistic,2023,0.5365452408930669,0.2006703558951758,1288,231,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,20,0,per_corridor,logistic,2023,0.4572707542051004,0.14750743359642876,1289,232,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,20,0,per_corridor,logistic,2023,0.6123100498020687,0.2608307490544199,1289,232,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,20,0,per_corridor,logistic,2023,0.44030136636444894,0.15830844512507627,1287,232,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,20,0,per_corridor,logistic,2023,0.5608411892675852,0.1689703058136102,1288,232,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,20,0,per_corridor,logistic,2024,0.5997236296637495,0.401731278588602,1533,232,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,20,0,per_corridor,logistic,2024,0.6077008928571428,0.4078375087492592,1535,232,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_UZS
H007_add_usd_eur,20,0,per_corridor,logistic,2024,0.6338624338624338,0.4401630477984128,1535,232,52,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,20,0,per_corridor,logistic,2024,0.5318895966029724,0.4247841641073249,1533,232,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_AMD
H007_add_usd_eur,20,0,per_corridor,logistic,2024,0.5450664136622391,0.2867911616658266,1534,232,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,20,0,per_corridor,logistic,2025,0.5173951828724354,0.2472048518650774,1780,234,52,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,20,0,per_corridor,logistic,2025,0.5628260869565218,0.2482155248526397,1782,234,52,"{""C"": 1.0, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,20,0,per_corridor,logistic,2025,0.5621647509578545,0.3255167790331336,1782,234,52,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,20,0,per_corridor,logistic,2025,0.4663353338334584,0.24409243301743255,1780,234,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,20,0,per_corridor,logistic,2025,0.4967774548211804,0.19326074983344418,1781,234,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,20,0,per_corridor,logistic,2026,0.6845777233782131,0.38052349721603673,2029,233,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS
H007_add_usd_eur,20,0,per_corridor,logistic,2026,0.5659834591873427,0.14099326132493545,2031,233,52,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_UZS
H007_add_usd_eur,20,0,per_corridor,logistic,2026,0.6239012846517917,0.2827310169153391,2031,233,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,20,0,per_corridor,logistic,2026,0.6151067323481116,0.3984470661731143,2029,233,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,20,0,per_corridor,logistic,2026,0.5024154589371981,0.17636073469423647,2030,233,52,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_KZT
H007_add_usd_eur,20,0,pooled_with_corridor_thresholds,logistic,2022,0.4861362929962702,0.13933400406899002,5203,1168,57,"{""C"": 10.0, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,20,0,pooled_with_corridor_thresholds,logistic,2023,0.45840214376966937,0.15262049837370983,6441,1159,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,20,0,pooled_with_corridor_thresholds,logistic,2024,0.5881877022653721,0.398194879503503,7670,1160,57,"{""C"": 0.01, ""class_weight"": ""balanced""}",ALL
H007_add_usd_eur,20,0,pooled_with_corridor_thresholds,logistic,2025,0.5128683127572017,0.23561690156473106,8905,1170,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,20,0,pooled_with_corridor_thresholds,logistic,2026,0.6048291280740977,0.2707492107467059,10150,1165,57,"{""C"": 0.01, ""class_weight"": ""none""}",ALL
H007_add_usd_eur,1,50,per_corridor,logistic,2022,0.6746670366259712,0.9265262946577751,1067,246,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,1,50,per_corridor,logistic,2022,0.6682242990654206,0.9326717001942473,1067,247,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_UZS
H007_add_usd_eur,1,50,per_corridor,logistic,2022,0.6440443213296398,0.9168741281251349,1067,247,52,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_KGS
H007_add_usd_eur,1,50,per_corridor,logistic,2022,0.7185679611650485,0.9321794518514606,1066,246,52,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_AMD
H007_add_usd_eur,1,50,per_corridor,logistic,2022,0.7146802325581395,0.9423849613220496,1066,247,52,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KZT
H007_add_usd_eur,1,50,per_corridor,logistic,2023,0.673992673992674,0.871373253833674,1314,245,52,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_TJS
H007_add_usd_eur,1,50,per_corridor,logistic,2023,0.6579476861167002,0.8412091322114047,1315,246,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_UZS
H007_add_usd_eur,1,50,per_corridor,logistic,2023,0.715337714783435,0.8635455778123602,1315,246,52,"{""C"": 0.01, ""class_weight"": ""balanced""}",RUB_KGS
