hypothesis_id,horizon_days,epsilon_bps,strategy,model,corridor,folds,signals,signals_per_week,signal_hit_rate,false_push_rate,random_hit_rate,lift,median_fold_lift,min_fold_lift,folds_lift_ge_1_3,roc_auc,pr_auc,brier,balanced_accuracy,mean_advantage_bps,mean_regret_bps,client_advantage_rub_mean,client_regret_rub_mean
H007_add_usd_eur,1,0,per_corridor,logistic,RUB_KZT,5,164,0.6966019417475728,0.9024390243902439,0.09756097560975607,0.4952317073170731,1.822256150114507,1.8622780424426157,1.6960280118174857,5,0.6477594748434057,0.7776884120122105,0.2361600527731969,0.599587730064297,5.782773396370732,7.297928812060366,57.827733963707296,72.97928812060364
H007_add_usd_eur,1,0,per_corridor,logistic,RUB_AMD,5,181,0.7688106796116505,0.9668508287292817,0.03314917127071826,0.5348397790055249,1.807739189719645,1.7153673252099846,1.4330270589227008,5,0.6482418238719526,0.7908802535485859,0.24171415956974507,0.624115094668867,3.881161297598345,2.76742536990884,38.81161297598344,27.674253699088403
H007_add_usd_eur,1,0,per_corridor,logistic,RUB_KGS,5,184,0.7815533980582524,0.9293478260869565,0.07065217391304346,0.5213804347826086,1.782475451873163,1.6344513928368394,1.6018035121025154,5,0.67086651926587,0.7951259800903258,0.23156978743508122,0.6279331357332231,-0.544536206858696,4.499344595685869,-5.445362068586959,44.9934459568587
H007_add_usd_eur,1,0,per_corridor,logistic,RUB_TJS,5,191,0.8112864077669903,0.9685863874345549,0.03141361256544506,0.5483979057591623,1.7662109524173224,1.7466756817669598,1.6884906960716746,5,0.6758574157534439,0.8120943092602599,0.23387792852287287,0.6321307139829196,-0.21255985542879569,0.9694241815874346,-2.125598554287955,9.694241815874344
H007_add_usd_eur,1,0,per_corridor,logistic,RUB_UZS,5,199,0.8452669902912622,0.9447236180904522,0.055276381909547756,0.5382010050251256,1.7553360348079403,1.7236426314277509,1.319395108088907,5,0.6748696747985043,0.8060701974915652,0.222936080901432,0.6325356564829175,1.3235964779879401,2.61275312601005,13.235964779879394,26.1275312601005
H007_add_usd_eur,1,0,pooled_with_corridor_thresholds,logistic,RUB_KGS,5,196,0.8325242718446603,0.9744897959183674,0.025510204081632626,0.506030612244898,1.9257526567320682,2.1459227467811157,1.6285491751044396,5,0.6815515837998682,0.8057846497074939,0.22130822304866976,0.6420890839869884,1.4435633829882655,0.730646651530102,14.43563382988265,7.30646651530102
H007_add_usd_eur,1,0,pooled_with_corridor_thresholds,logistic,RUB_KZT,5,195,0.8282766990291263,0.9641025641025641,0.03589743589743588,0.5065948717948718,1.903103678658919,1.8600601551369322,1.7188037126160194,5,0.6643171465238817,0.7943678157772462,0.23270226541861472,0.6357973217022819,2.5340379641917963,1.111903305937436,25.340379641917952,11.119033059374361
H007_add_usd_eur,1,0,pooled_with_corridor_thresholds,logistic,RUB_AMD,5,195,0.8282766990291263,0.9794871794871794,0.02051282051282055,0.5208512820512822,1.8805505779493132,1.813236627379873,1.6634629602247524,5,0.6626840800387015,0.8049007632066035,0.22806110027162968,0.6406428029701039,0.9462998389938461,0.8008632862907692,9.462998389938454,8.008632862907692
H007_add_usd_eur,1,0,pooled_with_corridor_thresholds,logistic,RUB_UZS,5,199,0.8452669902912622,0.9748743718592965,0.025125628140703515,0.5247336683417085,1.857846047767712,1.8199082133248932,1.6826204008375714,5,0.6591076917635071,0.8008996295294651,0.2279968568016242,0.6395282259606824,3.214930662631659,1.108069659151759,32.14930662631659,11.080696591517587
H007_add_usd_eur,1,0,pooled_with_corridor_thresholds,logistic,RUB_TJS,5,197,0.8367718446601942,0.9644670050761421,0.035532994923857864,0.5389949238578681,1.789380497636134,1.756877990430622,1.652421652421652,5,0.6724802522744195,0.8115045708701609,0.22562891148272632,0.6383252673325516,1.6209193924370562,1.2650084460517768,16.209193924370556,12.650084460517768
H007_add_usd_eur,1,50,per_corridor,logistic,RUB_UZS,4,166,0.8979907264296754,0.9698795180722891,0.030120481927710885,0.7645060240963855,1.268635547010433,1.243106796989122,1.1644154634373547,2,0.6687315887812226,0.9070241517532865,0.23936159037931568,0.6187395062846465,-1.301628400935542,4.117034989231326,-13.016284009355418,41.17034989231326
H007_add_usd_eur,1,50,per_corridor,logistic,RUB_KZT,5,152,0.6456310679611651,0.9276315789473685,0.07236842105263153,0.7477894736842107,1.2404983108108107,1.1794393548741016,1.0,2,0.6589175611698994,0.8781187041711038,0.2869359968045975,0.5905529895086578,-2.492353503838816,8.802615868781578,-24.923535038388156,88.02615868781578
H007_add_usd_eur,1,50,per_corridor,logistic,RUB_KGS,5,155,0.658373786407767,0.967741935483871,0.032258064516129004,0.8004645161290322,1.208975433619189,1.1618900077459333,1.0101010101010102,1,0.6630289686298465,0.9012439667296175,0.2543303526685368,0.5698861794498913,0.967524196514194,4.499564476621935,9.675241965141938,44.99564476621936
H007_add_usd_eur,1,50,per_corridor,logistic,RUB_TJS,4,173,0.9358578052550232,0.9595375722543352,0.040462427745664775,0.8015028901734104,1.1971729410067793,1.1920517135862911,1.116249402009249,1,0.6566303214216734,0.9209106279567277,0.195211209370108,0.6213543508199175,-0.42601806552023136,5.909734787397688,-4.260180655202313,59.09734787397689
H007_add_usd_eur,1,50,per_corridor,logistic,RUB_AMD,5,172,0.7305825242718447,0.9302325581395349,0.06976744186046513,0.7925348837209301,1.1737433610141146,1.2025976108394134,1.1000062857502042,1,0.6197117632287109,0.8871944746605043,0.25820308514355605,0.580720308935371,0.5794177000796515,9.926165791046513,5.794177000796515,99.2616579104651
H007_add_usd_eur,1,50,pooled_with_corridor_thresholds,logistic,RUB_KZT,5,165,0.7008495145631068,0.9636363636363636,0.036363636363636376,0.7466181818181817,1.2906682252094293,1.2710633352701919,1.032346868547832,2,0.659231252950697,0.8861512556281524,0.196375652485878,0.5951640432987109,2.627043084788484,4.571956919391514,26.27043084788484,45.71956919391515
H007_add_usd_eur,1,50,pooled_with_corridor_thresholds,logistic,RUB_UZS,5,165,0.7008495145631068,0.9757575757575757,0.024242424242424288,0.7727757575757576,1.2626658719452897,1.1716607668145784,1.0830324909747293,1,0.6613906809961111,0.8936329488735901,0.19826101244889544,0.5847817365820684,0.015464959249696835,3.074154091507273,0.1546495924969625,30.74154091507273
H007_add_usd_eur,1,50,pooled_with_corridor_thresholds,logistic,RUB_KGS,5,163,0.6923543689320388,0.9754601226993865,0.024539877300613466,0.8032392638036809,1.2144079188561654,1.1679903891076553,1.0822510822510822,1,0.6672910081031211,0.9062411794159451,0.18574250683859353,0.5751883639173833,-0.291145591407975,3.2308204885092024,-2.9114559140797502,32.308204885092024
H007_add_usd_eur,1,50,pooled_with_corridor_thresholds,logistic,RUB_TJS,5,165,0.7008495145631068,0.9818181818181818,0.018181818181818188,0.8097939393939395,1.212429649143815,1.183431952662722,1.1447912000398186,1,0.6580148334616651,0.9098933464333179,0.18936323132358704,0.5788188830194296,-1.4478306934109093,2.51358069433394,-14.478306934109092,25.135806943339396
H007_add_usd_eur,1,50,pooled_with_corridor_thresholds,logistic,RUB_AMD,5,158,0.6711165048543689,0.9620253164556962,0.03797468354430378,0.803341772151899,1.1975293079541154,1.1151181550726013,1.0917030567685588,1,0.6388941062684524,0.8957696798046565,0.20082609590587303,0.5720667476645739,0.38958736725379756,5.318014955138608,3.8958736725379755,53.18014955138607
H007_add_usd_eur,1,100,per_corridor,logistic,RUB_AMD,5,192,0.8155339805825244,0.953125,0.046875,0.8796875000000001,1.08348134991119,1.0531135531135531,0.984051577875806,1,0.6875380610539571,0.9434729640868209,0.20422577970674494,0.6181809246577233,0.9842591851432294,15.916737411389583,9.842591851432298,159.16737411389582
H007_add_usd_eur,1,100,per_corridor,logistic,RUB_UZS,4,150,0.8114374034003091,0.9666666666666667,0.033333333333333326,0.9033199999999999,1.0701264963320494,1.073085826367015,1.0262424864389386,0,0.6486625868336566,0.9532690076036184,0.16334949471475696,0.5939058048269824,-2.3950245131940004,11.554442339088,-23.950245131940008,115.54442339087998
H007_add_usd_eur,1,100,per_corridor,logistic,RUB_TJS,5,187,0.7942961165048544,0.946524064171123,0.053475935828877,0.8955721925133692,1.0568930925766693,1.0714012397642918,0.935921991990249,1,0.6734773079202699,0.9515913516303794,0.13970954394266016,0.5721197626203943,-1.9000106625502673,18.33583707510909,-19.00010662550267,183.35837075109092
H007_add_usd_eur,1,100,per_corridor,logistic,RUB_KGS,5,147,0.6243932038834952,0.9115646258503401,0.08843537414965985,0.8866258503401361,1.0281277333619776,1.0339123242349049,0.966952960582447,0,0.6485766830820067,0.9309657037433408,0.19167509777313269,0.54349200299966,-2.7538104940020407,24.051157783189797,-27.53810494002041,240.51157783189797
H007_add_usd_eur,1,100,per_corridor,logistic,RUB_KZT,5,138,0.5861650485436893,0.8913043478260869,0.10869565217391308,0.8803188405797102,1.0124790095815086,1.0204081632653061,0.8995360287851529,0,0.6023573598363176,0.8974421024085919,0.2064259144371273,0.5384001639604343,-3.0450308200181158,33.8060168560471,-30.450308200181166,338.060168560471
H007_add_usd_eur,1,100,pooled_with_corridor_thresholds,logistic,RUB_UZS,5,168,0.7135922330097088,0.9702380952380952,0.029761904761904767,0.8691428571428572,1.116316020162174,1.1116725618999495,1.0238907849829353,1,0.6722210104474111,0.9448192164320669,0.21448287135840452,0.5892853797852996,1.6915811957738103,8.52809117409107,16.915811957738097,85.28091174091071
H007_add_usd_eur,1,100,pooled_with_corridor_thresholds,logistic,RUB_KZT,5,157,0.666868932038835,0.9554140127388535,0.04458598726114649,0.8608280254777071,1.1098779134295227,1.0921203516627531,1.053423626787058,1,0.6730519778322309,0.9339560895186724,0.17168304477043894,0.5780374073012965,-1.0215024946700635,11.992548295403823,-10.21502494670064,119.92548295403822
H007_add_usd_eur,1,100,pooled_with_corridor_thresholds,logistic,RUB_KGS,5,191,0.8112864077669903,0.9424083769633508,0.05759162303664922,0.877109947643979,1.074447256578005,1.0444575632350936,0.9826511249661155,1,0.6874369917782506,0.9501987216037711,0.19037472552840806,0.5936846854343961,-0.5018130119277491,15.846780496404186,-5.018130119277492,158.46780496404187
H007_add_usd_eur,1,100,pooled_with_corridor_thresholds,logistic,RUB_TJS,5,193,0.8197815533980582,0.9481865284974094,0.051813471502590636,0.8836165803108809,1.0730746226647434,1.070584760779681,0.9337676438653636,1,0.6887979400152404,0.9524685956792959,0.20098305359445276,0.60041183529755,-2.8209342379870472,17.22994517268705,-28.209342379870463,172.29945172687047
H007_add_usd_eur,1,100,pooled_with_corridor_thresholds,logistic,RUB_AMD,5,179,0.7603155339805826,0.9273743016759777,0.07262569832402233,0.9003798882681565,1.0299811376948276,1.0219724067450178,0.9501343293362167,0,0.691910125990348,0.9480228233188893,0.2148394523374522,0.5781864932137699,-5.779511653964247,20.388031579422904,-57.79511653964248,203.8803157942291
H007_add_usd_eur,3,0,per_corridor,logistic,RUB_KGS,5,83,0.35319148936170214,0.5903614457831325,0.40963855421686746,0.3877831325301205,1.5224010439321445,2.6178010471204187,0.974994264739619,4,0.6037818815581527,0.5739854980765149,0.2456794647763498,0.5351886094714874,11.157538855079517,20.931209803337346,111.57538855079515,209.31209803337347
