hypothesis_id,horizon_days,strategy,model,corridor,folds,signals,signals_per_week,signal_hit_rate,random_hit_rate,lift,median_fold_lift,min_fold_lift,folds_lift_ge_1_3,mean_advantage_bps,mean_validation_auc
H001_price_core,3,pooled_with_corridor_thresholds,logistic,RUB_UZS,5,118,0.502127659574468,0.6186440677966102,0.5996440677966102,1.0316854631278443,1.1676180591593148,0.7255936675461742,2,-1.6297688734720333,0.5732607235255467
H001_price_core,3,pooled_with_corridor_thresholds,logistic,RUB_TJS,5,164,0.6978723404255319,0.6463414634146342,0.6390121951219512,1.0114696845359645,1.0783298826777088,0.8921376769886037,2,-5.077928044805486,0.5732607235255467
H001_price_core,3,pooled_with_corridor_thresholds,logistic,RUB_KGS,5,135,0.574468085106383,0.6222222222222222,0.6216148148148148,1.0009771443552038,0.9733389758781212,0.6979062811565303,2,-3.123574095950371,0.5732607235255467
H001_price_core,3,pooled_with_corridor_thresholds,logistic,RUB_AMD,5,167,0.7106382978723405,0.6227544910179641,0.6396287425149699,0.9736186784998785,0.9202453987730063,0.78125,1,-7.295251914292217,0.5732607235255467
H001_price_core,3,pooled_with_corridor_thresholds,logistic,RUB_KZT,4,105,0.5693261037955074,0.5428571428571428,0.5805523809523809,0.9350700482299288,1.0265421724515287,0.4724781478856603,1,-2.9965254216752375,0.5783808247664981
