hypothesis_id,horizon_days,epsilon_bps,strategy,model,test_year,validation_auc,validation_pr_auc,train_rows,validation_rows,feature_count,train_target_rate,validation_target_rate,hyperparameters,corridor,threshold,test_rows,evaluation_weeks,target_positives,target_rate,roc_auc,pr_auc,pr_auc_baseline,pr_auc_gain,pr_auc_ratio,brier,brier_baseline,brier_skill_score,log_loss,balanced_accuracy,candidate_precision,candidate_recall,candidates,candidates_per_week,signals,signals_per_week,suppressed_by_cooldown,signal_active,signal_hits,false_pushes,signal_hit_rate,hit_rate_ci_low,hit_rate_ci_high,false_push_rate,random_hit_rate,random_hit_rate_ci_low,random_hit_rate_ci_high,lift,moment_advantage_bps_mean,future_regret_bps_mean,client_advantage_rub_mean,client_regret_rub_mean
H008_pooling_ablation,3,50,per_corridor,catboost,2026,0.669085739937154,0.8017359166722771,2054,245,52,0.682570593962999,0.6653061224489796,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_TJS,0.8020361946887773,159,32.57142857142857,105,0.660377358490566,0.5947089947089949,0.7682066131420472,0.660377358490566,0.10782925465148119,1.1632842999008144,0.2225762187255672,0.22430339559774623,0.007700181566918651,0.6334744708633772,0.5624338624338624,0.8947368421052632,0.1619047619047619,19,0.5833333333333334,14,0.4298245614035088,5,True,13,1,0.9285714285714286,0.6853073044604219,0.9872781138877085,0.0714285714285714,0.6657142857142858,0.5,0.8571428571428571,1.394849785407725,6.302889531378571,10.650057211157144,63.02889531378571,106.50057211157144
H008_pooling_ablation,3,50,per_corridor,catboost,2026,0.6670052824055261,0.7470594385509467,2056,245,52,0.6653696498054474,0.563265306122449,"{""depth"": 6, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_UZS,0.8559756608875385,158,32.57142857142857,101,0.6392405063291139,0.6050026055237103,0.7291625019602757,0.6392405063291139,0.08992199563116177,1.1406700525715203,0.22910329757219713,0.23638431244365485,0.030801599294763893,0.6517480359643749,0.5132881709223553,0.7272727272727273,0.07920792079207921,11,0.33771929824561403,10,0.30701754385964913,1,True,7,3,0.7,0.3967732199795652,0.892210712513788,0.30000000000000004,0.6392,0.3,0.9,1.095118898623279,-12.716083759059998,36.281796700819996,-127.1608375906,362.81796700819996
H008_pooling_ablation,3,50,per_corridor,catboost,2026,0.6694756554307116,0.7985221744680724,2056,245,52,0.6819066147859922,0.636734693877551,"{""depth"": 6, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KGS,0.8616980137176934,160,32.57142857142857,105,0.65625,0.5740259740259741,0.7499955892628797,0.65625,0.09374558926287968,1.142850421733912,0.2318759470078736,0.22596678467305287,-0.02615057935780518,0.6546141503901294,0.529004329004329,0.8888888888888888,0.0761904761904762,9,0.27631578947368424,8,0.2456140350877193,1,True,7,1,0.875,0.5291051942301385,0.9775830911367039,0.125,0.6715,0.375,1.0,1.3030528667163068,-3.9989966227749996,15.6002824310625,-39.989966227749996,156.002824310625
H008_pooling_ablation,3,50,per_corridor,catboost,2026,0.7322427293064878,0.8174520102049257,2054,245,52,0.6801363193768257,0.6081632653061224,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_AMD,0.8410741761451372,160,32.57142857142857,109,0.68125,0.6348264076272712,0.7818970918510328,0.68125,0.10064709185103282,1.1477388504235344,0.2122153158750531,0.22249010828821328,0.04618089537648218,0.6122416333117157,0.5216765605324699,0.8181818181818182,0.08256880733944955,11,0.33771929824561403,10,0.30701754385964913,1,True,8,2,0.8,0.49015684672072346,0.9433190520193067,0.19999999999999996,0.6874,0.4,0.9,1.1638056444573757,-4.439206684760004,18.597791451680003,-44.392066847600034,185.97791451680004
H008_pooling_ablation,3,50,per_corridor,catboost,2026,0.6241989412092503,0.729710083615011,2055,245,52,0.678345498783455,0.6040816326530613,"{""depth"": 6, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KZT,0.7342934428106289,160,32.57142857142857,109,0.68125,0.5785213167835942,0.757549300527526,0.68125,0.07629930052752598,1.1119989732514144,0.2299645710382106,0.22310339441899202,-0.03075334930284912,0.6505097856334728,0.5545961503867602,0.7837837837837838,0.26605504587155965,37,1.1359649122807018,24,0.736842105263158,13,True,19,5,0.7916666666666666,0.5952915551476453,0.9075531089521192,0.20833333333333337,0.69125,0.5416666666666666,0.8333333333333334,1.1452682338758287,-1.4051691166583318,25.084481824075,-14.051691166583318,250.84481824075
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,catboost,2022,0.6705314619145246,0.8209706856101542,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_AMD,0.7993285025401534,247,50.57142857142857,141,0.5708502024291497,0.6374949819349658,0.7081210749799773,0.5708502024291497,0.1372708725508276,1.240467415035847,0.23923382960755663,0.2603964665783069,0.08127083001099866,0.6731953972038196,0.5248561488023551,0.7857142857142857,0.07801418439716312,14,0.2768361581920904,11,0.21751412429378533,3,True,8,3,0.7272727272727273,0.4343497069897538,0.9025411942607853,0.2727272727272727,0.5652727272727273,0.36363636363636365,0.8181818181818182,1.286587327114828,32.260653163763635,113.62027202811818,322.60653163763635,1136.2027202811819
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,catboost,2022,0.6705314619145246,0.8209706856101542,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KGS,0.8515972870861761,247,50.57142857142857,137,0.5546558704453441,0.63178500331785,0.6663302117067207,0.5546558704453441,0.11167434126137654,1.2013398707413139,0.24013420479071718,0.2667126532964388,0.0996519969233739,0.6773175191382859,0.5064034505640346,0.75,0.021897810218978103,4,0.07909604519774012,4,0.07909604519774012,0,True,3,1,0.75,0.30063605244263664,0.9544139373553638,0.25,0.561,0.0,1.0,1.336898395721925,161.062679773625,73.286623922575,1610.62679773625,732.8662392257501
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,catboost,2022,0.6705314619145246,0.8209706856101542,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KZT,0.8398288218062778,247,50.57142857142857,126,0.5101214574898786,0.6462678735406008,0.6705211360777479,0.5101214574898786,0.1603996785878693,1.3144342905651087,0.23798796074211526,0.2840821667713015,0.16225659833936035,0.6704348643299695,0.5198412698412699,1.0,0.03968253968253968,5,0.09887005649717515,5,0.09887005649717515,0,True,5,0,1.0,0.565508505247919,1.0000000000000002,0.0,0.5064000000000001,0.0,1.0,1.9747235387045812,163.41872511443998,0.0,1634.1872511443999,0.0
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,catboost,2022,0.6705314619145246,0.8209706856101542,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_TJS,0.8588382632738751,246,50.57142857142857,142,0.5772357723577236,0.6306202600216685,0.6991695757253262,0.5772357723577236,0.12193380336760262,1.2112374340030299,0.2413204548299231,0.25790593766912484,0.06430826288489622,0.6795139819601441,0.5176056338028169,1.0,0.035211267605633804,5,0.09887005649717515,5,0.09887005649717515,0,True,5,0,1.0,0.565508505247919,1.0000000000000002,0.0,0.5828,0.2,1.0,1.7158544955387784,139.65824300438,6.0841714267,1396.5824300438003,60.841714267
H008_pooling_ablation,3,50,pooled_with_corridor_thresholds,catboost,2022,0.6705314619145246,0.8209706856101542,5318,1223,57,0.6820233170364799,0.6950122649223222,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_UZS,0.8270189730636414,247,50.57142857142857,133,0.5384615384615384,0.6177285318559557,0.6605145301284207,0.5384615384615384,0.12205299166688222,1.226669841667067,0.24670173675480347,0.2730288400145707,0.09642608912070316,0.6909746071451733,0.5175438596491228,0.7777777777777778,0.05263157894736842,9,0.17796610169491525,8,0.15819209039548024,1,True,6,2,0.75,0.40926987910258916,0.9285223111419724,0.25,0.54775,0.25,0.875,1.3692377909630307,141.478553706775,51.487392554187494,1414.7855370677498,514.873925541875
