hypothesis_id,horizon_days,epsilon_bps,strategy,model,test_year,validation_auc,validation_pr_auc,train_rows,validation_rows,feature_count,train_target_rate,validation_target_rate,hyperparameters,corridor,threshold
H008_pooling_ablation,3,50,per_corridor,catboost,2022,0.6444513570262074,0.8050784096110644,1064,244,52,0.6757518796992481,0.6844262295081968,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_TJS,0.7834135733664024
H008_pooling_ablation,3,50,per_corridor,catboost,2022,0.6353564547206166,0.8246022536165148,1064,245,52,0.6578947368421053,0.7061224489795919,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_UZS,0.868395298608546
H008_pooling_ablation,3,50,per_corridor,catboost,2022,0.6333333333333333,0.77561567951001,1064,245,52,0.6842105263157895,0.673469387755102,"{""depth"": 6, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KGS,0.8323707573797944
H008_pooling_ablation,3,50,per_corridor,catboost,2022,0.6604010025062657,0.8135965493633053,1063,244,52,0.6735653809971778,0.6885245901639344,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_AMD,0.8318685046533155
H008_pooling_ablation,3,50,per_corridor,catboost,2022,0.6659189099368561,0.8250110326628558,1063,245,52,0.7187206020696143,0.7224489795918367,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KZT,0.8084581530256965
H008_pooling_ablation,3,50,per_corridor,catboost,2023,0.6193158114309555,0.6936749161685096,1311,243,52,0.6781083142639207,0.5802469135802469,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_TJS,0.6658699342163801
H008_pooling_ablation,3,50,per_corridor,catboost,2023,0.6188446969696971,0.6726365869708625,1312,244,52,0.6676829268292683,0.5409836065573771,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_UZS,0.7645119098103652
H008_pooling_ablation,3,50,per_corridor,catboost,2023,0.6260212418300652,0.6732172792270252,1312,244,52,0.6829268292682927,0.5573770491803278,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KGS,0.7451917500319035
H008_pooling_ablation,3,50,per_corridor,catboost,2023,0.5852335164835165,0.6659418964643445,1310,244,52,0.6770992366412214,0.5737704918032787,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_AMD,0.7210311703657202
H008_pooling_ablation,3,50,per_corridor,catboost,2023,0.5715630252100841,0.5804990493571694,1311,244,52,0.7200610221205187,0.5122950819672131,"{""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.05}",RUB_KZT,0.766329352421628
