run_id,hypothesis_id,model_id,feature_set_id,target_id,strategy,outer_fold,test_year,is_partial_fold,universe_id,corridor,variant,threshold,policy_status,inactive_reason
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_04,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_05,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_06,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_07,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_08,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_09,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_10,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_11,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_12,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,budget_13,0.536081700241148,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_AMD,rf_frequency_control,0.18188706485925152,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,operating,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_00,,inactive,no_quality_feasible_policy
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_01,,inactive,no_quality_feasible_policy
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_02,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_03,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_04,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_05,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_06,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_07,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_08,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_09,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_10,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_11,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_12,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,budget_13,0.531477683879369,active,
20260906_h017_weekly_v4_smoke_04,H017_attractiveness_gate_rf,random_forest,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,6c83e17844187e4f49485ed1,RUB_KGS,rf_frequency_control,0.18130170369033224,active,
