metric,estimate,ci_low,ci_high,bootstrap_se,probability_delta_gt_zero,probability_lift_ge_1_3,probability_improvement,replicates,variant,corridor,baseline,random_mode,universe_id,outcome_id,artifact_schema_version,evaluation_protocol_version,policy_version,matched_random_version
delta_p90_regret_bps,-85.34238061255999,-188.96762949759,41.61416021650753,61.11310524397149,,,0.89,200,operating,RUB_KZT,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6238542150790675,0.5279973965469992,0.7341846400466336,0.04982111052774472,,,,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6278536527196743,0.5372989552671938,0.723064470168154,0.0468733190641338,,,,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.00399943764060691,-0.04730592134054198,0.03119100370947688,0.01981742264684111,0.415,,0.415,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,0.9937193993013826,0.9234938632118946,1.0525638351780093,0.031346097833750336,,0.0,,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,77.35282169849012,51.00088570924846,103.7648863246781,14.159705982015957,,,,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,73.78915530278783,51.10248782845361,99.32388126810149,12.23685335310322,,,,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,3.563666395702273,-10.190795306886892,17.030961601603178,6.376264436865904,,,0.265,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,7.24900834089476,-16.67083670060269,33.80700872263686,12.890965707884824,,,0.3,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,2.403857037839502,-94.95924563188501,159.37804667880002,57.99875420588597,,,0.43,200,operating,RUB_KZT,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6238542150790675,0.5279973965469992,0.7341846400466336,0.04982111052774472,,,,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5862032795583315,0.5161440992874077,0.6503211123345949,0.037476363808061776,,,,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.03765093552073587,-0.039341934859176315,0.1171429574131666,0.04021867465858152,0.81,,0.81,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0652620431470654,0.9361843045112781,1.1973505061749348,0.06924697102285471,,0.0,,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,77.35282169849012,51.00088570924846,103.7648863246781,14.159705982015957,,,,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,101.83557918882032,73.3817430446488,136.46023902426563,15.646477378273767,,,,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-24.4827574903302,-44.81253479184424,-5.323931960336059,10.044086602138497,,,1.0,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-40.54742770263982,-77.90261626661719,-3.78460641591959,19.32950360147407,,,0.985,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-94.0829002385945,-200.572105677,7.990580954899997,59.488453300031104,,,0.925,200,operating,RUB_KZT,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6238542150790675,0.5279973965469992,0.7341846400466336,0.04982111052774472,,,,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.622030244199,0.5500203284946451,0.6826400450919182,0.037631577353153145,,,,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.0018239708800674077,-0.07049360185908791,0.07059819315072964,0.03536193684243711,0.515,,0.515,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0031803151106196,0.8817597929628073,1.1055959111193943,0.05649652259931837,,0.0,,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,77.35282169849012,51.00088570924846,103.7648863246781,14.159705982015957,,,,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,84.34313179664773,63.49916547826701,108.68363326210597,11.965427019409237,,,,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-6.990310098157604,-22.69499545489682,10.45747617564456,8.39730559848119,,,0.81,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-16.77266298707539,-51.02720948586603,21.171576840094886,17.950979479803134,,,0.825,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-37.192953847681004,-151.82399108964,101.33140069655498,57.841696739837566,,,0.78,200,operating,RUB_KZT,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6753167068522704,0.5823139644174783,0.7554920336159018,0.0439348247237026,,,,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.06068657252395067,-0.13279035307200668,0.01944556844597123,0.03870121514352271,0.075,,0.075,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,0.9089628470003552,0.7924698207181573,1.0280724684590339,0.058836307312056156,,0.0,,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.22068544723509,164.5746328394093,28.19606623223343,,,,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,85.42630791440548,56.64992062879989,117.1549184296114,16.822207667753684,,,,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,15.48469245408744,-12.69529189476615,49.709679016766295,15.252989328896463,,,0.13,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,3.1767379042982133,-53.54516245668446,52.38982323624705,26.03073773945828,,,0.42,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,38.513660117314,-70.83248392310003,223.70088926819994,82.05629340585644,,,0.2,200,operating,RUB_TJS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5408580896146886,0.48328072265237243,0.5993290684278172,0.03179819426119195,,,,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.0737720447136312,-0.025587720003744777,0.17930325749539827,0.05070539472074752,0.925,,0.925,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.1358905541467366,0.9512377282079092,1.3227942683736833,0.09267475612597043,,0.045,,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.22068544723509,164.5746328394093,28.19606623223343,,,,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,121.15129815263055,82.68595422240644,164.90542269069192,22.463766068712328,,,,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-20.240297784137628,-45.01771270248334,6.299661948444348,13.465157661478035,,,0.94,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-4.63080674115764,-54.495057785149136,56.26048330403572,28.670023164348823,,,0.6,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-67.601435105462,-194.10527001536752,51.20205365876006,73.44418539002143,,,0.845,200,operating,RUB_TJS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5868501798495117,0.5152996758927535,0.6497583731166019,0.03509892408429871,,,,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.027779954478808058,-0.06497824461282851,0.1317837164404526,0.04967109236056451,0.68,,0.68,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.0468403885138207,0.8880926779414039,1.2043251975081442,0.08421206363301141,,0.0,,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.22068544723509,164.5746328394093,28.19606623223343,,,,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,106.45583222230795,72.86294816658432,147.90471533067526,20.657570410937904,,,,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-5.5448318538150145,-28.620822630871942,21.375603761114785,12.819628588130909,,,0.675,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,1.9672286100195395,-44.130970490356525,61.77202597133477,27.287309668673174,,,0.475,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-25.18677205307001,-148.7318911773225,85.84296911516505,71.90405821573445,,,0.635,200,operating,RUB_TJS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.498585038997702,0.398861089026553,0.596293978882339,0.05262693771448061,,,,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.11604509533061774,0.03077794735195813,0.2047852647882304,0.044908679512896434,1.0,,1.0,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.2368699645367205,1.0623787804310427,1.449720227637308,0.09880209663714203,,0.225,,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.22068544723509,164.5746328394093,28.19606623223343,,,,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,86.74209527202991,57.821338487438375,120.60882010861951,17.332085868077098,,,,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,14.16890509646302,-9.321018372394803,46.7934100625469,13.806247588689427,,,0.145,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,84.32453262539721,31.95855299440985,166.42957660933962,32.90367058520995,,,0.005,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,28.298330126567,-86.20803782803,201.1411190750151,80.34637250201091,,,0.24,200,operating,RUB_TJS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.3641232448380616,0.30186268709907343,0.4263854887034971,0.034201497427001105,,,,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.2505068894902582,0.14496089071513055,0.36678831468015116,0.057115844332867406,1.0,,1.0,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.695231572958878,1.352642242687686,2.0634711611264542,0.17567593647621566,,0.995,,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.22068544723509,164.5746328394093,28.19606623223343,,,,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,118.71808455300474,81.98680335607912,159.4486820865818,21.07901012128725,,,,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-17.8070841845118,-47.291689662051205,13.83507761751507,14.46290564498414,,,0.905,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,66.83124707541855,9.831207359239027,150.92962681050872,36.755204244819325,,,0.025,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-52.60186778572,-182.76180753379248,92.08809015598997,83.94735118376435,,,0.78,200,operating,RUB_TJS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.42891894869233765,0.35077783179387456,0.4930796371647165,0.039613573409016584,,,,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.18571118563598207,0.08163373077789644,0.2979844122886785,0.05732234763507476,1.0,,1.0,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.4386063610173856,1.1668478441692638,1.724801471193425,0.14544300318884495,,0.81,,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.22068544723509,164.5746328394093,28.19606623223343,,,,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,99.77971276802549,72.21110812723491,133.13829406322276,16.564223711874615,,,,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,1.1312876004674346,-25.8256403540393,36.21629112049508,15.416591091402418,,,0.48,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,79.57663022960573,20.37549991386982,167.51454492783193,36.465844540802856,,,0.005,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-3.2313030152950044,-129.9983420169225,162.7223063085575,85.20285926727483,,,0.545,200,operating,RUB_TJS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6396242554547087,0.5147617387261739,0.7543953700541993,0.05898858032195326,,,,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.024994121126388876,-0.05448001740409164,0.007253130916317156,0.01627432313956524,0.055,,0.055,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,0.9601136354588397,0.9087136775940173,1.010488106426781,0.02666233580855164,,0.0,,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.2206854472351,164.57463283940936,28.19606623223343,,,,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,99.79799220807847,54.59741976832205,160.44807593699883,28.941704755023643,,,,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,1.113008160414462,-6.505956531166873,9.504115043787605,4.184104000206615,,,0.4,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-11.855166104865372,-38.694060880573794,9.22927690285935,13.092197376256074,,,0.815,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-6.408779568386002,-77.76989834284748,70.84663072892764,63.832603561875054,,,0.27,200,operating,RUB_TJS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5749356374401808,0.49325420933481895,0.6533823651699007,0.04235121506581906,,,,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.03969449688813893,-0.04398937105562714,0.129162474222804,0.04497770216214527,0.835,,0.835,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0689290822764859,0.918746901607328,1.2269077083376703,0.07827843271084818,,0.0,,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.2206854472351,164.57463283940936,28.19606623223343,,,,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,121.34634193261995,72.62609967302497,186.88772055403916,31.335631399768072,,,,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-20.43534156412701,-43.71817376128347,-0.820862102851205,11.608551482383781,,,0.985,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-22.8235333353237,-69.01208810534858,30.635843044831475,25.892634085276967,,,0.81,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-68.87329954687,-194.36770334369248,38.89433856671761,74.5567949068467,,,0.835,200,operating,RUB_TJS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6146301343283198,0.49267083985393845,0.7500905797101449,0.06445822538979225,,,,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6073342181246837,0.5183673570510378,0.6894051960593314,0.04256171379796251,,,,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.007295916203636204,-0.07775389990890015,0.08937422385353926,0.043171452761335126,0.555,,0.555,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0114345085339647,0.8738830396928332,1.1389771455924231,0.07113369784981523,,0.0,,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,100.91100036849294,55.2206854472351,164.57463283940936,28.19606623223343,,,,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,103.77758929303407,59.83628432299817,162.92228860431683,28.11304395648695,,,,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-2.86658892454115,-21.5251793558883,14.510180050601948,9.785322420770889,,,0.615,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-3.087007105835197,-45.02530496200062,46.27525319008766,22.93550236214396,,,0.57,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-3.211891408236505,-123.65788420850004,97.05694926440003,71.00633886181747,,,0.39,200,operating,RUB_TJS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6565984868790525,0.58337198605155,0.724008660640576,0.03832273949916937,,,,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.010437987050466904,-0.0705387922095736,0.0386013982968098,0.02785829206005717,0.35,,0.35,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,0.984385904610182,0.8944038175216629,1.0632106013065379,0.04255856241373717,,0.0,,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,74.8279324308466,54.85966283413273,99.77624091986765,12.228895309722663,,,,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
