metric,estimate,ci_low,ci_high,bootstrap_se,probability_delta_gt_zero,probability_lift_ge_1_3,probability_improvement,replicates,variant,corridor,baseline,random_mode,universe_id,outcome_id,artifact_schema_version,evaluation_protocol_version,policy_version,matched_random_version
delta_mean_regret_bps,-10.553308817391567,-33.75837392662723,10.673749849484876,11.778306983779125,,,0.84,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-39.93985090233118,-87.47374730344174,8.848935810710618,25.92794261995792,,,0.95,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-35.0939381611935,-138.8349665428,46.03446762588504,46.65937478223161,,,0.685,200,operating,RUB_UZS,future_safety,calendar_month_weekday,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5561443677753153,0.5078872727646988,0.6050175279424909,0.026296081304667634,,,,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.09001613205327022,0.012062509556279919,0.15628947205874355,0.039552173345510984,0.98,,0.98,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.1626865030093136,1.0215133708443533,1.2907400988463744,0.07260373492062012,,0.02,,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,104.18240318544913,79.29378848709666,135.17145553580073,14.670520428301684,,,,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-39.90777957199409,-60.94494267038722,-17.308753698215693,11.279762780715954,,,1.0,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-58.68284309736736,-96.25024130982847,-15.406099888204135,21.082305368557982,,,1.0,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-114.354164693565,-207.00670033144252,-29.586117058069988,47.347625955430395,,,1.0,200,operating,RUB_UZS,future_safety,calendar_month,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6133731399740305,0.5678142067816223,0.6573227414562011,0.025738051376232345,,,,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.032787359854554936,-0.03956507495708371,0.09557712312990889,0.03570748968375716,0.8,,0.8,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
lift,1.053527472341397,0.9329547209833722,1.1614408108221457,0.05852831546968466,,0.0,,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,83.7686399641112,65.31684263347356,106.83481155526118,10.846714835104239,,,,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-19.494016350656178,-38.831166537766066,1.305526104894736,10.161532610802157,,,0.95,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-39.09027292424369,-77.87547681499157,-1.9788994919843415,20.16416955454842,,,0.975,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-42.5310280277085,-112.43106683323502,25.963928001699998,37.27539894329587,,,0.855,200,operating,RUB_UZS,future_safety,month_update_gap,6c83e17844187e4f49485ed1:full,future_safety_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.4535923583103535,0.37830597907782926,0.5368477424430618,0.04191050181019252,,,,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.19256814151823207,0.12250207330386835,0.2682196770123156,0.03608990975479691,1.0,,1.0,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.4308414436457275,1.2512623756965309,1.643534701735047,0.10244538024029218,,0.91,,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,74.9292054588429,53.98580456886755,99.23373830252606,12.512096426066437,,,,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-10.65458184538787,-34.48066738731666,9.610343153481624,11.288748635403778,,,0.845,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,34.464575340453706,-3.6830083231844384,78.89559046179403,22.271526808779736,,,0.06,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-35.448219180708996,-131.35715844980498,25.963928001699998,41.26182778938666,,,0.73,200,operating,RUB_UZS,product,calendar_month_weekday,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.3631593884007429,0.3036861481729532,0.42202231184772765,0.03012772863000936,,,,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.2830011114278427,0.19175432187046001,0.3737681550995999,0.04872914123175864,1.0,,1.0,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.7897963384319502,1.4946203717212396,2.163298657799123,0.17680835348039609,,1.0,,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,102.18984071200906,77.71187901347017,132.3786540674379,14.20371363418138,,,,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-37.91521709855404,-58.92588762598834,-15.453267575045459,11.200993501501753,,,1.0,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,10.489815500189488,-28.283477394690166,46.3977694783761,20.054139888523256,,,0.315,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-101.8364819588235,-194.67312417859497,-20.816306546322487,44.78995939325004,,,0.995,200,operating,RUB_UZS,product,calendar_month,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_hit_rate,0.4015477065762325,0.3450115313653137,0.45583833103279253,0.03074216726112245,,,,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_hit_rate,0.24461279325235302,0.1445168077745281,0.335446586006673,0.04799052820311688,1.0,,1.0,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
lift,1.616758240349613,1.333561437856936,1.8881511666911681,0.14753797299066196,,0.995,,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
matched_random_mean_regret_bps,87.27307776029882,68.44342627509987,112.54457463152501,11.236086383592683,,,,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_mean_regret_bps,-22.998454146843798,-41.75122319370544,-4.1954792269310035,9.567561526164875,,,0.99,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_false_push_regret_bps,25.829266633789704,-7.638024356549183,63.02429384723047,17.7380693710658,,,0.075,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
delta_p90_regret_bps,-51.1153911167385,-126.5841935254,19.07484284056004,38.50202915404643,,,0.92,200,operating,RUB_UZS,product,month_update_gap,6c83e17844187e4f49485ed1:full,gate28_50_and_message_hit_v1,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6493693299219057,0.5766904019682053,0.723761041386391,0.04286986371643261,,,,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,-0.003208830093320131,-0.03801806665157645,0.026300430314763947,0.01802345652603909,0.495,,0.495,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,0.9952744302110175,0.9397328607679235,1.040291732571401,0.027967077096813914,,0.0,,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,65.51702962676565,46.42094792020418,87.94346584655199,11.45909699062298,,,,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-1.2424060133106176,-10.070188602914223,6.999503964906916,4.5649692296880815,,,0.605,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-7.006428429606959,-24.969026391563858,10.100530722981016,9.128727133087622,,,0.77,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-6.0755858372285,-53.836569937700006,29.997839660150042,21.8766588760768,,,0.43,200,operating,RUB_UZS,conditional,calendar_month_weekday,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.5807998654175769,0.5141331399171768,0.6465085258498161,0.030665944216223387,,,,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.0653606344110087,0.0014620671069449293,0.1282957359438746,0.03387019893552334,0.975,,0.975,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.113024935390021,1.0024784165357752,1.2230425065161175,0.059104829754524975,,0.0,,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,93.07815158448,65.04701444666055,128.59819241225298,15.955399690384723,,,,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-28.803527971024973,-49.60294972667356,-10.581304272139745,10.159684020265674,,,1.0,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-45.73727715157107,-79.58804955827053,-10.943906779635892,18.00566785943246,,,1.0,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-85.1418818002885,-179.03074818313,-12.716528554444965,44.41140683910481,,,0.99,200,operating,RUB_UZS,conditional,calendar_month,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_hit_rate,0.6461604998285856,0.5681077075098815,0.7253928571428572,0.04433792059186221,,,,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_hit_rate,0.6156354012595571,0.5538342283770658,0.6838740018292186,0.031893082822523934,,,,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.030525098569028537,-0.0324811083524317,0.0909797959756067,0.033647475652769335,0.825,,0.825,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
lift,1.0499516045709156,0.9459505102766071,1.145758418813047,0.054971258790187466,,0.0,,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
model_mean_regret_bps,64.27462361345502,44.34131475906052,91.56472329465046,12.110008616850946,,,,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
matched_random_mean_regret_bps,78.24145701779595,54.501165030377585,105.68288622236736,13.329940963008417,,,,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_mean_regret_bps,-13.966833404340932,-30.26562487597597,3.4206575884782073,9.285221285505928,,,0.935,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_false_push_regret_bps,-25.88203198742596,-58.087497158623854,5.926905890232475,17.081791115616152,,,0.93,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_p90_regret_bps,-30.657556316650503,-95.57397796851,18.898392446280003,33.169179039922774,,,0.785,200,operating,RUB_UZS,conditional,month_update_gap,6c83e17844187e4f49485ed1:gate28_50,conditional_message_hit_v2,3,temporal_v3,4,4
delta_hit_rate,0.06128501581111902,-0.12286165456267163,0.20591386554621843,0.08213201517957892,0.765,,,200,operating,RUB_AMD,rf_equal_count,,,,3,temporal_v3,4,4
delta_mean_regret_bps,-27.511737610578624,-74.74022726665844,16.05816500696629,24.102752069844428,0.125,,,200,operating,RUB_AMD,rf_equal_count,,,,3,temporal_v3,4,4
delta_signals,1.34,-19.0,24.025000000000006,11.774019606253516,0.51,,,200,operating,RUB_AMD,rf_equal_count,,,,3,temporal_v3,4,4
delta_hit_rate,0.02516815111216104,-0.11311667412815196,0.1658640397657524,0.07075277864893859,0.63,,,200,operating,RUB_KGS,rf_equal_count,,,,3,temporal_v3,4,4
delta_mean_regret_bps,7.284623855716444,-20.509502809096173,33.57090349676834,13.895241828093418,0.7,,,200,operating,RUB_KGS,rf_equal_count,,,,3,temporal_v3,4,4
delta_signals,2.365,-17.025,23.025000000000006,10.7662125029321,0.56,,,200,operating,RUB_KGS,rf_equal_count,,,,3,temporal_v3,4,4
delta_hit_rate,0.08455103723505898,-0.030335295563156214,0.19739306533424178,0.057237387477292366,0.935,,,200,operating,RUB_KZT,rf_equal_count,,,,3,temporal_v3,4,4
delta_mean_regret_bps,-37.62911261067236,-72.3148129863309,-6.110618343989365,17.14738895185219,0.01,,,200,operating,RUB_KZT,rf_equal_count,,,,3,temporal_v3,4,4
delta_signals,0.78,-19.025,20.0,9.884844498208803,0.52,,,200,operating,RUB_KZT,rf_equal_count,,,,3,temporal_v3,4,4
delta_hit_rate,0.04215745508111653,-0.10095174969786047,0.2067500558517195,0.08146201966260565,0.685,,,200,operating,RUB_TJS,rf_equal_count,,,,3,temporal_v3,4,4
delta_mean_regret_bps,-16.34335581889833,-69.94719298238948,24.250022515983513,24.46281272078151,0.255,,,200,operating,RUB_TJS,rf_equal_count,,,,3,temporal_v3,4,4
delta_signals,4.885,-15.0,23.0,9.678332791764328,0.705,,,200,operating,RUB_TJS,rf_equal_count,,,,3,temporal_v3,4,4
delta_hit_rate,0.05506710288128305,-0.06832511283043194,0.16688596491228072,0.06289375310467465,0.825,,,200,operating,RUB_UZS,rf_equal_count,,,,3,temporal_v3,4,4
delta_mean_regret_bps,-22.936717094359256,-55.80095948786478,9.058317560430291,17.290203217810394,0.09,,,200,operating,RUB_UZS,rf_equal_count,,,,3,temporal_v3,4,4
delta_signals,1.75,-22.0,24.0,11.598280066566447,0.535,,,200,operating,RUB_UZS,rf_equal_count,,,,3,temporal_v3,4,4
