metric,estimate,ci_low,ci_high,bootstrap_se,probability_delta_gt_zero,replicates
delta_hit_rate,-0.0060855031437258575,-0.02727852236062896,0.02312497358204086,0.01274400422017685,0.325,200
delta_mean_regret_bps,-1.079212387271662,-4.3879327860501816,1.8308513480832846,1.607988603313199,0.26,200
delta_signals,-114.345,-147.0,-84.975,16.446226522645578,0.0,200
