corridor,horizon_days,test_year,train_rows,validation_rows,test_rows,threshold,validation_auc,test_auc,signals,signals_per_week,signal_hit_rate,random_hit_rate,random_hit_rate_ci_low,random_hit_rate_ci_high,lift,future_regret_bps_mean,moment_advantage_bps_mean,moment_advantage_bps_ci_low,moment_advantage_bps_ci_high
RUB_AMD,3,2026,2054,245,160,0.8781416054595204,0.7378355704697986,0.6357258499730167,4,0.12280701754385966,0.75,0.5591666666666667,0.25,0.75,1.3412816691505216,20.4713573026,-26.124279440675,-40.728821348250115,-11.519737533099887
RUB_AMD,5,2022,1062,243,247,0.7521927332341143,0.6117522871217452,0.5727893837866246,1,0.01977401129943503,0.0,0.49,0.0,1.0,0.0,158.7966727125,395.8748114713,395.8748114713,395.8748114713
RUB_AMD,5,2023,1308,242,247,0.00038269297529766664,0.5350222526532009,0.4918930762489045,51,1.0084745762711864,0.5882352941176471,0.6338562091503267,0.5490196078431373,0.7254901960784313,0.9280263971952982,96.29912888096666,-11.287718551733333,-35.09643487815257,12.520997774685904
RUB_AMD,5,2024,1554,243,248,0.5053881377306881,0.4932174973327237,0.4876962395034684,46,0.9096045197740114,0.6739130434782609,0.6571739130434783,0.5869565217391305,0.7391304347826086,1.0254713860403573,73.24790820195,2.000195734123912,-19.172648770370248,23.173040238618075
RUB_AMD,5,2025,1802,245,247,0.5539417889823369,0.5349546333482077,0.6752786885245902,45,0.8873239436619718,0.4888888888888889,0.46274074074074073,0.3438888888888889,0.5555555555555556,1.0565071234192411,70.07657822483999,12.654980833675555,-6.734558945733909,32.04452061308502
RUB_AMD,5,2026,2051,244,159,0.6881313599916519,0.6761008403361345,0.6537962362102531,16,0.49339207048458145,0.8125,0.465,0.3125,0.5953124999999986,1.7473118279569892,22.979261299775,0.4102115724750002,-22.633608563823973,23.45403170877397
RUB_AMD,10,2022,1053,239,247,0.5475089085786758,0.6305964912280702,0.5233868695407157,2,0.03954802259887006,0.0,0.63,0.0,1.0,0.0,732.7218519864999,98.77688686989998,-866.6888904661599,1064.24266420596
RUB_AMD,10,2023,1300,239,247,0.00010192577346131714,0.44355809753160746,0.4681878306878307,51,1.0084745762711864,0.5098039215686274,0.522156862745098,0.45098039215686275,0.5882352941176471,0.976342470897484,146.68002489770785,-10.638961007974508,-44.13638221181434,22.858460195865327
RUB_AMD,10,2024,1547,240,248,0.35150464385782143,0.5446353139960575,0.39402906556191225,49,0.9689265536723164,0.5102040816326531,0.5276190476190477,0.4489795918367347,0.6122448979591837,0.966993295513151,137.0691314175204,-10.98160549319592,-37.299506238519,15.336295252127163
RUB_AMD,10,2025,1795,242,247,0.46517233382292716,0.4327102159067393,0.6144939965694682,29,0.571830985915493,0.3103448275862069,0.292183908045977,0.1724137931034483,0.41379310344827586,1.0621557828481512,109.13075761371383,4.442541148565519,-25.38002225560328,34.265104552734314
RUB_AMD,10,2026,2044,240,155,0.5527486022998519,0.6359013282732447,0.5956029313790806,17,0.5384615384615384,0.5294117647058824,0.38941176470588235,0.29411764705882354,0.5294117647058824,1.3595166163141994,87.12235934380588,-18.12949023140588,-47.1526292107943,10.893648747982542
RUB_AMD,20,2022,1040,233,247,0.4150369174343851,0.5979746835443038,0.5217247097844113,2,0.03954802259887006,0.0,0.4866666666666667,0.0,1.0,0.0,845.44065192655,93.89287167699999,-577.4084988853399,765.1942422393399
RUB_AMD,20,2023,1287,232,247,6.313356253269632e-05,0.4470328827533314,0.4513687812582258,51,1.0084745762711864,0.43137254901960786,0.4574509803921568,0.39215686274509803,0.5294117647058824,0.9429918559794258,202.98803918148042,-8.16904127048431,-56.3097608296858,39.971678288717186
RUB_AMD,20,2024,1533,232,248,0.3138641721442641,0.4968394437420986,0.3992753623188406,28,0.5536723163841808,0.35714285714285715,0.3566666666666667,0.25,0.4642857142857143,1.0013351134846462,187.65277641477502,39.16342778391785,-9.152653402335538,87.47950897017122
RUB_AMD,20,2025,1780,234,247,0.28501646925939156,0.4032281839622642,0.6833160800552105,44,0.8676056338028169,0.3181818181818182,0.2460606060606061,0.18181818181818182,0.3181818181818182,1.2931034482758619,227.98876011798183,21.018817945429543,-20.675225790139653,62.71286168099874
RUB_AMD,20,2026,2029,233,148,0.41714717320227795,0.6844894026974951,0.7064425770308124,19,0.6273584905660378,0.631578947368421,0.2503508771929825,0.15789473684210525,0.3684210526315789,2.522775052557813,88.32651848007896,75.39010823633684,28.03428054939821,122.74593592327548
RUB_KZT,1,2022,1066,247,247,0.930505059797107,0.6892441860465116,0.6839796860572483,4,0.07909604519774012,1.0,0.9208333333333333,0.75,1.0,1.0859728506787332,0.0,-7.8755437742000005,-31.326046812179964,15.574959263779963
RUB_KZT,1,2023,1314,246,247,0.7830963079663211,0.6815015479876161,0.6864248317127898,44,0.8700564971751413,0.9090909090909091,0.6975,0.5909090909090909,0.7954545454545454,1.3033561420658195,21.544753511231814,3.3096686865772726,-10.040162797578827,16.659500170733374
RUB_KZT,1,2024,1561,247,248,0.8765357079284473,0.6653889304412864,0.6990384615384615,45,0.8898305084745763,0.9333333333333333,0.81,0.7216666666666667,0.8888888888888888,1.1522633744855966,10.744472423766666,-4.894432955551111,-12.30615319164983,2.517287280547608
RUB_KZT,1,2025,1809,248,247,0.8919877912892855,0.7090144230769231,0.5814595660749506,48,0.9464788732394366,0.9583333333333334,0.7091666666666666,0.625,0.8125,1.3513513513513515,5.186964322504167,-5.183804265364583,-14.249960322857387,3.8823517921282216
RUB_KZT,1,2026,2057,246,161,0.9264397229566994,0.5957573354480571,0.5713166144200627,23,0.696969696969697,1.0,0.7176811594202898,0.5652173913043478,0.8695652173913043,1.3933764135702749,0.0,-6.642741409530436,-21.13297111482626,7.847488295765385
RUB_KZT,3,2022,1063,245,247,0.8978232093614109,0.659189099368561,0.6466614193886921,0,0.0,,,,,,,,,
