indicator,corridor,horizon_days,test_year,threshold,signals,signals_per_week,signal_hit_rate,random_hit_rate,lift
momentum,RUB_KGS,3,2022,0.004179475983336029,38,0.7514124293785311,0.39473684210526316,0.4112280701754386,0.9598976109215017
level,RUB_KGS,3,2022,-0.0012174076479254347,16,0.3163841807909605,0.5625,0.3754166666666667,1.4983351831298557
reversal,RUB_KGS,3,2022,-0.005270172439671226,17,0.3361581920903955,0.8823529411764706,0.36980392156862746,2.386002120890774
seasonality,RUB_KGS,3,2022,0.6344265952699689,44,0.8700564971751413,0.5227272727272727,0.4575,1.1425732737208145
momentum,RUB_KGS,3,2023,-0.012479616956625559,48,0.9491525423728814,0.625,0.6962499999999999,0.8976660682226213
level,RUB_KGS,3,2023,-0.0786025947837776,50,0.9887005649717514,0.66,0.6955999999999999,0.9488211615871193
reversal,RUB_KGS,3,2023,-0.006553448520883007,10,0.1977401129943503,0.6,0.769,0.7802340702210663
seasonality,RUB_KGS,3,2023,0.7131147540983607,24,0.4745762711864407,0.5416666666666666,0.7504166666666666,0.7218212104386452
momentum,RUB_KGS,3,2024,-0.03470801969197601,54,1.0677966101694916,0.6666666666666666,0.7020987654320987,0.9495340249692281
level,RUB_KGS,3,2024,-0.07091296514986042,53,1.0480225988700564,0.660377358490566,0.700566037735849,0.9426339886883921
reversal,RUB_KGS,3,2024,-0.069670570806136,53,1.0480225988700564,0.660377358490566,0.699559748427673,0.9439899307740717
seasonality,RUB_KGS,3,2024,0.6,46,0.9096045197740114,0.6956521739130435,0.6964492753623187,0.9988554780980129
momentum,RUB_KGS,3,2025,-0.0010935003864870566,48,0.9464788732394366,0.4791666666666667,0.5490277777777777,0.8727548697192008
level,RUB_KGS,3,2025,-0.007713622059404243,30,0.5915492957746479,0.4666666666666667,0.5116666666666667,0.9120521172638436
reversal,RUB_KGS,3,2025,-0.0063338088646002575,28,0.5521126760563381,0.5,0.4988095238095238,1.0023866348448687
seasonality,RUB_KGS,3,2025,0.6164383561643836,45,0.8873239436619718,0.4222222222222222,0.5467407407407406,0.7722530822381792
momentum,RUB_KGS,3,2026,0.0049343411138929255,21,0.6447368421052632,0.5714285714285714,0.4977777777777777,1.1479591836734695
level,RUB_KGS,3,2026,-0.0023805019937287123,10,0.30701754385964913,0.4,0.602,0.6644518272425249
reversal,RUB_KGS,3,2026,-0.0023310057705777975,9,0.27631578947368424,0.6666666666666666,0.6025925925925926,1.1063306699446835
seasonality,RUB_KGS,3,2026,0.7133430021754898,9,0.27631578947368424,0.6666666666666666,0.5937037037037037,1.122894572676232
momentum,RUB_KGS,5,2022,0.00388532534289332,38,0.7514124293785311,0.3157894736842105,0.34929824561403505,0.9040683073832245
level,RUB_KGS,5,2022,-0.00015165676896293658,14,0.2768361581920904,0.42857142857142855,0.3459523809523809,1.2388162422573985
reversal,RUB_KGS,5,2022,-0.005373939638616975,17,0.3361581920903955,0.5882352941176471,0.3345098039215686,1.758499413833529
seasonality,RUB_KGS,5,2022,0.4916902642934197,49,0.9689265536723164,0.40816326530612246,0.41374149659863946,0.9865175928970733
momentum,RUB_KGS,5,2023,-0.006479585403713406,43,0.8502824858757062,0.5581395348837209,0.6492248062015504,0.8597014925373133
level,RUB_KGS,5,2023,-0.07895933922937469,50,0.9887005649717514,0.62,0.6452666666666667,0.9608430622998244
reversal,RUB_KGS,5,2023,-0.0047875150535724425,8,0.15819209039548024,0.625,0.7220833333333333,0.8655510675129833
seasonality,RUB_KGS,5,2023,0.5833333333333334,19,0.37570621468926557,0.47368421052631576,0.6742105263157894,0.7025761124121781
momentum,RUB_KGS,5,2024,-0.03480245570797491,54,1.0677966101694916,0.5925925925925926,0.625,0.9481481481481481
level,RUB_KGS,5,2024,-0.06793804253012414,51,1.0084745762711864,0.5686274509803921,0.6188235294117647,0.9188846641318125
reversal,RUB_KGS,5,2024,-0.03719086319270206,44,0.8700564971751413,0.5909090909090909,0.6292424242424242,0.939080183000241
seasonality,RUB_KGS,5,2024,0.48314680710994073,50,0.9887005649717514,0.6,0.6112000000000001,0.9816753926701569
momentum,RUB_KGS,5,2025,-0.007103906604282927,50,0.9859154929577465,0.4,0.49126666666666663,0.8142217397204506
level,RUB_KGS,5,2025,-0.03170013178167932,45,0.8873239436619718,0.35555555555555557,0.49496296296296294,0.7183478000598624
reversal,RUB_KGS,5,2025,-0.0049638458508831085,27,0.532394366197183,0.4074074074074074,0.42395061728395056,0.9609784507862552
seasonality,RUB_KGS,5,2025,0.5975609756097561,14,0.27605633802816903,0.6428571428571429,0.30785714285714283,2.0881670533642693
momentum,RUB_KGS,5,2026,-0.05191962760505642,33,1.0176211453744493,0.45454545454545453,0.5275757575757575,0.8615738081562322
level,RUB_KGS,5,2026,-0.04483220161067528,24,0.7400881057268722,0.375,0.4583333333333333,0.8181818181818182
reversal,RUB_KGS,5,2026,-0.0023108193571087458,9,0.2775330396475771,0.5555555555555556,0.5140740740740741,1.0806916426512967
seasonality,RUB_KGS,5,2026,0.6228571428571429,9,0.2775330396475771,0.6666666666666666,0.4940740740740741,1.349325337331334
momentum,RUB_KGS,10,2022,0.003882331484174162,38,0.7514124293785311,0.21052631578947367,0.22728070175438594,0.9262832883056735
level,RUB_KGS,10,2022,-0.00030188270159436725,14,0.2768361581920904,0.21428571428571427,0.2573809523809524,0.8325624421831637
reversal,RUB_KGS,10,2022,-0.0009284868367647859,14,0.2768361581920904,0.35714285714285715,0.25904761904761897,1.3786764705882357
seasonality,RUB_KGS,10,2022,0.37349397590361444,52,1.0282485875706215,0.28846153846153844,0.2973717948717948,0.9700366458288425
momentum,RUB_KGS,10,2023,-0.012332718524312102,48,0.9491525423728814,0.5208333333333334,0.5386111111111112,0.966993295513151
level,RUB_KGS,10,2023,-0.07982547571588139,50,0.9887005649717514,0.52,0.534,0.9737827715355805
reversal,RUB_KGS,10,2023,-0.08222055245887634,50,0.9887005649717514,0.52,0.5358666666666666,0.9703906444389153
seasonality,RUB_KGS,10,2023,0.3968253968253968,43,0.8502824858757062,0.6511627906976745,0.5513953488372093,1.180936313791649
momentum,RUB_KGS,10,2024,-0.0008732699643920381,40,0.7909604519774012,0.6,0.5123333333333333,1.1711125569290826
level,RUB_KGS,10,2024,-0.06826066268884061,53,1.0480225988700564,0.5283018867924528,0.5440251572327045,0.9710982658959536
reversal,RUB_KGS,10,2024,-0.061447389010012385,51,1.0084745762711864,0.5490196078431373,0.5424836601307189,1.0120481927710845
seasonality,RUB_KGS,10,2024,0.3629032258064516,36,0.711864406779661,0.5,0.49703703703703705,1.005961251862891
momentum,RUB_KGS,10,2025,-0.000759852869359201,47,0.9267605633802817,0.3404255319148936,0.3379432624113475,1.007345225603358
level,RUB_KGS,10,2025,-0.03509760651517774,49,0.9661971830985915,0.3673469387755102,0.3378231292517007,1.0873942811115584
reversal,RUB_KGS,10,2025,-0.04169495982467891,52,1.0253521126760563,0.3269230769230769,0.35173076923076924,0.9294696555494806
seasonality,RUB_KGS,10,2025,0.3160919540229885,53,1.0450704225352112,0.33962264150943394,0.3509433962264151,0.9677419354838708
momentum,RUB_KGS,10,2026,-0.05191962760505642,32,1.0135746606334841,0.4375,0.43822916666666667,0.9983361064891847
level,RUB_KGS,10,2026,-0.00232943304056868,10,0.3167420814479638,0.2,0.42566666666666664,0.4698512137823023
reversal,RUB_KGS,10,2026,-0.032766972543457215,21,0.665158371040724,0.38095238095238093,0.3276190476190476,1.1627906976744187
seasonality,RUB_KGS,10,2026,0.48,11,0.34841628959276016,0.5454545454545454,0.3987878787878788,1.3677811550151975
momentum,RUB_KGS,20,2022,0.0038956054278179997,38,0.7514124293785311,0.18421052631578946,0.17289473684210524,1.0654490106544903
level,RUB_KGS,20,2022,-0.000177761997483804,14,0.2768361581920904,0.21428571428571427,0.15952380952380948,1.3432835820895526
reversal,RUB_KGS,20,2022,-0.006010085503098916,17,0.3361581920903955,0.35294117647058826,0.13215686274509805,2.6706231454005933
seasonality,RUB_KGS,20,2022,0.21830362687864868,48,0.9491525423728814,0.1875,0.22798611111111114,0.8224185196466646
momentum,RUB_KGS,20,2023,-0.011379031406247273,48,0.9491525423728814,0.4583333333333333,0.4816666666666667,0.9515570934256055
level,RUB_KGS,20,2023,-0.07994622973414144,50,0.9887005649717514,0.46,0.47306666666666664,0.9723788049605413
reversal,RUB_KGS,20,2023,-0.08172402041409231,50,0.9887005649717514,0.46,0.47279999999999994,0.9729272419627751
seasonality,RUB_KGS,20,2023,0.30864197530864196,36,0.711864406779661,0.5555555555555556,0.5715740740740741,0.9719747286570549
momentum,RUB_KGS,20,2024,-0.00309866791117365,46,0.9096045197740114,0.4782608695652174,0.43166666666666664,1.107940238375021
level,RUB_KGS,20,2024,-0.066157791940118,51,1.0084745762711864,0.45098039215686275,0.431437908496732,1.0452961672473868
reversal,RUB_KGS,20,2024,-0.060689591141781934,51,1.0084745762711864,0.47058823529411764,0.43215686274509807,1.0889292196007259
seasonality,RUB_KGS,20,2024,0.3064516129032258,27,0.5338983050847458,0.37037037037037035,0.3811111111111111,0.9718172983479105
momentum,RUB_KGS,20,2025,-0.0007905378837508303,47,0.9267605633802817,0.23404255319148937,0.2295035460992908,1.0197775030902347
level,RUB_KGS,20,2025,-0.049165318922627634,53,1.0450704225352112,0.20754716981132076,0.21999999999999995,0.9433962264150946
reversal,RUB_KGS,20,2025,-0.048985668689917015,53,1.0450704225352112,0.20754716981132076,0.22138364779874214,0.9375
seasonality,RUB_KGS,20,2025,0.20114942528735633,53,1.0450704225352112,0.20754716981132076,0.220251572327044,0.9423186750428327
momentum,RUB_KGS,20,2026,-0.0007412291853186476,22,0.7264150943396227,0.22727272727272727,0.2851515151515151,0.7970244420828907
level,RUB_KGS,20,2026,-0.00385737325543527,10,0.33018867924528306,0.2,0.3696666666666666,0.5410279531109109
reversal,RUB_KGS,20,2026,-0.024807434484527713,20,0.6603773584905661,0.3,0.2518333333333333,1.1912640635340834
seasonality,RUB_KGS,20,2026,0.34269662921348315,23,0.7594339622641509,0.5217391304347826,0.30855072463768113,1.690934711131987
momentum,RUB_AMD,1,2022,0.0004221989446877017,41,0.8107344632768362,0.6341463414634146,0.6311382113821137,1.0047661986345486
level,RUB_AMD,1,2022,-0.005476817189757316,16,0.3163841807909605,0.5625,0.61,0.9221311475409836
reversal,RUB_AMD,1,2022,-0.0013191107643091976,13,0.2570621468926554,0.7692307692307693,0.6048717948717949,1.271725307333616
seasonality,RUB_AMD,1,2022,0.7923652819486152,39,0.7711864406779662,0.717948717948718,0.6153846153846154,1.1666666666666665
momentum,RUB_AMD,1,2023,-0.018867652385876482,50,0.9887005649717514,0.72,0.7937333333333334,0.9071056610112547
level,RUB_AMD,1,2023,-0.123529807328834,51,1.0084745762711864,0.7058823529411765,0.793921568627451,0.8891084218325512
reversal,RUB_AMD,1,2023,-0.004159111290525884,7,0.1384180790960452,0.7142857142857143,0.8133333333333332,0.8782201405152226
seasonality,RUB_AMD,1,2023,0.8101533580116345,31,0.612994350282486,0.6774193548387096,0.8192473118279571,0.8268801680010499
momentum,RUB_AMD,1,2024,-0.007650073175793026,49,0.9689265536723164,0.7959183673469388,0.8472789115646259,0.939381774387796
level,RUB_AMD,1,2024,-0.0929223492557733,54,1.0677966101694916,0.8333333333333334,0.8580864197530864,0.9711531544493203
reversal,RUB_AMD,1,2024,-0.08008028647956943,54,1.0677966101694916,0.8333333333333334,0.8564814814814813,0.9729729729729732
seasonality,RUB_AMD,1,2024,0.76,42,0.8305084745762712,0.8333333333333334,0.854126984126984,0.9756550826983834
momentum,RUB_AMD,1,2025,-0.07007544307660551,53,1.0450704225352112,0.6226415094339622,0.7506918238993712,0.8294235924932974
level,RUB_AMD,1,2025,-0.07560976444809636,53,1.0450704225352112,0.6226415094339622,0.7505031446540881,0.8296321126288443
reversal,RUB_AMD,1,2025,-0.007911322277429564,28,0.5521126760563381,0.8214285714285714,0.6685714285714286,1.2286324786324785
seasonality,RUB_AMD,1,2025,0.7635135135135135,45,0.8873239436619718,0.5777777777777777,0.723037037037037,0.7990984530273537
momentum,RUB_AMD,1,2026,-0.0017364792080402647,24,0.7272727272727273,0.625,0.7654166666666666,0.8165487207403376
level,RUB_AMD,1,2026,-0.006004103768457142,10,0.30303030303030304,0.7,0.8860000000000002,0.7900677200902932
reversal,RUB_AMD,1,2026,-0.009052575976477194,13,0.3939393939393939,0.7692307692307693,0.7994871794871795,0.9621552277100706
seasonality,RUB_AMD,1,2026,0.8571428571428571,8,0.24242424242424243,1.0,0.87875,1.1379800853485063
momentum,RUB_AMD,3,2022,0.006877873452956873,34,0.672316384180791,0.4117647058823529,0.41411764705882353,0.9943181818181818
level,RUB_AMD,3,2022,-0.0004685495101944932,13,0.2570621468926554,0.38461538461538464,0.3525641025641026,1.0909090909090908
reversal,RUB_AMD,3,2022,-0.001316156702123991,13,0.2570621468926554,0.7692307692307693,0.3669230769230769,2.0964360587002098
seasonality,RUB_AMD,3,2022,0.6351351351351351,45,0.8898305084745763,0.4444444444444444,0.4751111111111111,0.9354536950420954
momentum,RUB_AMD,3,2023,-0.11323203973955452,51,1.0084745762711864,0.6274509803921569,0.6834640522875818,0.918045328488094
level,RUB_AMD,3,2023,-0.1265042024950284,51,1.0084745762711864,0.6274509803921569,0.6830718954248366,0.9185723854176634
reversal,RUB_AMD,3,2023,-0.004134932232545747,7,0.1384180790960452,0.5714285714285714,0.8038095238095238,0.7109004739336493
seasonality,RUB_AMD,3,2023,0.6751054852320675,27,0.5338983050847458,0.5925925925925926,0.7538271604938271,0.7861120209629872
momentum,RUB_AMD,3,2024,-0.04067778692212174,54,1.0677966101694916,0.7037037037037037,0.7242592592592593,0.9716185118895423
level,RUB_AMD,3,2024,-0.09321507818230679,54,1.0677966101694916,0.7037037037037037,0.7207407407407408,0.9763617677286741
reversal,RUB_AMD,3,2024,-0.09715088493220683,54,1.0677966101694916,0.7037037037037037,0.7218518518518519,0.9748589020010262
seasonality,RUB_AMD,3,2024,0.7262237762237767,14,0.2768361581920904,0.5,0.7704761904761904,0.6489493201483313
momentum,RUB_AMD,3,2025,-0.015615050571316584,52,1.0253521126760563,0.36538461538461536,0.534551282051282,0.6835351960666747
level,RUB_AMD,3,2025,-0.05707954242720259,53,1.0450704225352112,0.41509433962264153,0.5452830188679245,0.7612456747404844
reversal,RUB_AMD,3,2025,-0.0005500578645962293,16,0.31549295774647884,0.5,0.37416666666666665,1.3363028953229399
seasonality,RUB_AMD,3,2025,0.6365323351385792,36,0.7098591549295774,0.4166666666666667,0.5274074074074074,0.7900280898876404
momentum,RUB_AMD,3,2026,0.006182341423154788,18,0.5526315789473685,0.5555555555555556,0.5127777777777778,1.0834236186348862
level,RUB_AMD,3,2026,-0.005369753475188088,9,0.27631578947368424,0.3333333333333333,0.6707407407407407,0.49696300386526776
reversal,RUB_AMD,3,2026,-0.009009032456738371,13,0.3991228070175439,0.5384615384615384,0.5528205128205129,0.9740259740259738
seasonality,RUB_AMD,3,2026,0.6984126984126984,16,0.4912280701754386,0.75,0.5466666666666666,1.3719512195121952
momentum,RUB_AMD,5,2022,0.000528213840024945,41,0.8107344632768362,0.36585365853658536,0.3896747967479675,0.9388691842269976
level,RUB_AMD,5,2022,-0.0001978517153096715,13,0.2570621468926554,0.3076923076923077,0.35923076923076924,0.8565310492505354
reversal,RUB_AMD,5,2022,-0.0013146796710313876,13,0.2570621468926554,0.6153846153846154,0.3523076923076923,1.7467248908296944
seasonality,RUB_AMD,5,2022,0.4864864864864865,45,0.8898305084745763,0.4,0.3997777777777778,1.000555864369094
momentum,RUB_AMD,5,2023,-0.11334602737019872,51,1.0084745762711864,0.5882352941176471,0.6329411764705881,0.9293680297397772
level,RUB_AMD,5,2023,-0.12038446988323093,51,1.0084745762711864,0.5882352941176471,0.6322222222222222,0.9304248940349427
reversal,RUB_AMD,5,2023,-0.004925215155683892,7,0.1384180790960452,0.42857142857142855,0.8014285714285713,0.5347593582887701
seasonality,RUB_AMD,5,2023,0.5833333333333334,32,0.632768361581921,0.59375,0.7238541666666667,0.8202619081882285
momentum,RUB_AMD,5,2024,-0.04081558408957052,54,1.0677966101694916,0.6296296296296297,0.6451234567901234,0.9759831595062675
level,RUB_AMD,5,2024,-0.09350780710884027,54,1.0677966101694916,0.6296296296296297,0.643641975308642,0.9782295962405294
reversal,RUB_AMD,5,2024,-0.09726068154534435,54,1.0677966101694916,0.6296296296296297,0.6462345679012346,0.9743050912217022
seasonality,RUB_AMD,5,2024,0.6060606060606061,14,0.2768361581920904,0.42857142857142855,0.7566666666666667,0.566393958464443
momentum,RUB_AMD,5,2025,-0.01565845962050084,52,1.0253521126760563,0.34615384615384615,0.47378205128205136,0.7306183195778648
level,RUB_AMD,5,2025,-0.05126836537448668,53,1.0450704225352112,0.39622641509433965,0.4733962264150944,0.8369868473495417
reversal,RUB_AMD,5,2025,-0.057099184059446986,53,1.0450704225352112,0.39622641509433965,0.47779874213836476,0.8292747137027775
seasonality,RUB_AMD,5,2025,0.5405405405405406,40,0.7887323943661971,0.4,0.46258333333333335,0.864709061430373
momentum,RUB_AMD,5,2026,-0.0018445575789794444,24,0.7400881057268722,0.375,0.47708333333333336,0.7860262008733624
level,RUB_AMD,5,2026,-0.005314416494835786,9,0.2775330396475771,0.3333333333333333,0.5774074074074075,0.5772931366260422
reversal,RUB_AMD,5,2026,-0.0017994682333820117,8,0.24669603524229072,0.5,0.5545833333333333,0.9015777610818934
seasonality,RUB_AMD,5,2026,0.6129032258064516,16,0.49339207048458145,0.625,0.474375,1.3175230566534915
momentum,RUB_AMD,10,2022,0.007277845076438359,34,0.672316384180791,0.23529411764705882,0.25519607843137254,0.9220130618517096
level,RUB_AMD,10,2022,-0.0003090261208091743,13,0.2570621468926554,0.3076923076923077,0.2669230769230769,1.1527377521613835
reversal,RUB_AMD,10,2022,-0.010372961090215288,19,0.37570621468926557,0.2631578947368421,0.18982456140350876,1.3863216266173752
seasonality,RUB_AMD,10,2022,0.36486486486486486,45,0.8898305084745763,0.28888888888888886,0.28577777777777774,1.010886469673406
momentum,RUB_AMD,10,2023,-0.019319026848323942,50,0.9887005649717514,0.48,0.5210666666666667,0.9211873080859774
level,RUB_AMD,10,2023,-0.12649022333002685,51,1.0084745762711864,0.5098039215686274,0.5226143790849672,0.975487743871936
reversal,RUB_AMD,10,2023,-0.06452253042409614,41,0.8107344632768362,0.5121951219512195,0.5526016260162602,0.9268795056642637
seasonality,RUB_AMD,10,2023,0.35714285714285715,51,1.0084745762711864,0.5098039215686274,0.5179084967320261,0.9843513377082281
momentum,RUB_AMD,10,2024,-0.08230243144700244,54,1.0677966101694916,0.5185185185185185,0.5131481481481482,1.0104655359076142
level,RUB_AMD,10,2024,-0.0938375333158273,54,1.0677966101694916,0.5185185185185185,0.5171604938271606,1.002625925041776
reversal,RUB_AMD,10,2024,-0.09741363402626879,54,1.0677966101694916,0.5185185185185185,0.5209259259259259,0.9953785993601137
seasonality,RUB_AMD,10,2024,0.4365079365079365,28,0.5536723163841808,0.42857142857142855,0.44821428571428573,0.9561752988047808
momentum,RUB_AMD,10,2025,-0.015723573194277227,52,1.0253521126760563,0.28846153846153844,0.3412179487179487,0.8453879391320683
level,RUB_AMD,10,2025,-0.0572112214426158,53,1.0450704225352112,0.3018867924528302,0.34207547169811325,0.8825151682294538
reversal,RUB_AMD,10,2025,-0.02383473118988967,39,0.7690140845070422,0.28205128205128205,0.34854700854700854,0.8092202059833251
seasonality,RUB_AMD,10,2025,0.32727272727272727,53,1.0450704225352112,0.3018867924528302,0.3455974842767296,0.8735213830755231
momentum,RUB_AMD,10,2026,-0.001627481949974111,24,0.7601809954751131,0.375,0.4225,0.8875739644970414
level,RUB_AMD,10,2026,-0.0051875432312752795,9,0.2850678733031674,0.3333333333333333,0.5370370370370371,0.6206896551724137
reversal,RUB_AMD,10,2026,-0.0011377309949062203,8,0.25339366515837103,0.5,0.49541666666666667,1.0092514718250631
seasonality,RUB_AMD,10,2026,0.5085714285714286,16,0.5067873303167421,0.5,0.40958333333333335,1.2207527975584944
momentum,RUB_AMD,20,2022,0.013593271190519696,29,0.5734463276836158,0.10344827586206896,0.15793103448275864,0.6550218340611353
level,RUB_AMD,20,2022,-0.0005944761989230773,13,0.2570621468926554,0.23076923076923078,0.2287179487179487,1.0089686098654709
reversal,RUB_AMD,20,2022,-0.0014093158525428117,13,0.2570621468926554,0.3076923076923077,0.22743589743589743,1.3528748590755357
seasonality,RUB_AMD,20,2022,0.296875,35,0.692090395480226,0.11428571428571428,0.1592380952380952,0.7177033492822967
momentum,RUB_AMD,20,2023,0.0014180781733548753,32,0.632768361581921,0.34375,0.615625,0.5583756345177665
level,RUB_AMD,20,2023,-0.0058006544532232945,9,0.17796610169491525,0.0,0.7788888888888887,0.0
reversal,RUB_AMD,20,2023,-0.06462865578770381,41,0.8107344632768362,0.4634146341463415,0.49617886178861786,0.9339669015238409
seasonality,RUB_AMD,20,2023,0.16666666666666666,51,1.0084745762711864,0.43137254901960786,0.4569281045751634,0.94407094836218
momentum,RUB_AMD,20,2024,-0.004447619836552734,45,0.8898305084745763,0.4,0.4522222222222221,0.8845208845208848
level,RUB_AMD,20,2024,-0.09413351155945567,54,1.0677966101694916,0.4444444444444444,0.4328395061728395,1.026811180832858
reversal,RUB_AMD,20,2024,-0.0800101674904604,54,1.0677966101694916,0.4444444444444444,0.4311728395061728,1.0307802433786686
seasonality,RUB_AMD,20,2024,0.32978723404255317,27,0.5338983050847458,0.2962962962962963,0.3661728395061728,0.8091706001348619
momentum,RUB_AMD,20,2025,-0.015571147705274868,52,1.0253521126760563,0.21153846153846154,0.2452564102564102,0.8625196027182438
level,RUB_AMD,20,2025,-0.05664637210272841,53,1.0450704225352112,0.22641509433962265,0.2416981132075472,0.9367681498829039
reversal,RUB_AMD,20,2025,-0.051975074839474944,53,1.0450704225352112,0.22641509433962265,0.24345911949685534,0.9299922500645829
seasonality,RUB_AMD,20,2025,0.23417721518987342,53,1.0450704225352112,0.22641509433962265,0.2453459119496855,0.9228402973596516
momentum,RUB_AMD,20,2026,-0.0015699205196979538,23,0.7594339622641509,0.30434782608695654,0.3160869565217392,0.9628610729023382
level,RUB_AMD,20,2026,-0.004478054127500575,8,0.2641509433962264,0.375,0.3825,0.9803921568627451
reversal,RUB_AMD,20,2026,-0.0011097913342770652,8,0.2641509433962264,0.25,0.4,0.625
seasonality,RUB_AMD,20,2026,0.2619799574855755,27,0.8915094339622642,0.4074074074074074,0.3492592592592592,1.166489925768823
momentum,RUB_KZT,1,2022,-0.0015752446366688489,44,0.8700564971751413,0.6590909090909091,0.6428030303030303,1.0253388332351208
level,RUB_KZT,1,2022,-0.00961257943788491,17,0.3361581920903955,0.4117647058823529,0.5947058823529412,0.6923837784371909
reversal,RUB_KZT,1,2022,-0.00799764947847803,16,0.3163841807909605,0.6875,0.616875,1.1144883485309018
seasonality,RUB_KZT,1,2022,0.8219781144781145,39,0.7711864406779662,0.717948717948718,0.6270085470085469,1.1450381679389314
momentum,RUB_KZT,1,2023,-0.009672313968752205,44,0.8700564971751413,0.6590909090909091,0.7008333333333333,0.9404388714733543
level,RUB_KZT,1,2023,-0.07809767937342507,43,0.8502824858757062,0.6511627906976745,0.7036434108527133,0.9254158863060481
reversal,RUB_KZT,1,2023,-0.04382007617883519,34,0.672316384180791,0.6470588235294118,0.7334313725490196,0.8822349953214812
seasonality,RUB_KZT,1,2023,0.8345864661654135,39,0.7711864406779662,0.6153846153846154,0.7254700854700854,0.8482563619227146
momentum,RUB_KZT,1,2024,0.010108681578667608,26,0.5141242937853108,0.8076923076923077,0.7662820512820513,1.054040488539401
level,RUB_KZT,1,2024,-0.010788168258214978,25,0.4943502824858757,0.72,0.7710666666666666,0.9337713989278922
reversal,RUB_KZT,1,2024,-0.100938674033552,54,1.0677966101694916,0.7962962962962963,0.8177160493827159,0.9738053898996001
seasonality,RUB_KZT,1,2024,0.7416253968253969,50,0.9887005649717514,0.8,0.7976000000000001,1.0030090270812437
momentum,RUB_KZT,1,2025,-0.07265397016374586,53,1.0450704225352112,0.6037735849056604,0.7322012578616353,0.8246005840920804
level,RUB_KZT,1,2025,-0.03356296728945382,47,0.9267605633802817,0.7021276595744681,0.7063829787234043,0.9939759036144579
reversal,RUB_KZT,1,2025,-0.0021341204836088645,21,0.4140845070422535,0.7619047619047619,0.6201587301587301,1.2285641156897875
seasonality,RUB_KZT,1,2025,0.8366013071895425,32,0.6309859154929577,0.59375,0.6815625,0.871160018340211
momentum,RUB_KZT,1,2026,-0.00811605515992318,28,0.8484848484848485,0.75,0.7353571428571428,1.0199125789218066
level,RUB_KZT,1,2026,-0.004568205874440262,9,0.2727272727272727,0.5555555555555556,0.8455555555555555,0.6570302233902761
reversal,RUB_KZT,1,2026,-0.009239945229304464,10,0.30303030303030304,0.7,0.8579999999999999,0.8158508158508159
seasonality,RUB_KZT,1,2026,0.783729661096655,26,0.7878787878787878,0.6923076923076923,0.7246153846153847,0.9554140127388534
momentum,RUB_KZT,3,2022,-0.0018159325710737184,44,0.8700564971751413,0.4318181818181818,0.4006060606060606,1.0779122541603632
level,RUB_KZT,3,2022,-0.0009177283095272324,15,0.2966101694915254,0.26666666666666666,0.3446666666666667,0.7736943907156673
reversal,RUB_KZT,3,2022,-0.016386232224899808,24,0.4745762711864407,0.5,0.28041666666666665,1.7830609212481427
seasonality,RUB_KZT,3,2022,0.6481369924141009,44,0.8700564971751413,0.4772727272727273,0.4054545454545454,1.1771300448430495
momentum,RUB_KZT,3,2023,-0.008301082626230333,44,0.8700564971751413,0.5681818181818182,0.5296969696969697,1.0726544622425631
level,RUB_KZT,3,2023,-0.09965144059335346,48,0.9491525423728814,0.5416666666666666,0.543888888888889,0.9959141981613889
reversal,RUB_KZT,3,2023,-0.03618405085849429,29,0.5734463276836158,0.5172413793103449,0.5919540229885059,0.8737864077669902
seasonality,RUB_KZT,3,2023,0.7622950819672131,23,0.4548022598870057,0.5652173913043478,0.5676811594202898,0.9956599438345672
momentum,RUB_KZT,3,2024,-0.008942954411361701,51,1.0084745762711864,0.5294117647058824,0.6030065359477124,0.8779536093648386
level,RUB_KZT,3,2024,-0.11242316723870048,54,1.0677966101694916,0.5740740740740741,0.6230246913580246,0.9214306945407709
reversal,RUB_KZT,3,2024,-0.11467085868193598,54,1.0677966101694916,0.5740740740740741,0.6219753086419753,0.9229853116315999
seasonality,RUB_KZT,3,2024,0.6290322580645161,46,0.9096045197740114,0.5869565217391305,0.6068115942028985,0.9672796751850968
momentum,RUB_KZT,3,2025,0.019085726875454984,18,0.3549295774647887,0.5,0.4766666666666667,1.048951048951049
level,RUB_KZT,3,2025,-0.03604136253852651,47,0.9267605633802817,0.44680851063829785,0.5120567375886526,0.8725761772853184
reversal,RUB_KZT,3,2025,-0.0036207360523118335,23,0.4535211267605634,0.6086956521739131,0.4628985507246377,1.3149655604257984
seasonality,RUB_KZT,3,2025,0.6954022988505747,27,0.532394366197183,0.37037037037037035,0.4791358024691358,0.7729966503478485
momentum,RUB_KZT,3,2026,0.006066986113920121,19,0.5833333333333334,0.5789473684210527,0.5335087719298245,1.085169352186781
level,RUB_KZT,3,2026,-0.009433544145233784,12,0.368421052631579,0.5,0.6655555555555556,0.7512520868113522
reversal,RUB_KZT,3,2026,-0.007754320897945049,10,0.30701754385964913,0.5,0.6813333333333333,0.7338551859099804
seasonality,RUB_KZT,3,2026,0.5842105263157895,33,1.0131578947368423,0.5151515151515151,0.6271717171717173,0.8213883072958607
momentum,RUB_KZT,5,2022,-0.0018578470766855506,44,0.8700564971751413,0.3409090909090909,0.3434848484848485,0.9925011027790029
level,RUB_KZT,5,2022,-0.0005230370646569366,15,0.2966101694915254,0.2,0.29888888888888887,0.6691449814126395
