date,corridor,rub_per_unit,horizon_days,test_year,score,threshold,message_hit,future_regret_bps,moment_advantage_bps,indicator,direction,signal_strength,signal_speed,recommended_scenario,reason_code
2024-02-17,RUB_TJS,8.44905,1,2024,0.9231339471857212,0.868940466525441,1,0.0,-26.1976225549,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-03-02,RUB_TJS,8.33541,1,2024,0.9225694824853792,0.868940466525441,1,0.0,-17.2012583277,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-03-16,RUB_TJS,8.38819,1,2024,0.9138929368315636,0.868940466525441,1,0.0,-9.5622486877,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-03-23,RUB_TJS,8.45191,1,2024,0.9250870854626697,0.868940466525441,1,0.0,-23.881888033,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-03-30,RUB_TJS,8.4344,1,2024,0.9180716121726826,0.868940466525441,1,0.0,-4.7882475607,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-04-06,RUB_TJS,8.43615,1,2024,0.9338793165078296,0.868940466525441,1,0.0,-3.7155545366,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-04-13,RUB_TJS,8.54412,1,2024,0.9117369974635438,0.868940466525441,1,0.0,7.6407416821,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-04-20,RUB_TJS,8.5531,1,2024,0.9171648613246742,0.868940466525441,1,0.0,23.5149756335,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-04-27,RUB_TJS,8.41365,1,2024,0.9260413612305376,0.868940466525441,1,19.1593422593,-2.1120939371,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-05-04,RUB_TJS,8.39776,1,2024,0.9456854329109341,0.868940466525441,1,0.0,13.1449384059,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-05-18,RUB_TJS,8.36388,1,2024,0.9461058596730467,0.868940466525441,1,0.0,-8.5639626696,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-05-24,RUB_TJS,8.33967,1,2024,0.8750656242303744,0.868940466525441,0,53.1435896145,-26.4175699282,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-06-01,RUB_TJS,8.38102,1,2024,0.933085512290684,0.868940466525441,1,0.0,-18.5004918987,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-06-07,RUB_TJS,8.26424,1,2024,0.8809679057717739,0.868940466525441,1,0.0,-5.767112767,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-06-15,RUB_TJS,8.27988,1,2024,0.9583255642045394,0.868940466525441,1,0.0,-23.4812732911,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-06-29,RUB_TJS,8.04104,1,2024,0.9270666454972782,0.868940466525441,1,0.0,-35.0849751942,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-07-06,RUB_TJS,8.26936,1,2024,0.9410805865965123,0.868940466525441,1,0.0,-0.5442071567,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-07-13,RUB_TJS,8.23141,1,2024,0.9016854566664417,0.868940466525441,1,0.0,7.4011068074,logistic_message_hit,RUB_to_recipient_currency,base,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
2024-07-20,RUB_TJS,8.25818,1,2024,0.9381933484774632,0.868940466525441,1,0.0,-5.5046442154,logistic_message_hit,RUB_to_recipient_currency,medium,fast_baseline,positive_push_now,score_above_threshold_outside_cooldown
