hypothesis_id,horizon_days,epsilon_bps,strategy,model,test_year,validation_auc,validation_pr_auc,train_rows,validation_rows,feature_count,hyperparameters,corridor,threshold,test_rows,target_rate,roc_auc,pr_auc,brier,log_loss,balanced_accuracy,candidate_precision,candidate_recall,signals,signals_per_week,signal_hit_rate,hit_rate_ci_low,hit_rate_ci_high,false_push_rate,random_hit_rate,random_hit_rate_ci_low,random_hit_rate_ci_high,lift,moment_advantage_bps_mean,future_regret_bps_mean,client_advantage_rub_mean,client_regret_rub_mean
H001_price_core,3,50,per_corridor,logistic,2022,0.5539310988412784,0.7003130913707165,1064,244,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_TJS,0.712885655080089,246,0.5772357723577236,0.5847101841820153,0.6795288544158449,0.2571592970735648,0.7314738988665473,0.5,0.0,0.0,0,0.0,,,,,,,,,,,,
H001_price_core,3,50,per_corridor,logistic,2022,0.4890815671162492,0.6924280352919643,1064,245,17,"{""C"": 10.0, ""class_weight"": ""none""}",RUB_UZS,0.7263284171710384,247,0.5384615384615384,0.5459701886294683,0.6034047138534451,0.2936055263617875,0.89971383990983,0.5156641604010025,0.5740740740740741,0.23308270676691728,24,0.4745762711864407,0.4166666666666667,0.24467347246538232,0.6116566235061137,0.5833333333333333,0.3168333333333333,0.16666666666666666,0.5,1.315097317201473,-3.6448635867541683,125.61218389360418,-36.44863586754168,1256.121838936042
H001_price_core,3,50,per_corridor,logistic,2022,0.5828787878787878,0.7309423826891694,1064,245,17,"{""C"": 0.01, ""class_weight"": ""none""}",RUB_KGS,0.7571133279332605,247,0.5546558704453441,0.6266091572660917,0.6882438848053454,0.2510544988720182,0.7246701832989199,0.5,0.0,0.0,0,0.0,,,,,,,,,,,,
H001_price_core,3,50,per_corridor,logistic,2022,0.6075344611528822,0.7803219502344527,1063,244,17,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_AMD,0.5884560323335702,247,0.5708502024291497,0.5990900575404791,0.6557737704304535,0.3798629656951862,1.297985909305364,0.4811320754716981,0.0,0.0,1,0.01977401129943503,0.0,0.0,0.7934567085261071,1.0,0.496,0.0,1.0,0.0,-21.2786087503,127.1868024988,-212.78608750299998,1271.8680249880001
H001_price_core,3,50,per_corridor,logistic,2022,0.573695579926886,0.7883942723788253,1063,245,17,"{""C"": 0.1, ""class_weight"": ""none""}",RUB_KZT,0.7917360466194483,247,0.5101214574898786,0.5597533779351961,0.5589983163945664,0.3070443027224317,1.006059323642777,0.5,0.0,0.0,0,0.0,,,,,,,,,,,,
H001_price_core,3,50,per_corridor,logistic,2023,0.5875399805312196,0.6808203045308515,1311,243,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_TJS,0.400748864157167,247,0.7449392712550608,0.47929606625258797,0.7330052503268945,0.32552964547568436,0.859069186971465,0.47787267080745344,0.7293233082706767,0.5271739130434783,35,0.692090395480226,0.6,0.4357241958151947,0.7444949506669275,0.4,0.7197714285714285,0.6135714285714285,0.8285714285714286,0.8335979676087647,-4.67169074332,76.43307941680571,-46.7169074332,764.3307941680571
H001_price_core,3,50,per_corridor,logistic,2023,0.5558035714285715,0.5997915519644579,1312,244,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_UZS,0.5651311773155573,247,0.7368421052631579,0.5610312764158918,0.7619456943773452,0.2830125824179933,0.7647207347118424,0.5115384615384615,0.7777777777777778,0.11538461538461539,11,0.21751412429378533,0.8181818181818182,0.5230138624217553,0.9486333993289994,0.18181818181818177,0.8107272727272726,0.6363636363636364,1.0,1.0091948867459073,-8.407298463336362,36.33082272331818,-84.07298463336362,363.3082272331818
H001_price_core,3,50,per_corridor,logistic,2023,0.622480936819172,0.6935076408315943,1312,244,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_KGS,0.3883017049313071,247,0.7489878542510121,0.4994768962510898,0.7485953847412421,0.3264644733079855,0.8620244708938972,0.49337401918047075,0.7443609022556391,0.5351351351351351,36,0.711864406779661,0.6388888888888888,0.4757478039083198,0.7752461320781867,0.36111111111111116,0.7386111111111111,0.6388888888888888,0.8333333333333334,0.8649868371568258,-1.7397523617805557,71.3992838198389,-17.397523617805557,713.992838198389
H001_price_core,3,50,per_corridor,logistic,2023,0.6010989010989011,0.6582053782701154,1310,244,17,"{""C"": 0.1, ""class_weight"": ""balanced""}",RUB_AMD,0.41262346076998657,247,0.7327935222672065,0.471203750209275,0.7154430608935771,0.38205706445434623,1.0047593506871357,0.44320274568893353,0.6575342465753424,0.26519337016574585,23,0.4548022598870057,0.5652173913043478,0.36811049305016963,0.7436563166780135,0.4347826086956522,0.7535652173913042,0.6521739130434783,0.8695652173913043,0.7500576967459036,-20.234307220252177,105.15165906449565,-202.34307220252177,1051.5165906449563
H001_price_core,3,50,per_corridor,logistic,2023,0.568,0.5693686179646003,1311,244,17,"{""C"": 10.0, ""class_weight"": ""balanced""}",RUB_KZT,0.47733246585820066,247,0.6275303643724697,0.5281206171107994,0.6485683693464154,0.3520004131509986,0.9978005863440894,0.48246844319775595,0.5932203389830508,0.22580645161290322,20,0.3954802259887006,0.5,0.2992949144298199,0.70070508557018,0.5,0.5719,0.45,0.7,0.8742787200559539,17.86969209376,85.05435007530001,178.6969209376,850.543500753
