total_signals,signal_hits,signal_hit_rate,matched_random_hit_rate,delta_hit_rate,lift,signals_per_week,signals_per_month,candidates,false_pushes,false_push_rate,mean_realized_regret_bps,false_push_regret_bps_mean,weighted_cell_p90_realized_regret_bps,moment_advantage_bps_mean,suppressed_by_cooldown,cooldown_violations,active_months,inactive_months,active_cells,inactive_cells,active_cell_share,p90_realized_regret_bps,p95_realized_regret_bps,run_id,evaluation_protocol_version,artifact_schema_version,matched_random_mcse
439,364,0.8291571753986332,0.7115148063781321,0.11764236902050107,1.1653407180931952,0.3611045828437133,1.5701278642773207,844,75,0.17084282460136674,24.87081307476674,115.62654081837466,75.81779308676681,14.999744499396126,405,0,173,107,21,4,0.84,71.85229157147998,134.4317705823199,20260906_h015_temporal_v3_implied_usd_rf,temporal_v3,3,0.00043117065656246545
