run_id,hypothesis_id,model_id,feature_set_id,target_id,strategy,outer_fold,test_year,is_partial_fold,universe_id,eligible_rows,scored_rows,score_coverage,target_rate,roc_auc,pr_auc,pr_auc_gain,pr_auc_ratio,brier,log_loss,artifact_schema_version,evaluation_protocol_version
20260906_h015_temporal_v3_implied_usd_rf,H015_compact_fx_decomposition,random_forest,full_market_with_fx_and_implied_usd,message_hit,pooled_with_corridor_thresholds,outer_2022,2022,False,10d14213e118585ccaa286e9,1199,1199,1.0,0.6497080900750626,0.6536157466837826,0.7467117940008839,0.09700370392582136,1.1493035186226699,0.24853110160469022,0.692038298690409,3,temporal_v3
20260906_h015_temporal_v3_implied_usd_rf,H015_compact_fx_decomposition,random_forest,full_market_with_fx_and_implied_usd,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,10d14213e118585ccaa286e9,1223,1223,1.0,0.6950122649223222,0.6421416180413184,0.7957656382036759,0.1007533732813537,1.1449663241448182,0.224867904713541,0.641530762671306,3,temporal_v3
20260906_h015_temporal_v3_implied_usd_rf,H015_compact_fx_decomposition,random_forest,full_market_with_fx_and_implied_usd,message_hit,pooled_with_corridor_thresholds,outer_2024,2024,False,10d14213e118585ccaa286e9,1219,1219,1.0,0.5529122231337161,0.6010018239729943,0.670928403734636,0.1180161806009199,1.2134446945883106,0.2587292228669795,0.7148564413708568,3,temporal_v3
20260906_h015_temporal_v3_implied_usd_rf,H015_compact_fx_decomposition,random_forest,full_market_with_fx_and_implied_usd,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,1225,1225,1.0,0.7191836734693877,0.6221821133489955,0.8197722193063215,0.10058854583693377,1.1398648906359181,0.25886486673200976,0.7120916933018918,3,temporal_v3
20260906_h015_temporal_v3_implied_usd_rf,H015_compact_fx_decomposition,random_forest,full_market_with_fx_and_implied_usd,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,1235,1235,1.0,0.7206477732793523,0.6704119850187267,0.8191155986989829,0.09846782541963062,1.1366379375204987,0.22230989612357355,0.6366266218036337,3,temporal_v3
