total_signals,signal_hits,signal_hit_rate,matched_random_hit_rate,delta_hit_rate,lift,signals_per_week,signals_per_month,candidates,false_pushes,false_push_rate,mean_realized_regret_bps,false_push_regret_bps_mean,weighted_cell_p90_realized_regret_bps,moment_advantage_bps_mean,suppressed_by_cooldown,cooldown_violations,active_months,inactive_months,active_cells,inactive_cells,active_cell_share,p90_realized_regret_bps,p95_realized_regret_bps,run_id,evaluation_protocol_version,artifact_schema_version,matched_random_mcse
526,420,0.7984790874524715,0.6670522813688213,0.1314268060836502,1.1970262448004172,0.4326674500587544,1.8812921562867213,845,106,0.20152091254752852,35.31020781642719,147.75327098642168,103.1566065411233,27.657914413157986,319,0,202,78,25,0,1.0,108.16416330690001,156.275921500675,20260905_h013_temporal_v3_catboost_control,temporal_v3,3,0.00038650662743081537
