run_id,hypothesis_id,model_id,feature_set_id,target_id,strategy,outer_fold,test_year,is_partial_fold,universe_id,eligible_rows,scored_rows,score_coverage,target_rate,roc_auc,pr_auc,pr_auc_gain,pr_auc_ratio,brier,log_loss,artifact_schema_version,evaluation_protocol_version
20260905_h013_temporal_v3_catboost_control,H013_temporal_v3_model_control,catboost,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2022,2022,False,10d14213e118585ccaa286e9,1199,1199,1.0,0.6497080900750626,0.6210724983189682,0.7402765098039648,0.09056841972890217,1.1393986331899277,0.2289812476855969,0.6594716421611144,3,temporal_v3
20260905_h013_temporal_v3_catboost_control,H013_temporal_v3_model_control,catboost,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2023,2023,False,10d14213e118585ccaa286e9,1223,1223,1.0,0.6950122649223222,0.6647121905062293,0.8191896398737724,0.1241773749514502,1.1786693289007337,0.20161494294280696,0.587511587753077,3,temporal_v3
20260905_h013_temporal_v3_catboost_control,H013_temporal_v3_model_control,catboost,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2024,2024,False,10d14213e118585ccaa286e9,1219,1219,1.0,0.5529122231337161,0.6280143195491792,0.6549253173794809,0.10201309424576477,1.1845014271299514,0.24403167364215128,0.6889704127284045,3,temporal_v3
20260905_h013_temporal_v3_catboost_control,H013_temporal_v3_model_control,catboost,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2025,2025,False,10d14213e118585ccaa286e9,1225,1225,1.0,0.7191836734693877,0.6215832299448301,0.8087609820156294,0.08957730854624169,1.1245541463894961,0.2113878873773394,0.6100309687467,3,temporal_v3
20260905_h013_temporal_v3_catboost_control,H013_temporal_v3_model_control,catboost,full_market_with_fx,message_hit,pooled_with_corridor_thresholds,outer_2026,2026,True,10d14213e118585ccaa286e9,1235,1235,1.0,0.7206477732793523,0.677759322585898,0.8350645309253764,0.1144167576460241,1.1587693210031906,0.1840977799081733,0.5503767613141892,3,temporal_v3
