date,corridor,currency,source,source_file,nominal,value_rub,rub_per_unit,units_per_rub,days_since_previous,same_rate_as_previous,return_1,return_3,return_5,return_10,return_20,distance_to_min_5,distance_to_mean_5,range_position_5,distance_to_min_10,distance_to_mean_10,range_position_10,distance_to_min_20,distance_to_mean_20,range_position_20,distance_to_min_60,distance_to_mean_60,range_position_60,volatility_5,volatility_10,volatility_20,down_streak,month_sin,month_cos,weekday_sin,weekday_cos,eligible_for_signal,has_full_window,message_hit,future_regret_bps,moment_advantage_bps,score,threshold,hypothesis_id,horizon_days,strategy,model,test_year,validation_auc,feature_count,hyperparameters
2022-04-29,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,15.831,0.15831,6.3167203588,1.0,False,-0.0007826602875644628,0.006728054333172251,-0.012617489849251262,-0.08172321185157683,-0.08125424378014168,0.008401755514647391,0.0041342600638596405,0.9140679140679243,0.008401755514647391,-0.022236386443604927,0.10308714341539778,0.008401755514647391,-0.041744145505258845,0.08199676737535827,0.01819514924653176,-0.12032854551743632,0.03620471211558887,0.01017043132996231,0.010863948048800467,0.0240410738993576,1,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,True,True,0,102.0150337945,-64.4644491913,0.8205810982360069,0.8195068658134528,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-05-14,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,13.9887,0.139887,7.1486271062,1.0,False,-0.0073374443837326275,-0.015206234556167986,-0.08383162941180311,-0.11042784829445729,-0.16088610024713856,0.0,-0.023134110522500806,0.0,0.0,-0.06687007543112056,0.0,0.0,-0.1130100982944624,0.0,0.0,-0.21738714487879418,0.0,0.03448779905923217,0.025258604626164242,0.020219478201516868,2,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,True,True,1,31.8113906224,104.192036737,0.8381707007321123,0.8195068658134528,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-11,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,13.6931,0.136931,7.3029482002,1.0,False,0.0010161412948126447,-0.025367450798960856,-0.027368166837140606,-0.07579592470353191,-0.02113134172582165,0.0010161412948126447,-0.012991824607484492,0.03753713205509041,0.0010161412948126447,-0.014304111559256816,0.03481963927855721,0.09621096283012975,0.0006657414979112097,0.5169476944253272,0.09621096283012975,-0.15130454544280703,0.12118339853991046,0.010528247559907585,0.01952197638081423,0.036133352805904774,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,65.3282477561,0.8246262210603992,0.8195068658134528,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-18,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,13.3341,0.133341,7.4995687748,1.0,False,0.0024282427942081686,-0.01994781522178546,-0.025228083513655797,-0.04011834660293434,-0.018367737565888498,0.0024282427942081686,-0.00913279334175543,0.08254536161512649,0.0024282427942081686,-0.026970818100221394,0.04159155292299641,0.06747095978801232,-0.01911908962811193,0.36252580867171347,0.06747095978801232,-0.14376677719288533,0.09458397863219078,0.008425918605758314,0.010666149616013285,0.03603959836931005,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,28.1084338122,0.8385721294995843,0.8195068658134528,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-24,RUB_AMD,AMD,CBR,AMD_RC_F02_09_2016_T02_09_2026.dbf,100,12.9881,0.129881,7.6993555639,1.0,False,0.00587037166112947,-0.026503369135867372,-0.023583274444060165,-0.07101116523256723,0.03977168109003859,0.00587037166112947,-0.011489406395891355,0.17652538425710412,0.00587037166112947,-0.025834537154960646,0.09707991803278788,0.00587037166112947,-0.050450115201856494,0.039815106628848025,0.03977168109003859,-0.13741837399390888,0.07108109654896125,0.010681069206700864,0.010043641561655572,0.03383260316634918,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,True,True,1,0.0,65.4532500981,0.8502526248549277,0.8195068658134528,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-05-13,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,79.5795,0.795795,1.2566050302,1.0,False,-0.04445394366349387,-0.014834521366018816,-0.08008341492567672,-0.12452158071163044,-0.014805250113276935,0.0,-0.030626452150919192,0.0,0.0,-0.05900461265640833,0.0,0.0,-0.11472158942625177,0.0,0.0,-0.17139983565334038,0.0,0.03042696760451385,0.023217416762557598,0.04069107582827289,1,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,True,True,0,348.0921594129,10.4888195173,0.8409218109928379,0.8310724739165232,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-11,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,72.6755,0.726755,1.3759795254,1.0,False,-0.010369432302517745,-0.052159249192694324,-0.06759938161127466,-0.11596232024386732,-0.0538202355440871,0.0,-0.03203692658821433,0.0,0.0,-0.04384520121476532,0.0,0.026242249400215467,-0.044482061564251274,0.16313918272396125,0.026242249400215467,-0.164209818865647,0.04966606891354151,0.010275591497738075,0.02490190661950379,0.036055306984301115,5,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,151.6773539599,0.8499933929301176,0.8310724739165232,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-18,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,71.3325,0.713325,1.401885536,1.0,False,-0.002797325974450815,-0.006700671320374885,-0.028657216389558426,-0.07901973847297972,-0.08541276146174981,0.0008404351742465899,-0.005477558989579467,0.04269726994083778,0.0008404351742465899,-0.03513484779254761,0.008977952307438891,0.007277903218290582,-0.046174092733821004,0.045244261071851755,0.007277903218290582,-0.1590909966121974,0.01621677747397101,0.0063021700048939665,0.010421298462900705,0.03541653411994827,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,0,94.6272736831,-1.0735590224,0.8655149886183017,0.8310724739165232,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-24,RUB_KGS,KGS,CBR,KGS_RC_F02_09_2016_T02_09_2026.dbf,100,67.1131,0.671131,1.4900220672,1.0,False,0.0014279873585067993,-0.05016311078087954,-0.0617830192108213,-0.1140161426168782,-0.05230375149504851,0.0014279873585067993,-0.027152935337287354,0.02217793330397875,0.0014279873585067993,-0.04893527050030133,0.014907470870459013,0.0014279873585067993,-0.09299849752295697,0.006299699826215086,0.0014279873585067993,-0.1881304697500531,0.00291696257936298,0.01291497865604979,0.011925359688390843,0.03392088864191356,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,True,True,1,6.0792900343,105.8115589245,0.8461699563675485,0.8310724739165232,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-04-30,RUB_TJS,TJS,CBR,TJS_RC_F02_09_2016_T02_09_2026.dbf,10,56.8417,5.68417,0.1759271802,1.0,False,-0.01758919034763584,-0.02219940067638937,-0.032789563151813805,-0.11224099343571514,-0.11737450058772658,0.0,-0.019332917890738655,0.0,0.0,-0.04768662120137346,0.0,0.0,-0.08127313567989047,0.0,0.0,-0.2268407018019849,0.0,0.00786744555166875,0.01000643996023493,0.026403154097502754,2,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,94.3754624296,0.8291524503546426,0.8239593896142478,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
2022-06-18,RUB_TJS,TJS,CBR,TJS_RC_F02_09_2016_T02_09_2026.dbf,10,52.0166,5.20166,0.1922463214,1.0,False,0.007850978659753594,0.01573099529397992,0.006667040820868664,-0.03696503817585328,0.04152975922310653,0.017320216698284874,0.010612317220117795,1.0,0.017320216698284874,-0.006851871687261202,0.2745961365539064,0.09975855317961368,-0.006205602791365172,0.4309041095890414,0.09975855317961368,-0.12886529884480302,0.11142124427945994,0.006995097315406531,0.01177651151007762,0.035003563115688405,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,True,True,1,0.0,-49.6054718647,0.8272621347312408,0.8239593896142478,H002_combined_factors,3,pooled_with_corridor_thresholds,logistic,2022,0.6567923040529886,31,"{""C"": 0.01, ""class_weight"": ""none""}"
